bay_id,st_marker_id,lat,lon,location
2654,10157W,-37.80470817873153,144.94923768619498,"{'latitude': '-37.80470817873153', 'longitude': '144.94923768619498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
4086,C6286,-37.80497529927409,144.95078932967044,"{'latitude': '-37.80497529927409', 'longitude': '144.95078932967044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3374,6191W,-37.80658679914876,144.9511118550584,"{'latitude': '-37.80658679914876', 'longitude': '144.9511118550584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
4292,C6920,-37.809436831154784,144.95604387808373,"{'latitude': '-37.809436831154784', 'longitude': '144.95604387808373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3726,7741S,-37.80323523134001,144.9504105756235,"{'latitude': '-37.80323523134001', 'longitude': '144.9504105756235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3997,C5962,-37.80382766599281,144.95401122200406,"{'latitude': '-37.80382766599281', 'longitude': '144.95401122200406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2682,10191W,-37.80377542661587,144.94940056369148,"{'latitude': '-37.80377542661587', 'longitude': '144.94940056369148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2323,2888N,-37.810907523740994,144.9666268212244,"{'latitude': '-37.810907523740994', 'longitude': '144.9666268212244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
4049,C6136,-37.804317160431054,144.95241101290793,"{'latitude': '-37.804317160431054', 'longitude': '144.95241101290793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
3500,6614N,-37.808335785802356,144.9594960648111,"{'latitude': '-37.808335785802356', 'longitude': '144.9594960648111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2666,10174E,-37.804214385640634,144.94951325623254,"{'latitude': '-37.804214385640634', 'longitude': '144.94951325623254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
