,rd_seg_id,marker_id,rd_seg_dsc,geometry,centroid,lati,long,area_m2,bay_id,status
878,21578,15607W,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988790489556 -37.810243359335, 144.98876883634 -37.810241047456, 144.988777585442 -37.810189458349, 144.988799238644 -37.810191770225, 144.988790489556 -37.810243359335)))",POINT (144.988784037495 -37.81021640884408),-37.810216408844084,144.98878403749504,6.814494504221123,,Unknown
879,22281,20113W,Anderson Street between Fairlie Court and Clowes Street,"MULTIPOLYGON (((144.984377081606 -37.830651005128, 144.984366198018 -37.830706277202, 144.984340533641 -37.830703097333, 144.984351418359 -37.830647826182, 144.984377081606 -37.830651005128)))",POINT (144.9843588078903 -37.83067705169474),-37.830677051694735,144.9843588078903,8.708281913406413,,Unknown
880,22268,20236N,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.985213583493 -37.830547305347, 144.985282853319 -37.830555401888, 144.98527878014 -37.830577326304, 144.985209510294 -37.83056922976, 144.985213583493 -37.830547305347)))",POINT (144.9852461818116 -37.8305623158253),-37.830562315825304,144.98524618181156,9.299141491432682,,Unknown
881,22268,20249S,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.985420713776 -37.830656465964, 144.985487692833 -37.830664657462, 144.985483536984 -37.830686030753, 144.985416559044 -37.830677839271, 144.985420713776 -37.830656465964)))",POINT (144.9854521256956 -37.83067124833717),-37.83067124833717,144.98545212569564,8.78321780537121,,Unknown
882,22290,20481W,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.987071196431 -37.831267492373, 144.987059401809 -37.831325961831, 144.987036672979 -37.831323077858, 144.987048467618 -37.831264608402, 144.987071196431 -37.831267492373)))",POINT (144.9870539347085 -37.83129528511963),-37.83129528511963,144.98705393470848,8.168193518562681,,Unknown
883,21578,15608E,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988978390676 -37.810381348082, 144.988988166912 -37.810325724795, 144.98901347912 -37.810328362266, 144.989004259023 -37.810384044618, 144.988978390676 -37.810381348082)))",POINT (144.9889960567671 -37.81035497076742),-37.81035497076742,144.9889960567671,8.685193553875084,,Unknown
884,21578,15605W,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988789196303 -37.810120982243, 144.988797270499 -37.810073375635, 144.988820767539 -37.810075884817, 144.988812693381 -37.810123490526, 144.988789196303 -37.810120982243)))",POINT (144.9888049818972 -37.81009843328237),-37.81009843328237,144.98880498189723,6.823858838251643,,Unknown
885,21583,15755S,Victoria Parade between Simpson Street and Powlett Street,"MULTIPOLYGON (((144.986948217811 -37.809667341324, 144.987013143607 -37.809674410743, 144.98700978848 -37.809693807155, 144.986944862668 -37.809686737734, 144.986948217811 -37.809667341324)))",POINT (144.9869790031415 -37.80968057423942),-37.809680574239415,144.9869790031415,7.68776590532774,,Unknown
886,22268,20226N,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.985791791011 -37.830616980346, 144.985787152829 -37.830639464658, 144.985729612995 -37.830632413504, 144.985733998649 -37.83060989874, 144.985791791011 -37.830616980346)))",POINT (144.9857606406196 -37.830624681117),-37.830624681117,144.98576064061962,7.966697661490889,,Unknown
887,22286,20292E,Intersection of Walsh Street and Acland Street,"MULTIPOLYGON (((144.985761599502 -37.833415612911, 144.985751029471 -37.833466979357, 144.985727970993 -37.833463994861, 144.985738541063 -37.833412627518, 144.985761599502 -37.833415612911)))",POINT (144.9857447852298 -37.83343980363118),-37.83343980363118,144.9857447852298,7.287577319335964,,Unknown
888,22716,20102E,Anderson Street between Clowes Street and St Leonards Court,"MULTIPOLYGON (((144.984687787774 -37.829476271111, 144.984696326212 -37.829429502906, 144.984721125453 -37.829432351571, 144.984712587029 -37.829479119778, 144.984687787774 -37.829476271111)))",POINT (144.9847044566166 -37.82945431134372),-37.82945431134372,144.9847044566166,7.096420360673427,,Unknown
889,22290,20486E,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.987138456359 -37.831167676284, 144.987148456885 -37.831117649007, 144.987172028819 -37.831120613158, 144.987162028308 -37.831170640437, 144.987138456359 -37.831167676284)))",POINT (144.9871552425923 -37.83114414472415),-37.83114414472415,144.98715524259225,7.244818409576316,,Unknown
890,22287,20364E,Walsh Street between Acland Street and Clowes Street,"MULTIPOLYGON (((144.986233559959 -37.831027970014, 144.98624451927 -37.830975170977, 144.986267101912 -37.830978119289, 144.986256142617 -37.831030918327, 144.986233559959 -37.831027970014)))",POINT (144.9862503309388 -37.83100304465482),-37.83100304465482,144.98625033093882,7.339321344548774,,Unknown
891,21578,15612E,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988944438107 -37.810574532723, 144.988953247358 -37.810524408147, 144.98897997914 -37.81052735194, 144.988971208411 -37.810577480781, 144.988944438107 -37.810574532723)))",POINT (144.9889622172001 -37.81055094941376),-37.81055094941376,144.98896221720008,8.189884495731219,,Unknown
892,22281,20034E,Anderson Street between Fairlie Court and Clowes Street,"MULTIPOLYGON (((144.984223473926 -37.831925782028, 144.98419587743 -37.8319222311, 144.9842072534 -37.831866623237, 144.984234849875 -37.831870174162, 144.984223473926 -37.831925782028)))",POINT (144.984215363657 -37.83189620263528),-37.831896202635285,144.98421536365703,9.438877357427131,,Unknown
893,22267,20408N,Intersection of Clowes Street and Airlie Street,"MULTIPOLYGON (((144.987230399965 -37.830849130344, 144.987239975164 -37.830799949199, 144.987271790949 -37.830803846401, 144.987262214634 -37.83085302753, 144.987230399965 -37.830849130344)))",POINT (144.9872510952118 -37.83082648822847),-37.83082648822847,144.98725109521178,9.600899542964,,Unknown
894,22267,20416N,Intersection of Clowes Street and Airlie Street,"MULTIPOLYGON (((144.987112716556 -37.830784362184, 144.987144531215 -37.8307882585, 144.987134954818 -37.830837439616, 144.987103140139 -37.830833543297, 144.987112716556 -37.830784362184)))",POINT (144.9871238356815 -37.83081090090185),-37.830810900901845,144.9871238356815,9.600694291485105,,Unknown
895,22283,20229S,Fairlie Court from Anderson Street,"MULTIPOLYGON (((144.98478543813 -37.832724786284, 144.984787883832 -37.832711655653, 144.984812615057 -37.832714956437, 144.984824904728 -37.832717615628, 144.984836959946 -37.832720867442, 144.984848660276 -37.832724864612, 144.984860197771 -37.832729214653, 144.984852400344 -37.832739675416, 144.984846737293 -37.832737464323, 144.984846660825 -37.832737435078, 144.984846578679 -37.832737405735, 144.984846490829 -37.832737377196, 144.98483079106 -37.83273242325, 144.984830704273 -37.832732397433, 144.984830611807 -37.832732371518, 144.984830515909 -37.832732346446, 144.984814318819 -37.832728465397, 144.984814173122 -37.832728433164, 144.984814021599 -37.832728406239, 144.984813867683 -37.832728383778, 144.98478543813 -37.832724786284)))",POINT (144.9848215134815 -37.83272446118417),-37.83272446118417,144.98482151348153,5.567056369326574,,Unknown
896,21578,15601W,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988828842845 -37.810028278225, 144.988805345795 -37.810025769946, 144.988813419969 -37.809978163336, 144.988836917003 -37.809980671613, 144.988828842845 -37.810028278225)))",POINT (144.9888211314025 -37.81000322078272),-37.81000322078272,144.98882113140255,6.823889580340138,,Unknown
897,22150,16007S,Vegemite Way between Salmon Street and Douglas Street,"MULTIPOLYGON (((144.923878395294 -37.827620957825, 144.923846571478 -37.827628145778, 144.923808507044 -37.827636743941, 144.923799909299 -37.827613537727, 144.923837906926 -37.827604850074, 144.923869727807 -37.827597523292, 144.923878395294 -37.827620957825)))",POINT (144.9238391927545 -37.82761718401605),-37.82761718401605,144.92383919275449,10.578964536340317,,Unknown
898,22710,20606N,Domain Road between Hope Street and Millswyn Street,"MULTIPOLYGON (((144.980105308462 -37.833760913372, 144.980172270592 -37.833769596066, 144.980167874398 -37.833790927166, 144.980100911138 -37.833782243549, 144.980105308462 -37.833760913372)))",POINT (144.9801365913383 -37.83377592009803),-37.833775920098034,144.9801365913383,8.789132487639067,,Unknown
899,22273,20413W,Walsh Street between Clowes Street and Alexandra Avenue,"MULTIPOLYGON (((144.98638646081 -37.829991798659, 144.986363366677 -37.829989202997, 144.98637341109 -37.829932976435, 144.986396505207 -37.829935572094, 144.98638646081 -37.829991798659)))",POINT (144.9863799359454 -37.82996238754954),-37.829962387549536,144.98637993594542,7.938073134450759,,Unknown
900,22288,20295W,Walsh Street between Domain Road and Acland Street,"MULTIPOLYGON (((144.985515230083 -37.834244270045, 144.985501768799 -37.834294811973, 144.985477698916 -37.834290779174, 144.985491160191 -37.834240238149, 144.985515230083 -37.834244270045)))",POINT (144.9854964645213 -37.83426752487979),-37.83426752487979,144.9854964645213,7.616152084293619,,Unknown
901,22283,20217S,Fairlie Court from Anderson Street,"MULTIPOLYGON (((144.984321348572 -37.832648648498, 144.984317950519 -37.832665331472, 144.984252811306 -37.832656985149, 144.984256209373 -37.832640302179, 144.984321348572 -37.832648648498)))",POINT (144.9842870799432 -37.8326528168249),-37.8326528168249,144.98428707994316,6.682731022994694,,Unknown
902,22273,20382E,Walsh Street between Clowes Street and Alexandra Avenue,"MULTIPOLYGON (((144.986426619444 -37.830167622926, 144.986416098301 -37.830220070814, 144.986392999137 -37.830217156055, 144.986403520296 -37.830164708169, 144.986426619444 -37.830167622926)))",POINT (144.9864098092939 -37.83019238949403),-37.83019238949403,144.9864098092939,7.444232513702402,,Unknown
903,21578,15609W,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988790489556 -37.810243359335, 144.988781739344 -37.810294947523, 144.988760086114 -37.810292635642, 144.98876883634 -37.810241047456, 144.988790489556 -37.810243359335)))",POINT (144.9887752878381 -37.8102679974918),-37.8102679974918,144.98877528783805,6.8143982037586,,Unknown
904,22819,13005S,Collins Street between Spencer Street and Batmans Hill Drive,"MULTIPOLYGON (((144.953546711183 -37.819345083106, 144.953483816993 -37.819363157003, 144.953474409693 -37.819342629667, 144.953536987349 -37.819324622367, 144.953546711183 -37.819345083106)))",POINT (144.9535104906926 -37.81934387979916),-37.819343879799156,144.9535104906926,8.73851137020943,,Unknown
905,22288,20276E,Walsh Street between Domain Road and Acland Street,"MULTIPOLYGON (((144.985585911172 -37.834260680511, 144.985574844257 -37.83431367857, 144.985553138598 -37.83431082713, 144.985564205528 -37.834257829073, 144.985585911172 -37.834260680511)))",POINT (144.9855695248881 -37.83428575382406),-37.834285753824055,144.98556952488812,7.0833965741010045,,Unknown
906,22227,20656N,Domain Road between Millswyn Street and Park Street,"MULTIPOLYGON (((144.98176493455 -37.833997845263, 144.981769371041 -37.833976520196, 144.981836779717 -37.833985342976, 144.981832342109 -37.834006668026, 144.98176493455 -37.833997845263)))",POINT (144.9818008568934 -37.83399159409083),-37.833991594090826,144.98180085689336,8.849646629710623,,Unknown
907,22150,16001S,Vegemite Way between Salmon Street and Douglas Street,"MULTIPOLYGON (((144.923607295762 -37.827685049563, 144.923586611444 -37.827690102584, 144.923521711095 -37.827705957574, 144.923511378731 -37.827683230807, 144.923576633166 -37.827667186514, 144.923597530085 -37.82766208768, 144.923607295762 -37.827685049563)))",POINT (144.9235595016258 -37.82768405353636),-37.82768405353636,144.92355950162582,13.029278049849685,,Unknown
908,22273,20370E,Walsh Street between Clowes Street and Alexandra Avenue,"MULTIPOLYGON (((144.986363496979 -37.830482306701, 144.986352975737 -37.830534754578, 144.986329876478 -37.830531839804, 144.986340397736 -37.830479391929, 144.986363496979 -37.830482306701)))",POINT (144.9863466867319 -37.83050707325602),-37.83050707325602,144.98634668673188,7.444284957694595,,Unknown
909,22290,20444E,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.986915294525 -37.832408316398, 144.986905392678 -37.832458001981, 144.986879171466 -37.832454714909, 144.986889073355 -37.832405028428, 144.986915294525 -37.832408316398)))",POINT (144.9868972329714 -37.83243151540304),-37.832431515403044,144.98689723297144,8.003003726265392,,Unknown
910,22713,20047W,Intersection of Anderson Street and Fairlie Court,"MULTIPOLYGON (((144.983983998103 -37.832576374364, 144.98397262154 -37.832631993, 144.983947846389 -37.832628805737, 144.983959222995 -37.832573186202, 144.983983998103 -37.832576374364)))",POINT (144.9839659222293 -37.83260258979587),-37.83260258979587,144.98396592222932,8.475604132603863,,Unknown
911,21578,15618E,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988918009163 -37.810724905521, 144.988926818454 -37.81067478095, 144.988953665803 -37.810677737537, 144.988944893899 -37.810727866354, 144.988918009163 -37.810724905521)))",POINT (144.9889358458153 -37.81070132840762),-37.81070132840762,144.98893584581532,8.225117943533867,,Unknown
912,22287,20306E,Walsh Street between Acland Street and Clowes Street,"MULTIPOLYGON (((144.985846931645 -37.832996206318, 144.98582323393 -37.832992875669, 144.985838064925 -37.832926503626, 144.985861762619 -37.832929834271, 144.985846931645 -37.832996206318)))",POINT (144.9858424982787 -37.83296135497595),-37.83296135497595,144.98584249827866,9.722352698349248,,Unknown
913,21583,15753S,Victoria Parade between Simpson Street and Powlett Street,"MULTIPOLYGON (((144.987013143607 -37.809674410743, 144.987078070528 -37.809681481046, 144.987074715418 -37.80970087746, 144.98700978848 -37.809693807155, 144.987013143607 -37.809674410743)))",POINT (144.9870439295082 -37.80968764410142),-37.80968764410142,144.9870439295082,7.687915064753716,,Unknown
914,21588,12099W,Clarendon Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.983442170069 -37.810243796916, 144.983450846606 -37.81019200514, 144.983474904991 -37.810194542124, 144.983466228471 -37.810246333902, 144.983442170069 -37.810243796916)))",POINT (144.9834585375337 -37.81021916952356),-37.810219169523556,144.98345853753375,7.597882844875829,,Unknown
915,22290,20479W,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.987024878343 -37.831381546411, 144.987036672979 -37.831323077858, 144.987059401809 -37.831325961831, 144.987047607191 -37.831384430387, 144.987024878343 -37.831381546411)))",POINT (144.9870421400797 -37.83135375412564),-37.83135375412564,144.98704214007972,8.168081196217246,,Unknown
916,22273,20399W,Walsh Street between Clowes Street and Alexandra Avenue,"MULTIPOLYGON (((144.986279642945 -37.830423348548, 144.986290339477 -37.830369302284, 144.986311791025 -37.8303719726, 144.986301095644 -37.830426018886, 144.986279642945 -37.830423348548)))",POINT (144.986295717222 -37.83039766081575),-37.83039766081575,144.98629571722196,7.119432136971544,,Unknown
917,22268,20253S,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.985286758032 -37.830640081091, 144.985353735896 -37.830648273546, 144.985349581146 -37.830669646851, 144.985282603239 -37.830661455293, 144.985286758032 -37.830640081091)))",POINT (144.9853181693488 -37.83065486416369),-37.83065486416369,144.9853181693488,8.783307792154215,,Unknown
918,21573,15552N,Albert Street between Hoddle Street and Simpson Street,"MULTIPOLYGON (((144.989744133807 -37.811018445263, 144.989741023334 -37.811036467128, 144.989675897404 -37.81102939308, 144.989679006733 -37.811011372099, 144.989744133807 -37.811018445263)))",POINT (144.9897100156214 -37.81102391940243),-37.81102391940243,144.98971001562143,7.16431425270054,,Unknown
919,22288,20307W,Walsh Street between Domain Road and Acland Street,"MULTIPOLYGON (((144.985624371886 -37.83375237585, 144.985613196386 -37.833800765247, 144.985587177938 -37.833796984804, 144.98559835343 -37.833748596311, 144.985624371886 -37.83375237585)))",POINT (144.9856057749423 -37.8337746805888),-37.8337746805888,144.9856057749423,7.798551647700146,,Unknown
920,22290,20475W,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.987035393271 -37.831452848874, 144.987024549431 -37.831506600702, 144.987000272688 -37.831503519933, 144.987011116545 -37.831449768108, 144.987035393271 -37.831452848874)))",POINT (144.9870178329832 -37.83147818440742),-37.83147818440742,144.98701783298316,8.020593283368067,,Unknown
921,22268,20239S,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.985755604608 -37.830697425703, 144.985822582612 -37.830705616994, 144.985818426857 -37.830726990298, 144.985751448835 -37.830718799005, 144.985755604608 -37.830697425703)))",POINT (144.9857870157279 -37.83071220800047),-37.83071220800047,144.98578701572788,8.783178822265242,,Unknown
922,22268,20245S,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.985554670746 -37.830672849804, 144.985621648675 -37.830681042108, 144.985617492864 -37.830702415405, 144.985550514916 -37.830694223098, 144.985554670746 -37.830672849804)))",POINT (144.9855860818003 -37.83068763260427),-37.830687632604274,144.9855860818003,8.783192311620365,,Unknown
923,22281,20079W,Anderson Street between Fairlie Court and Clowes Street,"MULTIPOLYGON (((144.984185169928 -37.831600499012, 144.98417274336 -37.831660392906, 144.984147788626 -37.831657135926, 144.984160216348 -37.831597242055, 144.984185169928 -37.831600499012)))",POINT (144.9841664795144 -37.83162881769984),-37.831628817699844,144.98416647951436,9.199729191343495,,Unknown
924,22290,20464E,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.987039471223 -37.831785226649, 144.987028934058 -37.831838102366, 144.98700235975 -37.831834771437, 144.987012896958 -37.831781894821, 144.987039471223 -37.831785226649)))",POINT (144.9870209154647 -37.83180999879159),-37.83180999879159,144.98702091546468,8.63144770893211,,Unknown
925,22268,20257S,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.98515280233 -37.830623696969, 144.985219780161 -37.830631889499, 144.985215625373 -37.830653262798, 144.985148647524 -37.830645070264, 144.98515280233 -37.830623696969)))",POINT (144.9851842138474 -37.83063847988304),-37.83063847988304,144.98518421384736,8.783131743970102,,Unknown
926,22297,20496N,Witchwood Close from Punt Road,"MULTIPOLYGON (((144.987120911071 -37.833590625202, 144.987117196493 -37.833610488507, 144.987048888872 -37.833602453625, 144.987052603468 -37.833582590322, 144.987120911071 -37.833590625202)))",POINT (144.9870848999759 -37.83359653941443),-37.83359653941443,144.9870848999759,8.310425712392714,,Unknown
927,22283,20223S,Fairlie Court from Anderson Street,"MULTIPOLYGON (((144.98460590588 -37.832684425067, 144.984602444713 -37.832701634157, 144.984541185348 -37.832693884304, 144.984544646553 -37.832676674315, 144.98460590588 -37.832684425067)))",POINT (144.9845735453627 -37.83268915442441),-37.832689154424415,144.9845735453627,6.478930067250622,,Unknown
928,22227,20638N,Domain Road between Millswyn Street and Park Street,"MULTIPOLYGON (((144.981232059304 -37.833906838877, 144.981227686069 -37.833928172216, 144.981160681629 -37.833919530849, 144.981165054883 -37.833898197513, 144.981232059304 -37.833906838877)))",POINT (144.9811963704713 -37.83391318486427),-37.833913184864265,144.98119637047128,8.79324373459933,,Unknown
929,22287,20329W,Walsh Street between Acland Street and Clowes Street,"MULTIPOLYGON (((144.985823518651 -37.832820395363, 144.985797299836 -37.832816975617, 144.985808406764 -37.832763409563, 144.985834625561 -37.832766829306, 144.985823518651 -37.832820395363)))",POINT (144.9858159627024 -37.83279190246534),-37.83279190246534,144.9858159627024,8.644536725224452,,Unknown
930,22287,20365W,Walsh Street between Acland Street and Clowes Street,"MULTIPOLYGON (((144.98602023715 -37.831741811751, 144.98603077087 -37.831691010581, 144.986053908591 -37.831694027908, 144.986043374862 -37.831744829981, 144.98602023715 -37.831741811751)))",POINT (144.9860370728951 -37.83171792009136),-37.83171792009136,144.98603707289507,7.234901048962668,,Unknown
931,22268,20233S,Clowes Street between Anderson Street and Walsh Street,"MULTIPOLYGON (((144.986024961239 -37.830777391053, 144.986028462559 -37.830759399476, 144.986096621492 -37.830767745989, 144.986093119053 -37.830785737549, 144.986024961239 -37.830777391053)))",POINT (144.9860607911275 -37.83077256849716),-37.83077256849716,144.98606079112747,7.524194001894589,,Unknown
932,21578,15606E,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.989000057543 -37.810258067212, 144.989009637698 -37.810203557135, 144.989033480049 -37.810206026212, 144.989024501372 -37.810260598831, 144.989000057543 -37.810258067212)))",POINT (144.9890168999084 -37.81023217558894),-37.81023217558894,144.9890168999084,8.029051909269358,,Unknown
933,22273,20415W,Walsh Street between Clowes Street and Alexandra Avenue,"MULTIPOLYGON (((144.986383500693 -37.82987709309, 144.986393893604 -37.829822799201, 144.986417278242 -37.829825615206, 144.986406885348 -37.829879909098, 144.986383500693 -37.82987709309)))",POINT (144.9864003894711 -37.82985135415208),-37.829851354152076,144.98640038947113,7.78425551894706,,Unknown
934,22290,20467W,Airlie Street between Clowes Street and The Righi,"MULTIPOLYGON (((144.986992020101 -37.831667855311, 144.986981177326 -37.83172160715, 144.986956900516 -37.83171852637, 144.986967743307 -37.831664774534, 144.986992020101 -37.831667855311)))",POINT (144.9869744603119 -37.83169319084424),-37.83169319084424,144.98697446031193,8.020613453954564,,Unknown
935,21588,12101W,Clarendon Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.983483581523 -37.810142749443, 144.983474904991 -37.810194542124, 144.983450846606 -37.81019200514, 144.983459522019 -37.810140212442, 144.983483581523 -37.810142749443)))",POINT (144.9834672138217 -37.8101673770899),-37.810167377089904,144.9834672138217,7.598173704843035,,Unknown
936,21578,15614E,Simpson Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.988935628867 -37.810624656396, 144.988944438107 -37.810574532723, 144.988971208411 -37.810577480781, 144.988962436559 -37.8106276087, 144.988935628867 -37.810624656396)))",POINT (144.9889534269687 -37.81060107548391),-37.81060107548391,144.98895342696866,8.201375615493008,,Unknown
937,22269,20422N,Clowes Street between Walsh Street and Airlie Street,"MULTIPOLYGON (((144.986900219659 -37.830758333738, 144.986895174753 -37.830782082703, 144.986818230355 -37.83077265731, 144.986822864185 -37.830748858963, 144.986900219659 -37.830758333738)))",POINT (144.9868591246419 -37.83076547265877),-37.83076547265877,144.9868591246419,11.265984387951043,,Unknown
938,22150,16011S,Vegemite Way between Salmon Street and Douglas Street,"MULTIPOLYGON (((144.924008072228 -37.827591665769, 144.923977714252 -37.827598522742, 144.923941754797 -37.827606646203, 144.923932104858 -37.827583321414, 144.923968501932 -37.8275751498, 144.923999550008 -37.827568154503, 144.924008072228 -37.827591665769)))",POINT (144.9239703440552 -37.82758742110186),-37.82758742110186,144.92397034405522,10.204051285538991,,Unknown
939,22716,20151W,Anderson Street between Clowes Street and St Leonards Court,"MULTIPOLYGON (((144.984580191683 -37.82961817237, 144.984569834814 -37.829670968947, 144.984544169329 -37.829667800822, 144.984554526191 -37.829615005149, 144.984580191683 -37.82961817237)))",POINT (144.9845621805345 -37.82964298685493),-37.82964298685493,144.98456218053445,8.317222992706267,,Unknown
940,21588,12062E,Clarendon Street between Albert Street and Victoria Parade,"MULTIPOLYGON (((144.983782307754 -37.809613393324, 144.983791795074 -37.809561263937, 144.983815684266 -37.809564000718, 144.983806196962 -37.809616130107, 144.983782307754 -37.809613393324)))",POINT (144.9837989960135 -37.80958869702442),-37.809588697024424,144.9837989960135,7.617341640840948,,Unknown
941,22287,20379W,Walsh Street between Acland Street and Clowes Street,"MULTIPOLYGON (((144.98611479641 -37.831284786237, 144.986127672866 -37.831218273459, 144.986149754735 -37.8312209627, 144.986136879434 -37.8312874755, 144.98611479641 -37.831284786237)))",POINT (144.986132275803 -37.83125287475789),-37.831252874757894,144.98613227580302,9.00981214406008,,Unknown
942,23063,13578E,Seafarer Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.943017500268 -37.820486856184, 144.942992276267 -37.820494280936, 144.942966561922 -37.820438022995, 144.942976433391 -37.820437557428, 144.942986184638 -37.820434916133, 144.942986799298 -37.820434779534, 144.942987430787 -37.820434700038, 144.942988069057 -37.820434664635, 144.942988709241 -37.820434673595, 144.942989346452 -37.820434726849, 144.94298997583 -37.82043482399, 144.942990592571 -37.820434964278, 144.942991191971 -37.820435146643, 144.942991769455 -37.820435369692, 144.942992320619 -37.820435631724, 144.942992841255 -37.82043593074, 144.942993327393 -37.820436264458, 144.942993775323 -37.820436630332, 144.942994181626 -37.820437025571, 144.942994543204 -37.820437447158, 144.942994857297 -37.820437891877, 144.942995141251 -37.820438350175, 144.943017500268 -37.820486856184)))",POINT (144.9429923491964 -37.82046360923508),-37.82046360923508,144.94299234919637,9.238346474477524,,Unknown
943,22281,20064E,Anderson Street between Fairlie Court and Clowes Street,"MULTIPOLYGON (((144.984424658462 -37.830944735383, 144.984412275781 -37.831006201714, 144.984385586287 -37.831002818661, 144.984397968965 -37.830941353234, 144.984424658462 -37.830944735383)))",POINT (144.9844051223989 -37.83097377728557),-37.83097377728557,144.9844051223989,10.082456125213023,,Unknown
944,22150,16005S,Vegemite Way between Salmon Street and Douglas Street,"MULTIPOLYGON (((144.923776112996 -37.827644251646, 144.923733724014 -37.827654443386, 144.923716166975 -37.827658664832, 144.923692508614 -37.827664353014, 144.923683312019 -37.827641273209, 144.923707129936 -37.827635526562, 144.923767792244 -37.827620932262, 144.923776112996 -37.827644251646)))",POINT (144.923729929267 -37.82764267787461),-37.82764267787461,144.92372992926704,12.748817972107576,,Unknown
945,22150,16017S,Vegemite Way between Salmon Street and Douglas Street,"MULTIPOLYGON (((144.924202457282 -37.827549635592, 144.924174561848 -37.8275555835, 144.924138899884 -37.827563187787, 144.9241300208 -37.827539598144, 144.924166128355 -37.827532066601, 144.924193821016 -37.827526178201, 144.924202457282 -37.827549635592)))",POINT (144.9241662629443 -37.82754466759597),-37.82754466759597,144.92416626294425,9.672521372706738,,Unknown
946,22287,20354E,Walsh Street between Acland Street and Clowes Street,"MULTIPOLYGON (((144.986209491852 -37.831255658788, 144.986198914222 -37.831306619638, 144.986176185445 -37.831303651691, 144.98618676309 -37.831252690843, 144.986209491852 -37.831255658788)))",POINT (144.9861928386516 -37.8312796552428),-37.831279655242795,144.98619283865165,7.129690740634387,,Unknown
947,22281,20052E,Anderson Street between Fairlie Court and Clowes Street,"MULTIPOLYGON (((144.9843369018 -37.831371294491, 144.984315795562 -37.831368578357, 144.984328742799 -37.83130528601, 144.98434984902 -37.831308002141, 144.9843369018 -37.831371294491)))",POINT (144.9843328222944 -37.83133829025404),-37.83133829025404,144.98433282229436,8.216572102758574,,Unknown
948,22227,20628N,Domain Road between Millswyn Street and Park Street,"MULTIPOLYGON (((144.980837018281 -37.833855756073, 144.980902628057 -37.833864244836, 144.980898240015 -37.833885576106, 144.980832630221 -37.833877087339, 144.980837018281 -37.833855756073)))",POINT (144.9808676291438 -37.83387066608906),-37.833870666089055,144.98086762914383,8.610869878455805,,Unknown
949,22297,20500N,Witchwood Close from Punt Road,"MULTIPOLYGON (((144.986991693071 -37.833575425357, 144.986987978459 -37.833595288657, 144.986927069195 -37.833588123678, 144.986930783823 -37.833568260379, 144.986991693071 -37.833575425357)))",POINT (144.9869593811367 -37.83358177451817),-37.833581774518166,144.98695938113673,7.410335127257097,,Unknown
950,22288,20309W,Walsh Street between Domain Road and Acland Street,"MULTIPOLYGON (((144.985624371886 -37.83375237585, 144.98559835343 -37.833748596311, 144.985609528931 -37.833700206915, 144.985635547371 -37.833703986452, 144.985624371886 -37.83375237585)))",POINT (144.9856169504039 -37.83372629138447),-37.833726291384465,144.98561695040388,7.798587107328016,,Unknown
951,21583,15751S,Victoria Parade between Simpson Street and Powlett Street,"MULTIPOLYGON (((144.987074715418 -37.80970087746, 144.987078070528 -37.809681481046, 144.987142996328 -37.809688551294, 144.987139641234 -37.809707947711, 144.987074715418 -37.80970087746)))",POINT (144.9871088558773 -37.80969471437819),-37.80969471437819,144.9871088558773,7.687784402045959,,Unknown
952,21988,15060E,Charles Street between Palmer Street and Wellington Parade South,"MULTIPOLYGON (((144.981296599076 -37.817026515078, 144.981306621754 -37.816968852914, 144.981333667524 -37.816971811057, 144.981323646002 -37.817029473244, 144.981296599076 -37.817026515078)))",POINT (144.9813151335499 -37.81699916327506),-37.81699916327506,144.98131513354988,9.52280714763748,,Unknown
