,rd_seg_id,marker_id,rd_seg_dsc,geometry,centroid,lati,long,area_m2,bay_id,status
2200,22553,13215S,Bourke Street between Wurundjeri Way and Harbour Esplanade,"MULTIPOLYGON (((144.947714221375 -37.818813877736, 144.947656178777 -37.818830618229, 144.947647010196 -37.818811581541, 144.947706393651 -37.818794335436, 144.947714221375 -37.818813877736)))",POINT (144.9476809607123 -37.81881255761558),-37.81881255761558,144.94768096071232,7.651915135992095,,Unknown
2201,22801,13235S,Bourke Street between Harbour Esplanade and Enterprize Way,"MULTIPOLYGON (((144.944976123413 -37.819596803772, 144.944915614128 -37.81961437398, 144.944907282378 -37.81959631685, 144.944967824901 -37.819578817518, 144.944976123413 -37.819596803772)))",POINT (144.9449416913248 -37.81959658377612),-37.819596583776125,144.9449416913248,7.410040436613581,,Unknown
2202,22801,C13544,Bourke Street between Harbour Esplanade and Enterprize Way,"MULTIPOLYGON (((144.945587481613 -37.819344751983, 144.945554974344 -37.819354133723, 144.945553369211 -37.819350730824, 144.945544741245 -37.819330528283, 144.945536494046 -37.819311220041, 144.945536470564 -37.819311165561, 144.945536443626 -37.819311112823, 144.945536415552 -37.819311060065, 144.945536176202 -37.819310637744, 144.945536133891 -37.819310565813, 144.945536086989 -37.819310495605, 144.945536035495 -37.819310427118, 144.945535847898 -37.819310186836, 144.945535805063 -37.819310133821, 144.945535759908 -37.819310082567, 144.945535712456 -37.819310032175, 144.945535494862 -37.819309808492, 144.945535445114 -37.819309758961, 144.945535393046 -37.819309711191, 144.945535338657 -37.819309665183, 144.945535092126 -37.819309460821, 144.945535036577 -37.819309415695, 144.945534978681 -37.81930937323, 144.945534919625 -37.819309331647, 144.945534647515 -37.819309148467, 144.945534586138 -37.819309108646, 144.94553452244 -37.819309070586, 144.945534457557 -37.819309034308, 144.945534163198 -37.819308875071, 144.945534097129 -37.819308840575, 144.94553402874 -37.819308807841, 144.9455339603 -37.819308776908, 144.945533645915 -37.819308643456, 144.945533575154 -37.819308614285, 144.945533486326 -37.819308581194, 144.945566522 -37.819299029346, 144.945587481613 -37.819344751983)))",POINT (144.9455610411564 -37.81932664094038),-37.81932664094038,144.94556104115642,9.936963422650619,,Unknown
2203,22801,C13532,Bourke Street between Harbour Esplanade and Enterprize Way,"MULTIPOLYGON (((144.945685807679 -37.819316401757, 144.945653019834 -37.819325824589, 144.945632060159 -37.819280102863, 144.945664845715 -37.819270679997, 144.945685807679 -37.819316401757)))",POINT (144.9456589334903 -37.81929825252444),-37.81929825252444,144.9456589334903,10.166450036914004,,Unknown
2204,22553,13205S,Bourke Street between Wurundjeri Way and Harbour Esplanade,"MULTIPOLYGON (((144.948105596779 -37.818700528348, 144.948052340195 -37.818715962835, 144.948043282618 -37.818696278366, 144.948096619484 -37.81868102101, 144.948105596779 -37.818700528348)))",POINT (144.9480744197085 -37.81869845921216),-37.818698459212165,144.94807441970846,7.087565052149043,,Unknown
2205,22553,13209S,Bourke Street between Wurundjeri Way and Harbour Esplanade,"MULTIPOLYGON (((144.947898906971 -37.818760462497, 144.947834122237 -37.818779252893, 144.947825253565 -37.818760091677, 144.947889897233 -37.818740897805, 144.947898906971 -37.818760462497)))",POINT (144.9478621536628 -37.81876014320126),-37.81876014320126,144.94786215366284,8.526047915742753,,Unknown
2206,22553,13219S,Bourke Street between Wurundjeri Way and Harbour Esplanade,"MULTIPOLYGON (((144.947433147713 -37.818894082274, 144.947373214492 -37.818911443918, 144.947364244769 -37.818891956485, 144.94742412079 -37.8188744037, 144.947433147713 -37.818894082274)))",POINT (144.9473987283215 -37.81889295724383),-37.818892957243825,144.94739872832147,7.970962689570358,,Unknown
2207,22553,13211S,Bourke Street between Wurundjeri Way and Harbour Esplanade,"MULTIPOLYGON (((144.947834115225 -37.81877925998, 144.947770932099 -37.818797522232, 144.947762050288 -37.818778097639, 144.947825207622 -37.818760027794, 144.947834115225 -37.81877925998)))",POINT (144.9477980329987 -37.81877874228129),-37.81877874228129,144.94779803299866,8.28472610554107,,Unknown
2208,22553,13201S,Bourke Street between Wurundjeri Way and Harbour Esplanade,"MULTIPOLYGON (((144.948221917059 -37.818666747286, 144.948169495385 -37.818681939541, 144.948160619933 -37.818662651166, 144.948213116139 -37.818647638645, 144.948221917059 -37.818666747286)))",POINT (144.9481912467798 -37.818664756026),-37.818664756025996,144.94819124677983,6.834884028128564,,Unknown
2209,22619,12264N,Albert Street between Gisborne Street and Morrison Place,"MULTIPOLYGON (((144.976324272089 -37.809539805409, 144.976383905792 -37.809546331935, 144.976380491407 -37.809565966707, 144.976320836166 -37.809559438007, 144.976324272089 -37.809539805409)))",POINT (144.9763523762151 -37.80955288609948),-37.80955288609948,144.9763523762151,7.150606572321307,,Unknown
2210,20998,10105W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947954903528 -37.803390891039, 144.947945844265 -37.803446172566, 144.947919732453 -37.803443227593, 144.947928794279 -37.803387936199, 144.947954903528 -37.803390891039)))",POINT (144.947937318212 -37.8034170569688),-37.8034170569688,144.94793731821196,8.80916597629983,,Unknown
2211,20998,10107W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947910994541 -37.803658821153, 144.947902634902 -37.803709833383, 144.947875659083 -37.803706791335, 144.947884330257 -37.803655808868, 144.947910994541 -37.803658821153)))",POINT (144.9478933962442 -37.80368286288268),-37.80368286288268,144.94789339624415,8.349296669019695,2637,Unoccupied
2212,20998,10109W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947919930798 -37.803604292671, 144.947910994541 -37.803658821153, 144.947884330257 -37.803655808868, 144.947893367295 -37.803601292058, 144.947919930798 -37.803604292671)))",POINT (144.947902152897 -37.80363007090217),-37.80363007090217,144.94790215289703,8.85586408650863,,Unknown
2213,20998,10111W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947928276665 -37.803553366712, 144.947919930798 -37.803604292671, 144.947893367295 -37.803601292058, 144.947901439651 -37.803550400085, 144.947928276665 -37.803553366712)))",POINT (144.9479107631192 -37.80357729635747),-37.803577296357474,144.94791076311924,8.290849929598593,2639,Unoccupied
2214,22619,12262N,Albert Street between Gisborne Street and Morrison Place,"MULTIPOLYGON (((144.9762567755 -37.809532418271, 144.976324272089 -37.809539805409, 144.976320836166 -37.809559438007, 144.97625333956 -37.809552050866, 144.9762567755 -37.809532418271)))",POINT (144.976288805829 -37.80954592813871),-37.80954592813871,144.976288805829,8.092015494646887,,Unknown
2215,20998,10115W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947964344718 -37.80333838818, 144.947954904938 -37.803390881151, 144.947928653885 -37.803387920235, 144.947937369031 -37.80333534615, 144.947964344718 -37.80333838818)))",POINT (144.9479463387623 -37.80336301474946),-37.803363014749465,144.94794633876228,8.539865961564312,,Unknown
2216,20998,10113W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947937040658 -37.803499890503, 144.947928276665 -37.803553366712, 144.947901439651 -37.803550400085, 144.947910334735 -37.803496743223, 144.947937040658 -37.803499890503)))",POINT (144.9479192621974 -37.80352511579856),-37.80352511579856,144.94791926219736,8.753811954263377,2640,Unoccupied
2217,22619,12260N,Albert Street between Gisborne Street and Morrison Place,"MULTIPOLYGON (((144.976194911937 -37.809525647888, 144.9762567755 -37.809532418271, 144.97625333956 -37.809552050866, 144.976191498639 -37.809545282673, 144.976194911937 -37.809525647888)))",POINT (144.9762241315875 -37.80953884933499),-37.80953884933499,144.97622413158746,7.415270125151261,,Unknown
2218,20998,10103W,Curzon Street between Elm Street and Queensberry Street,"MULTIPOLYGON (((144.947945842856 -37.803446182455, 144.947937040658 -37.803499890503, 144.947910334735 -37.803496743223, 144.947919732453 -37.803443227593, 144.947945842856 -37.803446182455)))",POINT (144.9479282249604 -37.80347161574815),-37.80347161574815,144.94792822496038,8.649007893388315,2633,Unoccupied
2219,20090,2486N,Bourke Street between King Street and Spencer Street,"MULTIPOLYGON (((144.954698825705 -37.816595299272, 144.954634689653 -37.816613559519, 144.954626635488 -37.816595782727, 144.954664437881 -37.816584988172, 144.954690759807 -37.816577494343, 144.954698825705 -37.816595299272)))",POINT (144.9546627353292 -37.81659552844791),-37.81659552844791,144.95466273532915,7.721816571179372,,Unknown
2220,21634,C6714,Franklin Street between Elizabeth Street and Queen Street,"MULTIPOLYGON (((144.958214692231 -37.808832156578, 144.958185682235 -37.808840776158, 144.958183663446 -37.808836294751, 144.958183607226 -37.808836109036, 144.958183557842 -37.808835922537, 144.958183490243 -37.808835737525, 144.958183408996 -37.808835553177, 144.958175631754 -37.808818399615, 144.958172220224 -37.808810873317, 144.958167773269 -37.808801061705, 144.958167724884 -37.808800962638, 144.958167670873 -37.808800861671, 144.958167607828 -37.808800758745, 144.958166986185 -37.808799781004, 144.958166904162 -37.808799666034, 144.958164685019 -37.808794994609, 144.95819403933 -37.808786327835, 144.958214692231 -37.808832156578)))",POINT (144.958189835712 -37.80881351309829),-37.808813513098286,144.95818983571198,9.039844139848107,,Unknown
2221,20137,1867S,Flinders Lane between King Street and Spencer Street,"MULTIPOLYGON (((144.956559104627 -37.81961258658, 144.956490055594 -37.819632278315, 144.956481832786 -37.819614040024, 144.956550773764 -37.819593899436, 144.956559104627 -37.81961258658)))",POINT (144.9565205732326 -37.81961316104076),-37.81961316104076,144.95652057323264,8.621065839638698,,Unknown
2222,20137,1865S,Flinders Lane between King Street and Spencer Street,"MULTIPOLYGON (((144.956631201194 -37.819592085269, 144.956559104627 -37.81961258658, 144.956550773764 -37.819593899436, 144.956622855429 -37.819573402377, 144.956631201194 -37.819592085269)))",POINT (144.9565909838931 -37.81959299373867),-37.819592993738674,144.95659098389308,9.095880097548127,,Unknown
2223,20137,1869S,Flinders Lane between King Street and Spencer Street,"MULTIPOLYGON (((144.956490092682 -37.81963221047, 144.956404299428 -37.819656606751, 144.956396076639 -37.819638368455, 144.956481832786 -37.819614040024, 144.956490092682 -37.81963221047)))",POINT (144.9564430559259 -37.8196353131511),-37.819635313151096,144.9564430559259,10.560042811582306,,Unknown
2224,23033,13695W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946001545186 -37.820108451022, 144.946017864457 -37.820172782051, 144.945993395269 -37.820176802472, 144.945981327124 -37.820128450398, 144.945980173856 -37.820123499062, 144.945980125188 -37.820122842675, 144.945980140797 -37.82012218607, 144.945980230133 -37.820121533662, 144.945980392483 -37.820120890646, 144.945980626556 -37.820120262147, 144.945980930486 -37.82011965317, 144.945981301852 -37.820119068567, 144.945981737696 -37.820118512994, 144.945982234546 -37.820117990877, 144.945982788444 -37.820117506375, 144.945983394977 -37.820117063348, 144.945984049315 -37.820116665325, 144.945984746244 -37.820116315476, 144.945985480213 -37.82011601659, 144.945986254053 -37.820115790163, 144.945996071281 -37.820113099302, 144.945996695197 -37.820112954256, 144.945997294787 -37.820112754704, 144.945997870773 -37.820112515825, 144.945998419101 -37.820112239302, 144.945998935908 -37.820111927082, 144.945999417557 -37.820111581363, 144.945999860655 -37.820111204579, 144.946000262083 -37.820110799384, 144.946000619014 -37.820110368631, 144.946000928934 -37.820109915353, 144.946001189663 -37.82010944274, 144.946001399363 -37.820108954122, 144.946001545186 -37.820108451022)))",POINT (144.9459982876708 -37.82014481693561),-37.82014481693561,144.94599828767085,9.106306029957773,,Unknown
2225,23033,13699W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.945914579515 -37.819777483173, 144.945929130458 -37.819832654487, 144.94590466254 -37.819836674011, 144.94589011275 -37.819781502715, 144.945914579515 -37.819777483173)))",POINT (144.9459096213776 -37.8198070788021),-37.8198070788021,144.94590962137764,8.439529070693489,,Unknown
2226,23033,13689W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946049715246 -37.820295440264, 144.946065577047 -37.820356319023, 144.946041110097 -37.820360338591, 144.94602524718 -37.820299459809, 144.946049715246 -37.820295440264)))",POINT (144.9460454123283 -37.82032788920213),-37.820327889202126,144.94604541232835,9.308050322258161,,Unknown
2227,23033,13677W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946219817286 -37.820940503807, 144.946233754062 -37.820993420446, 144.946209285796 -37.820997439122, 144.946195348987 -37.820944524282, 144.946219817286 -37.820940503807)))",POINT (144.946214551576 -37.82096897181583),-37.82096897181583,144.94621455157596,8.094433655510272,,Unknown
2228,23033,13683W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946097685254 -37.820478015655, 144.946116373467 -37.820545169012, 144.946115419163 -37.820544539165, 144.946114435139 -37.820543943893, 144.946113389412 -37.820543419494, 144.946112290154 -37.820542970065, 144.946111145958 -37.820542599121, 144.946109965769 -37.820542309561, 144.94610875881 -37.820542103648, 144.946107534897 -37.820541978779, 144.946096655893 -37.820543054249, 144.946096066871 -37.820543133379, 144.94609546957 -37.820543161219, 144.946094871083 -37.820543146827, 144.946094276139 -37.820543090317, 144.946093689442 -37.820542992135, 144.946093115628 -37.820542853059, 144.946092559235 -37.820542674186, 144.94609202466 -37.820542456931, 144.946091516128 -37.820542203012, 144.94609103766 -37.820541914436, 144.946090593037 -37.820541593483, 144.946090185775 -37.820541242691, 144.946089819093 -37.820540864832, 144.946089474984 -37.820540472386, 144.946073214858 -37.820482035169, 144.946097685254 -37.820478015655)))",POINT (144.9460943335912 -37.82051135568311),-37.82051135568311,144.94609433359116,9.610744950663378,,Unknown
2229,23033,13691W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946033724535 -37.820234581783, 144.946049715246 -37.820295440264, 144.94602524718 -37.820299459809, 144.946009256488 -37.820238601326, 144.946033724535 -37.820234581783)))",POINT (144.9460294858633 -37.82026702079937),-37.82026702079937,144.94602948586328,9.308360643693323,,Unknown
2230,23033,13693W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946017864457 -37.820172782051, 144.946033724535 -37.820234581783, 144.946009257623 -37.820238601345, 144.945993395269 -37.820176802472, 144.946017864457 -37.820172782051)))",POINT (144.9460135603569 -37.82020569140604),-37.82020569140604,144.94601356035693,9.443221652075138,,Unknown
2231,23033,13673W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946247689746 -37.821046336162, 144.946263541944 -37.821106588409, 144.946262860875 -37.82110608993, 144.946262154844 -37.821105617325, 144.946261398829 -37.82110519645, 144.946260598905 -37.821104830687, 144.946259761501 -37.821104522976, 144.946258893344 -37.821104275788, 144.946258001413 -37.821104091111, 144.946257092875 -37.821103970428, 144.946256175029 -37.821103914709, 144.946255255252 -37.821103924403, 144.946254343227 -37.821104011011, 144.946248015492 -37.821105033409, 144.946247116099 -37.821105139467, 144.946246206271 -37.821105169522, 144.946245295952 -37.821105136614, 144.946244392051 -37.821105040991, 144.946243501424 -37.821104883381, 144.946242630827 -37.821104664978, 144.946241786866 -37.821104387439, 144.946240975943 -37.82110405287, 144.946240204209 -37.821103663809, 144.946239477521 -37.821103223208, 144.94623880139 -37.821102734409, 144.946238180946 -37.82110220112, 144.946237620895 -37.821101627387, 144.946237125488 -37.821101017562, 144.946236698481 -37.821100376273, 144.946236343114 -37.821099708383, 144.946236039989 -37.821099023671, 144.946223222549 -37.821050356662, 144.946247689746 -37.821046336162)))",POINT (144.946243040054 -37.82107633956492),-37.82107633956492,144.94624304005404,8.56268868299437,,Unknown
2232,23033,13679W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946205880478 -37.820887588968, 144.946219817236 -37.820940505608, 144.946195348987 -37.820944524282, 144.946181413332 -37.820891609461, 144.946205880478 -37.820887588968)))",POINT (144.9462006151105 -37.8209160571754),-37.8209160571754,144.9462006151105,8.094229460308036,,Unknown
2233,23033,13703W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.945885604351 -37.819667120222, 144.945900092479 -37.819722302158, 144.945875624596 -37.819726321678, 144.945861137597 -37.81967114066, 144.945885604351 -37.819667120222)))",POINT (144.9458806148369 -37.81969672133307),-37.81969672133307,144.94588061483685,8.439530329874833,,Unknown
2234,23033,13681W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.94619010947 -37.820827525573, 144.946205880478 -37.820887588968, 144.946181413332 -37.820891609461, 144.946168693567 -37.820843314531, 144.946168568222 -37.820842591754, 144.946168506028 -37.820841864989, 144.94616852472 -37.820841137224, 144.946168624152 -37.820840414118, 144.946168803552 -37.820839701293, 144.946169061523 -37.820839004295, 144.94616939606 -37.820838328543, 144.946169804561 -37.820837679292, 144.946170283849 -37.820837061592, 144.946170830197 -37.820836480247, 144.946171439356 -37.820835939777, 144.946172106588 -37.820835444385, 144.946172826705 -37.820834997925, 144.946173594107 -37.820834603868, 144.946174402824 -37.820834265279, 144.946175246569 -37.820833984791, 144.946176125113 -37.820833782693, 144.946183159382 -37.820832598697, 144.946184019339 -37.820832402416, 144.946184845813 -37.820832130092, 144.946185638827 -37.820831801721, 144.946186392405 -37.820831419776, 144.946187100867 -37.820830987135, 144.946187758875 -37.82083050706, 144.946188361471 -37.820829983168, 144.946188904114 -37.820829419406, 144.946189382714 -37.820828820023, 144.946189793665 -37.820828189536, 144.94619010947 -37.820827525573)))",POINT (144.9461864785391 -37.82086155621313),-37.82086155621313,144.94618647853912,8.564624379026988,6427,Unoccupied
2235,23033,13697W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.945929130458 -37.819832654487, 144.945943542511 -37.819887468313, 144.945942754439 -37.819887021585, 144.945941949062 -37.819886599185, 144.945941102501 -37.819886231484, 144.9459402207 -37.819885921061, 144.945939309847 -37.819885670096, 144.945938376338 -37.819885480352, 144.945937426726 -37.819885353159, 144.945936467676 -37.819885289411, 144.94593550627 -37.819885295071, 144.945925255144 -37.819887124046, 144.945924205995 -37.819886882504, 144.945923182167 -37.819886581212, 144.945922195772 -37.819886208478, 144.945921254761 -37.81988576731, 144.945920366721 -37.819885261261, 144.945919538808 -37.819884694412, 144.945918777698 -37.819884071332, 144.945918089524 -37.819883397044, 144.945917479835 -37.819882676983, 144.945916953545 -37.819881916952, 144.945916514897 -37.81988112308, 144.945916167426 -37.819880301764, 144.945915913933 -37.819879459626, 144.945915745338 -37.81987860427, 144.94590466254 -37.819836674011, 144.945929130458 -37.819832654487)))",POINT (144.9459238496503 -37.8198602491131),-37.8198602491131,144.9459238496503,7.820942416152797,,Unknown
2236,23033,13685W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946081439983 -37.820417198701, 144.946097685279 -37.820478014754, 144.946073214858 -37.820482035169, 144.946056971877 -37.820421218251, 144.946081439983 -37.820417198701)))",POINT (144.9460773281186 -37.82044961722647),-37.82044961722647,144.9460773281186,9.308805613402473,,Unknown
2237,23033,13701W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.945900092479 -37.819722302158, 144.945914579515 -37.819777483173, 144.94589011275 -37.819781502715, 144.945875624596 -37.819726321678, 144.945900092479 -37.819722302158)))",POINT (144.9458951022751 -37.81975190223181),-37.81975190223181,144.9458951022751,8.439432166469365,,Unknown
2238,23033,13675W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946233754062 -37.820993420446, 144.946247689746 -37.821046336162, 144.946223222574 -37.821050355761, 144.946209285746 -37.820997440923, 144.946233754062 -37.820993420446)))",POINT (144.9462284879949 -37.82102188808125),-37.82102188808125,144.94622848799494,8.094224716686304,,Unknown
2239,23033,13687W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.946065577047 -37.820356319023, 144.946081439983 -37.820417198701, 144.946056971877 -37.820421218251, 144.946041110097 -37.820360338591, 144.946065577047 -37.820356319023)))",POINT (144.9460612748173 -37.82038876886934),-37.820388768869336,144.94606127481734,9.308194755280244,,Unknown
2240,23062,13629W,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.944510176592 -37.820420729169, 144.944509815855 -37.820420525888, 144.944509446875 -37.82042033418, 144.944509059017 -37.820420167823, 144.944508655068 -37.820420028013, 144.94450823793 -37.820419915754, 144.944507810598 -37.820419831852, 144.944507376143 -37.82041977691, 144.944506937685 -37.820419751323, 144.944506498374 -37.820419755273, 144.944506061366 -37.820419788734, 144.944505629799 -37.820419851465, 144.944505210914 -37.820419953082, 144.944490674343 -37.820424205166, 144.944489982842 -37.820424173849, 144.944489297036 -37.820424093897, 144.944488622149 -37.82042396682, 144.944487963329 -37.820423793589, 144.9444873256 -37.820423575523, 144.944486713827 -37.820423314287, 144.944486132675 -37.820423011873, 144.944485586578 -37.820422670588, 144.944485079701 -37.820422293035, 144.94448461591 -37.820421882093, 144.944484198741 -37.820421440896, 144.944483831378 -37.820420972811, 144.944483516623 -37.820420481407, 144.944483237022 -37.820419975892, 144.944462205752 -37.820373943618, 144.944485685955 -37.820367166688, 144.944510176592 -37.820420729169)))",POINT (144.9444857866744 -37.820396252926),-37.820396252926,144.94448578667445,8.1923037498842,,Unknown
2241,23033,13707W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.945857171502 -37.819558711454, 144.945871117355 -37.819611939204, 144.945846649508 -37.819615958719, 144.945834419426 -37.819569397136, 144.945834402772 -37.819569051085, 144.945834421032 -37.819568705475, 144.945834478233 -37.819568362803, 144.945834573913 -37.819568025822, 144.945834707305 -37.819567697241, 144.945834877337 -37.819567379698, 144.945835082642 -37.819567075745, 144.945835321572 -37.819566787825, 144.945835592205 -37.819566518251, 144.945835892369 -37.819566269188, 144.94583621965 -37.819566042637, 144.945836571421 -37.81956584042, 144.945836944853 -37.819565664161, 144.945837336947 -37.819565515275, 144.945837748483 -37.819565404445, 144.945852090875 -37.819561591279, 144.9458547753 -37.819560526065, 144.945857171502 -37.819558711454)))",POINT (144.9458523811126 -37.81958858929158),-37.81958858929158,144.94585238111264,7.749468758967048,,Unknown
2242,23062,13638E,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.9445769161 -37.820340199392, 144.944553436924 -37.820346980865, 144.944530676947 -37.820298150923, 144.94455415828 -37.820291373097, 144.9445769161 -37.820340199392)))",POINT (144.9445537968794 -37.82031917604297),-37.82031917604297,144.94455379687938,7.794866293219149,6391,Unoccupied
2243,23033,13705W,Navigation Drive between Bourke Street and Collins Street,"MULTIPOLYGON (((144.945871117355 -37.819611939204, 144.945885604351 -37.819667120222, 144.945861137597 -37.81967114066, 144.945846649508 -37.819615958719, 144.945871117355 -37.819611939204)))",POINT (144.9458661271235 -37.8196415395544),-37.819641539554404,144.94586612712345,8.439519749419961,,Unknown
2244,23062,13633W,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.94446358371 -37.820318789791, 144.944440102385 -37.820325566697, 144.944411937229 -37.820263920517, 144.944411906657 -37.820263686318, 144.94441189711 -37.82026345132, 144.944411913399 -37.820263216723, 144.944411955401 -37.820262984312, 144.944412022794 -37.820262755854, 144.944412115068 -37.820262533088, 144.94441223152 -37.820262317709, 144.944412371263 -37.820262111356, 144.944412533235 -37.820261915598, 144.944412716203 -37.820261731925, 144.944412918775 -37.820261561735, 144.944413139411 -37.820261406321, 144.94441337643 -37.820261266868, 144.944413634003 -37.820261152901, 144.944430123445 -37.820255301996, 144.944430649543 -37.820255113659, 144.944431142383 -37.820254875003, 144.944431607115 -37.820254603349, 144.944432040277 -37.820254300722, 144.944432438645 -37.820253969373, 144.944432799251 -37.820253611772, 144.944433119412 -37.820253230579, 144.944433377721 -37.820252821109, 144.94446358371 -37.820318789791)))",POINT (144.9444372320602 -37.82029008601709),-37.82029008601709,144.94443723206018,10.20888944419325,,Unknown
2245,23062,13644E,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.944449847319 -37.820064938435, 144.944426366075 -37.820071715341, 144.944400349122 -37.820015355991, 144.944400925938 -37.820015621294, 144.944401513258 -37.820015868255, 144.94440212399 -37.820016075836, 144.944402753918 -37.820016242604, 144.944403398692 -37.820016367407, 144.944404053861 -37.820016449383, 144.944404714901 -37.820016487967, 144.944405377249 -37.820016482892, 144.94440603482 -37.820016425818, 144.944418619091 -37.820012888533, 144.944419203764 -37.820012752039, 144.944419805473 -37.820012670224, 144.944420414295 -37.820012630309, 144.944421025617 -37.820012632596, 144.944421634804 -37.820012677067, 144.944422237241 -37.820012763386, 144.944422828361 -37.820012890899, 144.944423403683 -37.820013058638, 144.944423958848 -37.820013265334, 144.944424489648 -37.820013509418, 144.94442499206 -37.820013789042, 144.944425462277 -37.820014102085, 144.944425896733 -37.820014446176, 144.944426292138 -37.820014818706, 144.944426645493 -37.820015216853, 144.944426954121 -37.820015637598, 144.944427235066 -37.8200160714, 144.944449847319 -37.820064938435)))",POINT (144.9444255836695 -37.82004147117593),-37.82004147117593,144.9444255836695,8.565383246224396,,Unknown
2246,23062,13635W,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.944386903328 -37.820153497169, 144.94438619612 -37.820153304184, 144.944385479598 -37.820153138978, 144.944384748865 -37.820153020975, 144.944384008869 -37.820152950972, 144.944383264621 -37.820152929445, 144.94438252116 -37.820152956538, 144.944381783523 -37.820153032069, 144.944381061806 -37.820153170791, 144.944370166547 -37.82015643026, 144.944369239331 -37.820156614728, 144.944368290027 -37.820156713995, 144.944367332695 -37.820156746175, 144.944366374837 -37.820156711016, 144.944365423961 -37.820156608793, 144.944364487519 -37.820156440307, 144.944363572849 -37.820156206879, 144.944362673412 -37.820155933561, 144.944349502426 -37.820129762459, 144.944334896377 -37.820098114208, 144.944358378772 -37.820091337341, 144.944386903328 -37.820153497169)))",POINT (144.9443605795914 -37.82012459234786),-37.82012459234786,144.94436057959143,9.486462784085328,,Unknown
2247,23062,13639W,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.944333807489 -37.820037740978, 144.944310326244 -37.820044517861, 144.944286058487 -37.819990833967, 144.944309539717 -37.819984057088, 144.944333807489 -37.820037740978)))",POINT (144.9443099329855 -37.82001428747633),-37.820014287476326,144.94430993298553,8.539276967481287,,Unknown
2248,23062,13641W,Import Lane between Bourke Street and Collins Street,"MULTIPOLYGON (((144.944309539717 -37.819984057088, 144.944286059623 -37.819990833986, 144.944265887738 -37.819945650266, 144.944265665609 -37.819945248225, 144.944265469683 -37.819944839001, 144.944265320375 -37.819944417842, 144.944265218873 -37.819943988101, 144.944265165986 -37.819943553202, 144.944265162136 -37.819943116609, 144.944265207352 -37.8199426818, 144.944265301274 -37.819942252237, 144.944265443156 -37.819941831343, 144.944265631865 -37.81994142247, 144.9442658659 -37.819941028875, 144.944266143396 -37.819940653693, 144.944266462143 -37.819940299912, 144.944266819602 -37.819939970351, 144.944267212926 -37.819939667634, 144.944267653602 -37.819939409839, 144.944282913859 -37.819934375582, 144.944283414989 -37.819934144487, 144.944283874847 -37.819933864152, 144.944284303181 -37.819933554041, 144.94428469698 -37.819933216333, 144.944285053477 -37.819932853403, 144.944285370164 -37.819932467801, 144.944285644817 -37.819932062238, 144.944285858398 -37.81993163426, 144.944309539717 -37.819984057088)))",POINT (144.9442865837979 -37.81996225294515),-37.819962252945146,144.94428658379795,7.971413950012137,,Unknown
