st_marker_id,status,db_read_time
C6822,Unoccupied,2021-08-28 02:36:37.135598
C7186,Unoccupied,2021-08-28 02:36:37.135598
4531W,Unoccupied,2021-08-28 02:36:37.135598
C6078,Present,2021-08-28 02:36:37.135598
C9202,Present,2021-08-28 02:36:37.135598
C7176,Unoccupied,2021-08-28 02:36:37.135598
C6086,Unoccupied,2021-08-28 02:36:37.135598
C7244,Unoccupied,2021-08-28 02:36:37.135598
C7736C,Unoccupied,2021-08-28 02:36:37.135598
10178E,Present,2021-08-28 02:36:37.135598
C6374,Unoccupied,2021-08-28 02:36:37.135598
4684Ea,Unoccupied,2021-08-28 02:36:37.135598
1773S,Unoccupied,2021-08-28 02:36:37.135598
6207W,Unoccupied,2021-08-28 02:36:37.135598
11518N,Unoccupied,2021-08-28 02:36:37.135598
6195W,Unoccupied,2021-08-28 02:36:37.135598
C9198,Unoccupied,2021-08-28 02:36:37.135598
4517W,Unoccupied,2021-08-28 02:36:37.135598
C6390,Unoccupied,2021-08-28 02:36:37.135598
10188E,Unoccupied,2021-08-28 02:36:37.135598
6231W,Unoccupied,2021-08-28 02:36:37.135598
10122E,Unoccupied,2021-08-28 02:36:37.135598
C6090,Unoccupied,2021-08-28 02:36:37.135598
6217W,Unoccupied,2021-08-28 02:36:37.135598
13044N,Unoccupied,2021-08-28 02:36:37.135598
C6092,Unoccupied,2021-08-28 02:36:37.135598
4702Ea,Unoccupied,2021-08-28 02:36:37.135598
C7738,Unoccupied,2021-08-28 02:36:37.135598
7573S,Unoccupied,2021-08-28 02:36:37.135598
6193W,Unoccupied,2021-08-28 02:36:37.135598
5086E,Unoccupied,2021-08-28 02:36:37.135598
3707S,Unoccupied,2021-08-28 02:36:37.135598
10111W,Present,2021-08-28 02:36:37.135598
6538N,Present,2021-08-28 02:36:37.135598
5814E,Unoccupied,2021-08-28 02:36:37.135598
C6914,Present,2021-08-28 02:36:37.135598
C5942,Unoccupied,2021-08-28 02:36:37.135598
7095S,Unoccupied,2021-08-28 02:36:37.135598
C822,Unoccupied,2021-08-28 02:36:37.135598
C6952,Unoccupied,2021-08-28 02:36:37.135598
781W,Unoccupied,2021-08-28 02:36:37.135598
6241W,Unoccupied,2021-08-28 02:36:37.135598
690E,Present,2021-08-28 02:36:37.135598
8871W,Unoccupied,2021-08-28 02:36:37.135598
7073S,Unoccupied,2021-08-28 02:36:37.135598
10159W,Unoccupied,2021-08-28 02:36:37.135598
C5706,Unoccupied,2021-08-28 02:36:37.135598
7595S,Unoccupied,2021-08-28 02:36:37.135598
C5878,Present,2021-08-28 02:36:37.135598
C6938,Unoccupied,2021-08-28 02:36:37.135598
4590E,Unoccupied,2021-08-28 02:36:37.135598
C5858,Unoccupied,2021-08-28 02:36:37.135598
6223W,Present,2021-08-28 02:36:37.135598
C5704,Unoccupied,2021-08-28 02:36:37.135598
C6820,Unoccupied,2021-08-28 02:36:37.135598
10179W,Unoccupied,2021-08-28 02:36:37.135598
11524N,Unoccupied,2021-08-28 02:36:37.135598
C5768,Unoccupied,2021-08-28 02:36:37.135598
7741S,Unoccupied,2021-08-28 02:36:37.135598
C6862,Unoccupied,2021-08-28 02:36:37.135598
C6974,Unoccupied,2021-08-28 02:36:37.135598
10157W,Unoccupied,2021-08-28 02:36:37.135598
C6920,Unoccupied,2021-08-28 02:36:37.135598
6191W,Unoccupied,2021-08-28 02:36:37.135598
C6286,Unoccupied,2021-08-28 02:36:37.135598
7329W,Unoccupied,2021-08-28 02:36:37.135598
C6856,Unoccupied,2021-08-28 02:36:37.135598
7588N,Unoccupied,2021-08-28 02:36:37.135598
10191W,Unoccupied,2021-08-28 02:36:37.135598
C5962,Unoccupied,2021-08-28 02:36:37.135598
1918N,Unoccupied,2021-08-28 02:36:37.135598
10174E,Unoccupied,2021-08-28 02:36:37.135598
C5622,Unoccupied,2021-08-28 02:36:37.135598
7680N,Unoccupied,2021-08-28 02:36:37.135598
780E,Unoccupied,2021-08-28 02:36:37.135598
C6136,Unoccupied,2021-08-28 02:36:37.135598
769W,Unoccupied,2021-08-28 02:36:37.135598
10187W,Unoccupied,2021-08-28 02:36:37.135598
2888N,Unoccupied,2021-08-28 02:36:37.135598
795W,Unoccupied,2021-08-28 02:36:37.135598
C5762,Unoccupied,2021-08-28 02:36:37.135598
6672N,Unoccupied,2021-08-28 02:36:37.135598
C9142,Unoccupied,2021-08-28 02:36:37.135598
C7744,Unoccupied,2021-08-28 02:36:37.135598
C7702,Unoccupied,2021-08-28 02:36:37.135598
C5710,Unoccupied,2021-08-28 02:36:37.135598
7632N,Unoccupied,2021-08-28 02:36:37.135598
C6670,Unoccupied,2021-08-28 02:36:37.135598
C790,Present,2021-08-28 02:36:37.135598
5050E,Present,2021-08-28 02:36:37.135598
6032E,Present,2021-08-28 02:36:37.135598
767Wa,Unoccupied,2021-08-28 02:36:37.135598
10167W,Unoccupied,2021-08-28 02:36:37.135598
C5614,Unoccupied,2021-08-28 02:36:37.135598
C814,Present,2021-08-28 02:36:37.135598
6205W,Unoccupied,2021-08-28 02:36:37.135598
4696Ea,Unoccupied,2021-08-28 02:36:37.135598
7060N,Unoccupied,2021-08-28 02:36:37.135598
C5658,Unoccupied,2021-08-28 02:36:37.135598
C5648,Unoccupied,2021-08-28 02:36:37.135598
C5646,Unoccupied,2021-08-28 02:36:37.135598
13046N,Unoccupied,2021-08-28 02:36:37.135598
C6156,Unoccupied,2021-08-28 02:36:37.135598
686E,Unoccupied,2021-08-28 02:36:37.135598
10162E,Unoccupied,2021-08-28 02:36:37.135598
4576E,Unoccupied,2021-08-28 02:36:37.135598
C5588,Unoccupied,2021-08-28 02:36:37.135598
7576N,Unoccupied,2021-08-28 02:36:37.135598
5096E,Unoccupied,2021-08-28 02:36:37.135598
7566N,Unoccupied,2021-08-28 02:36:37.135598
C5626,Unoccupied,2021-08-28 02:36:37.135598
10160E,Present,2021-08-28 02:36:37.135598
C5498,Unoccupied,2021-08-28 02:36:37.135598
7724N,Unoccupied,2021-08-28 02:36:37.135598
C6886,Unoccupied,2021-08-28 02:36:37.135598
771W,Unoccupied,2021-08-28 02:36:37.135598
7624N,Unoccupied,2021-08-28 02:36:37.135598
7099S,Unoccupied,2021-08-28 02:36:37.135598
10181W,Unoccupied,2021-08-28 02:36:37.135598
1912N,Unoccupied,2021-08-28 02:36:37.135598
2890N,Unoccupied,2021-08-28 02:36:37.135598
C6944,Present,2021-08-28 02:36:37.135598
7101S,Unoccupied,2021-08-28 02:36:37.135598
4694Ea,Unoccupied,2021-08-28 02:36:37.135598
7670N,Unoccupied,2021-08-28 02:36:37.135598
C5854,Unoccupied,2021-08-28 02:36:37.135598
10200E,Unoccupied,2021-08-28 02:36:37.135598
C6100,Unoccupied,2021-08-28 02:36:37.135598
10170E,Unoccupied,2021-08-28 02:36:37.135598
2527S,Unoccupied,2021-08-28 02:36:37.135598
12900N,Present,2021-08-28 02:36:37.135598
C722,Present,2021-08-28 02:36:37.135598
C5628,Unoccupied,2021-08-28 02:36:37.135598
11961W,Unoccupied,2021-08-28 02:36:37.135598
C6860,Unoccupied,2021-08-28 02:36:37.135598
C6360,Unoccupied,2021-08-28 02:36:37.135598
C5638,Unoccupied,2021-08-28 02:36:37.135598
C7710,Present,2021-08-28 02:36:37.135598
9417S,Unoccupied,2021-08-28 02:36:37.135598
7579S,Present,2021-08-28 02:36:37.135598
C9158,Unoccupied,2021-08-28 02:36:37.135598
2899S,Unoccupied,2021-08-28 02:36:37.135598
C6830,Unoccupied,2021-08-28 02:36:37.135598
10183W,Unoccupied,2021-08-28 02:36:37.135598
631W,Unoccupied,2021-08-28 02:36:37.135598
7090N,Unoccupied,2021-08-28 02:36:37.135598
7642N,Unoccupied,2021-08-28 02:36:37.135598
C830,Unoccupied,2021-08-28 02:36:37.135598
C5954,Present,2021-08-28 02:36:37.135598
C6380,Unoccupied,2021-08-28 02:36:37.135598
C7140,Unoccupied,2021-08-28 02:36:37.135598
797W,Unoccupied,2021-08-28 02:36:37.135598
C5726,Present,2021-08-28 02:36:37.135598
11525S,Present,2021-08-28 02:36:37.135598
C5714,Unoccupied,2021-08-28 02:36:37.135598
10173W,Unoccupied,2021-08-28 02:36:37.135598
5072E,Unoccupied,2021-08-28 02:36:37.135598
10166E,Unoccupied,2021-08-28 02:36:37.135598
C6866,Unoccupied,2021-08-28 02:36:37.135598
4682Ea,Unoccupied,2021-08-28 02:36:37.135598
10169W,Unoccupied,2021-08-28 02:36:37.135598
C5736,Unoccupied,2021-08-28 02:36:37.135598
C7150,Unoccupied,2021-08-28 02:36:37.135598
10338E,Unoccupied,2021-08-28 02:36:37.135598
C7116,Unoccupied,2021-08-28 02:36:37.135598
4476E,Unoccupied,2021-08-28 02:36:37.135598
C684,Unoccupied,2021-08-28 02:36:37.135598
6211W,Present,2021-08-28 02:36:37.135598
673W,Unoccupied,2021-08-28 02:36:37.135598
7636N,Unoccupied,2021-08-28 02:36:37.135598
5349W,Unoccupied,2021-08-28 02:36:37.135598
7089S,Unoccupied,2021-08-28 02:36:37.135598
5088E,Unoccupied,2021-08-28 02:36:37.135598
7663S,Unoccupied,2021-08-28 02:36:37.135598
2895S,Unoccupied,2021-08-28 02:36:37.135598
C6176,Unoccupied,2021-08-28 02:36:37.135598
816E,Unoccupied,2021-08-28 02:36:37.135598
C6350,Unoccupied,2021-08-28 02:36:37.135598
C5418,Unoccupied,2021-08-28 02:36:37.135598
7620N,Present,2021-08-28 02:36:37.135598
7628N,Unoccupied,2021-08-28 02:36:37.135598
3688N,Unoccupied,2021-08-28 02:36:37.135598
C7112,Unoccupied,2021-08-28 02:36:37.135598
2897S,Unoccupied,2021-08-28 02:36:37.135598
C2876,Unoccupied,2021-08-28 02:36:37.135598
C9166,Present,2021-08-28 02:36:37.135598
787W,Unoccupied,2021-08-28 02:36:37.135598
10115W,Unoccupied,2021-08-28 02:36:37.135598
11943W,Unoccupied,2021-08-28 02:36:37.135598
C5584,Present,2021-08-28 02:36:37.135598
C5750,Unoccupied,2021-08-28 02:36:37.135598
11505S,Present,2021-08-28 02:36:37.135598
4509W,Present,2021-08-28 02:36:37.135598
1908N,Unoccupied,2021-08-28 02:36:37.135598
9459S,Unoccupied,2021-08-28 02:36:37.135598
1910N,Unoccupied,2021-08-28 02:36:37.135598
6664N,Unoccupied,2021-08-28 02:36:37.135598
6199W,Unoccupied,2021-08-28 02:36:37.135598
633W,Present,2021-08-28 02:36:37.135598
C6658,Present,2021-08-28 02:36:37.135598
C9134,Unoccupied,2021-08-28 02:36:37.135598
C7706,Unoccupied,2021-08-28 02:36:37.135598
C8018,Unoccupied,2021-08-28 02:36:37.135598
4503W,Unoccupied,2021-08-28 02:36:37.135598
3692N,Unoccupied,2021-08-28 02:36:37.135598
12907S,Unoccupied,2021-08-28 02:36:37.135598
7664N,Unoccupied,2021-08-28 02:36:37.135598
C6880,Unoccupied,2021-08-28 02:36:37.135598
C7748,Unoccupied,2021-08-28 02:36:37.135598
10186E,Unoccupied,2021-08-28 02:36:37.135598
4686Ea,Unoccupied,2021-08-28 02:36:37.135598
6540N,Unoccupied,2021-08-28 02:36:37.135598
6661S,Unoccupied,2021-08-28 02:36:37.135598
7626N,Unoccupied,2021-08-28 02:36:37.135598
C786,Present,2021-08-28 02:36:37.135598
6185W,Unoccupied,2021-08-28 02:36:37.135598
659W,Unoccupied,2021-08-28 02:36:37.135598
C5452,Unoccupied,2021-08-28 02:36:37.135598
C6698,Unoccupied,2021-08-28 02:36:37.135598
8883W,Unoccupied,2021-08-28 02:36:37.135598
C666,Unoccupied,2021-08-28 02:36:37.135598
C5610,Present,2021-08-28 02:36:37.135598
C6990,Unoccupied,2021-08-28 02:36:37.135598
7081S,Unoccupied,2021-08-28 02:36:37.135598
12902N,Present,2021-08-28 02:36:37.135598
C6662,Present,2021-08-28 02:36:37.135598
C6926,Unoccupied,2021-08-28 02:36:37.135598
C810,Present,2021-08-28 02:36:37.135598
7096N,Unoccupied,2021-08-28 02:36:37.135598
5351W,Unoccupied,2021-08-28 02:36:37.135598
C6846,Unoccupied,2021-08-28 02:36:37.135598
C6290,Unoccupied,2021-08-28 02:36:37.135598
7572N,Unoccupied,2021-08-28 02:36:37.135598
C5624,Unoccupied,2021-08-28 02:36:37.135598
7634N,Unoccupied,2021-08-28 02:36:37.135598
7784N,Unoccupied,2021-08-28 02:36:37.135598
C6368,Present,2021-08-28 02:36:37.135598
5417W,Unoccupied,2021-08-28 02:36:37.135598
C9154,Present,2021-08-28 02:36:37.135598
C744,Present,2021-08-28 02:36:37.135598
11510N,Present,2021-08-28 02:36:37.135598
12910N,Unoccupied,2021-08-28 02:36:37.135598
10113W,Unoccupied,2021-08-28 02:36:37.135598
C6652,Unoccupied,2021-08-28 02:36:37.135598
C670,Unoccupied,2021-08-28 02:36:37.135598
C740,Present,2021-08-28 02:36:37.135598
C9106,Unoccupied,2021-08-28 02:36:37.135598
5818E,Present,2021-08-28 02:36:37.135598
3705S,Unoccupied,2021-08-28 02:36:37.135598
C5774,Unoccupied,2021-08-28 02:36:37.135598
C5434,Unoccupied,2021-08-28 02:36:37.135598
C9114,Unoccupied,2021-08-28 02:36:37.135598
4559W,Unoccupied,2021-08-28 02:36:37.135598
C8004,Unoccupied,2021-08-28 02:36:37.135598
C8006,Unoccupied,2021-08-28 02:36:37.135598
C802,Present,2021-08-28 02:36:37.135598
7580N,Unoccupied,2021-08-28 02:36:37.135598
C5790,Unoccupied,2021-08-28 02:36:37.135598
C5420,Unoccupied,2021-08-28 02:36:37.135598
7554N,Present,2021-08-28 02:36:37.135598
10116E,Unoccupied,2021-08-28 02:36:37.135598
C5692,Unoccupied,2021-08-28 02:36:37.135598
6219W,Unoccupied,2021-08-28 02:36:37.135598
4507W,Unoccupied,2021-08-28 02:36:37.135598
5060E,Unoccupied,2021-08-28 02:36:37.135598
C6376,Unoccupied,2021-08-28 02:36:37.135598
5058E,Unoccupied,2021-08-28 02:36:37.135598
1916N,Unoccupied,2021-08-28 02:36:37.135598
C5504,Unoccupied,2021-08-28 02:36:37.135598
C7726,Present,2021-08-28 02:36:37.135598
C9130,Present,2021-08-28 02:36:37.135598
C9122,Unoccupied,2021-08-28 02:36:37.135598
C5872,Present,2021-08-28 02:36:37.135598
9461S,Unoccupied,2021-08-28 02:36:37.135598
6221W,Unoccupied,2021-08-28 02:36:37.135598
C6958,Unoccupied,2021-08-28 02:36:37.135598
1777S,Unoccupied,2021-08-28 02:36:37.135598
C5500,Unoccupied,2021-08-28 02:36:37.135598
C6296,Present,2021-08-28 02:36:37.135598
7337W,Unoccupied,2021-08-28 02:36:37.135598
C6340,Unoccupied,2021-08-28 02:36:37.135598
C7246,Unoccupied,2021-08-28 02:36:37.135598
10198E,Unoccupied,2021-08-28 02:36:37.135598
C6934,Unoccupied,2021-08-28 02:36:37.135598
10124E,Unoccupied,2021-08-28 02:36:37.135598
10151W,Unoccupied,2021-08-28 02:36:37.135598
7676N,Unoccupied,2021-08-28 02:36:37.135598
C5422,Unoccupied,2021-08-28 02:36:37.135598
C5868,Unoccupied,2021-08-28 02:36:37.135598
C5770,Unoccupied,2021-08-28 02:36:37.135598
7674N,Unoccupied,2021-08-28 02:36:37.135598
C818,Unoccupied,2021-08-28 02:36:37.135598
5806E,Unoccupied,2021-08-28 02:36:37.135598
5068E,Unoccupied,2021-08-28 02:36:37.135598
791W,Unoccupied,2021-08-28 02:36:37.135598
1903S,Unoccupied,2021-08-28 02:36:37.135598
C6892,Unoccupied,2021-08-28 02:36:37.135598
11528N,Unoccupied,2021-08-28 02:36:37.135598
C5650,Unoccupied,2021-08-28 02:36:37.135598
C6396,Unoccupied,2021-08-28 02:36:37.135598
C7160,Unoccupied,2021-08-28 02:36:37.135598
C7692,Unoccupied,2021-08-28 02:36:37.135598
C6972,Unoccupied,2021-08-28 02:36:37.135598
C824,Unoccupied,2021-08-28 02:36:37.135598
C7008,Unoccupied,2021-08-28 02:36:37.135598
C768,Present,2021-08-28 02:36:37.135598
C6960,Present,2021-08-28 02:36:37.135598
C5554,Unoccupied,2021-08-28 02:36:37.135598
694E,Unoccupied,2021-08-28 02:36:37.135598
C5442,Unoccupied,2021-08-28 02:36:37.135598
C5478,Unoccupied,2021-08-28 02:36:37.135598
7084N,Unoccupied,2021-08-28 02:36:37.135598
C5474,Unoccupied,2021-08-28 02:36:37.135598
5848E,Unoccupied,2021-08-28 02:36:37.135598
5810E,Present,2021-08-28 02:36:37.135598
7078N,Unoccupied,2021-08-28 02:36:37.135598
C6836,Unoccupied,2021-08-28 02:36:37.135598
C6988,Unoccupied,2021-08-28 02:36:37.135598
C7242,Unoccupied,2021-08-28 02:36:37.135598
6663S,Unoccupied,2021-08-28 02:36:37.135598
C7136,Unoccupied,2021-08-28 02:36:37.135598
C6140,Unoccupied,2021-08-28 02:36:37.135598
6203W,Unoccupied,2021-08-28 02:36:37.135598
C8022,Unoccupied,2021-08-28 02:36:37.135598
C696,Present,2021-08-28 02:36:37.135598
5066E,Unoccupied,2021-08-28 02:36:37.135598
C6850,Unoccupied,2021-08-28 02:36:37.135598
C7164,Unoccupied,2021-08-28 02:36:37.135598
7568N,Unoccupied,2021-08-28 02:36:37.135598
C6068,Unoccupied,2021-08-28 02:36:37.135598
3690N,Present,2021-08-28 02:36:37.135598
C6178,Present,2021-08-28 02:36:37.135598
11509S,Unoccupied,2021-08-28 02:36:37.135598
C7002,Unoccupied,2021-08-28 02:36:37.135598
C6832,Unoccupied,2021-08-28 02:36:37.135598
2195S,Unoccupied,2021-08-28 02:36:37.135598
770E,Unoccupied,2021-08-28 02:36:37.135598
C7166,Unoccupied,2021-08-28 02:36:37.135598
C6062,Unoccupied,2021-08-28 02:36:37.135598
10121W,Unoccupied,2021-08-28 02:36:37.135598
C6036,Unoccupied,2021-08-28 02:36:37.135598
C6632b,Unoccupied,2021-08-28 02:36:37.135598
C9182,Unoccupied,2021-08-28 02:36:37.135598
2531S,Unoccupied,2021-08-28 02:36:37.135598
C6996,Unoccupied,2021-08-28 02:36:37.135598
C826,Unoccupied,2021-08-28 02:36:37.135598
C798,Present,2021-08-28 02:36:37.135598
7597S,Unoccupied,2021-08-28 02:36:37.135598
5064E,Unoccupied,2021-08-28 02:36:37.135598
1775S,Unoccupied,2021-08-28 02:36:37.135598
5094E,Unoccupied,2021-08-28 02:36:37.135598
5102E,Unoccupied,2021-08-28 02:36:37.135598
5106E,Present,2021-08-28 02:36:37.135598
5092E,Unoccupied,2021-08-28 02:36:37.135598
7762N,Unoccupied,2021-08-28 02:36:37.135598
7599S,Present,2021-08-28 02:36:37.135598
5078E,Unoccupied,2021-08-28 02:36:37.135598
5108E,Present,2021-08-28 02:36:37.135598
10330E,Unoccupied,2021-08-28 02:36:37.135598
5098E,Present,2021-08-28 02:36:37.135598
6173W,Unoccupied,2021-08-28 02:36:37.135598
5104E,Unoccupied,2021-08-28 02:36:37.135598
7722N,Unoccupied,2021-08-28 02:36:37.135598
5080E,Unoccupied,2021-08-28 02:36:37.135598
6177W,Present,2021-08-28 02:36:37.135598
10324E,Unoccupied,2021-08-28 02:36:37.135598
10326E,Unoccupied,2021-08-28 02:36:37.135598
5062E,Unoccupied,2021-08-28 02:36:37.135598
10332E,Unoccupied,2021-08-28 02:36:37.135598
5100E,Present,2021-08-28 02:36:37.135598
5121W,Unoccupied,2021-08-28 02:51:38.776473
5820E,Unoccupied,2021-08-28 02:51:38.776473
981W,Unoccupied,2021-08-28 02:51:38.776473
C6976,Unoccupied,2021-08-28 02:51:38.776473
C7202,Unoccupied,2021-08-28 02:51:38.776473
C6878,Unoccupied,2021-08-28 02:51:38.776473
C100,Unoccupied,2021-08-28 02:51:38.776473
4450E,Unoccupied,2021-08-28 02:51:38.776473
C6932,Unoccupied,2021-08-28 02:51:38.776473
5143W,Unoccupied,2021-08-28 02:51:38.776473
12017W,Unoccupied,2021-08-28 02:51:38.776473
12111W,Unoccupied,2021-08-28 02:51:38.776473
C1104,Unoccupied,2021-08-28 02:51:38.776473
7586N,Unoccupied,2021-08-28 02:51:38.776473
9427S,Unoccupied,2021-08-28 02:51:38.776473
9445S,Unoccupied,2021-08-28 02:51:38.776473
5836E,Unoccupied,2021-08-28 02:51:38.776473
12003W,Unoccupied,2021-08-28 02:51:38.776473
11971W,Unoccupied,2021-08-28 02:51:38.776473
C6852,Unoccupied,2021-08-28 02:51:38.776473
12345S,Unoccupied,2021-08-28 02:51:38.776473
2441S,Unoccupied,2021-08-28 02:51:38.776473
12083W,Unoccupied,2021-08-28 02:51:38.776473
12046E,Present,2021-08-28 02:51:38.776473
12069W,Unoccupied,2021-08-28 02:51:38.776473
2380N,Unoccupied,2021-08-28 02:51:38.776473
15199S,Unoccupied,2021-08-28 02:51:38.776473
C6834,Unoccupied,2021-08-28 02:51:38.776473
C112,Unoccupied,2021-08-28 02:51:38.776473
C148,Unoccupied,2021-08-28 02:51:38.776473
15160N,Unoccupied,2021-08-28 02:51:38.776473
C1121,Unoccupied,2021-08-28 02:51:38.776473
6044E,Unoccupied,2021-08-28 02:51:38.776473
8903W,Present,2021-08-28 02:51:38.776473
7082N,Unoccupied,2021-08-28 02:51:38.776473
C6620,Unoccupied,2021-08-28 02:51:38.776473
C1124,Unoccupied,2021-08-28 02:51:38.776473
5832E,Unoccupied,2021-08-28 02:51:38.776473
979W,Unoccupied,2021-08-28 02:51:38.776473
4460E,Unoccupied,2021-08-28 02:51:38.776473
3930N,Unoccupied,2021-08-28 02:51:38.776473
C7184,Unoccupied,2021-08-28 02:51:38.776473
15197S,Unoccupied,2021-08-28 02:51:38.776473
10177W,Unoccupied,2021-08-28 02:51:38.776473
6625S,Unoccupied,2021-08-28 02:51:38.776473
5852E,Unoccupied,2021-08-28 02:51:38.776473
15156N,Unoccupied,2021-08-28 02:51:38.776473
C7180,Unoccupied,2021-08-28 02:51:38.776473
C7234,Unoccupied,2021-08-28 02:51:38.776473
7088N,Unoccupied,2021-08-28 02:51:38.776473
C116,Unoccupied,2021-08-28 02:51:38.776473
C5454,Unoccupied,2021-08-28 02:51:38.776473
C7194,Unoccupied,2021-08-28 02:51:38.776473
C664,Unoccupied,2021-08-28 02:51:38.776473
C6978,Unoccupied,2021-08-28 02:51:38.776473
7590N,Unoccupied,2021-08-28 02:51:38.776473
C6900,Unoccupied,2021-08-28 02:51:38.776473
3936N,Unoccupied,2021-08-28 02:51:38.776473
7582N,Unoccupied,2021-08-28 02:51:38.776473
5435W,Unoccupied,2021-08-28 02:51:38.776473
11949W,Unoccupied,2021-08-28 02:51:38.776473
11975W,Unoccupied,2021-08-28 02:51:38.776473
11969W,Unoccupied,2021-08-28 02:51:38.776473
C6962,Unoccupied,2021-08-28 02:51:38.776473
12551S,Unoccupied,2021-08-28 02:51:38.776473
12202N,Unoccupied,2021-08-28 02:51:38.776473
15195S,Unoccupied,2021-08-28 02:51:38.776473
C1118,Unoccupied,2021-08-28 02:51:38.776473
C6848,Unoccupied,2021-08-28 02:51:38.776473
91W,Unoccupied,2021-08-28 02:51:38.776473
C6986,Unoccupied,2021-08-28 02:51:38.776473
C5566,Unoccupied,2021-08-28 02:51:38.776473
C6984,Unoccupied,2021-08-28 02:51:38.776473
7098N,Unoccupied,2021-08-28 02:51:38.776473
12107W,Unoccupied,2021-08-28 02:51:38.776473
12555S,Unoccupied,2021-08-28 02:51:38.776473
10199W,Unoccupied,2021-08-28 02:51:38.776473
8875W,Unoccupied,2021-08-28 02:51:38.776473
4484E,Unoccupied,2021-08-28 02:51:38.776473
72E,Unoccupied,2021-08-28 02:51:38.776473
C9102,Unoccupied,2021-08-28 02:51:38.776473
C5862,Unoccupied,2021-08-28 02:51:38.776473
87W,Unoccupied,2021-08-28 02:51:38.776473
C6916,Unoccupied,2021-08-28 02:51:38.776473
11973W,Unoccupied,2021-08-28 02:51:38.776473
13054N,Unoccupied,2021-08-28 02:51:38.776473
2394N,Unoccupied,2021-08-28 02:51:38.776473
5117W,Present,2021-08-28 02:51:38.776473
C7192,Unoccupied,2021-08-28 02:51:38.776473
3932N,Unoccupied,2021-08-28 02:51:38.776473
11981W,Unoccupied,2021-08-28 02:51:38.776473
C172,Unoccupied,2021-08-28 02:51:38.776473
11953W,Unoccupied,2021-08-28 02:51:38.776473
C5748,Unoccupied,2021-08-28 02:51:38.776473
C7230,Unoccupied,2021-08-28 02:51:38.776473
4486E,Unoccupied,2021-08-28 02:51:38.776473
977W,Unoccupied,2021-08-28 02:51:38.776473
C7240,Unoccupied,2021-08-28 02:51:38.776473
10141W,Unoccupied,2021-08-28 02:51:38.776473
5147W,Present,2021-08-28 02:51:38.776473
5149W,Present,2021-08-28 02:51:38.776473
783W,Present,2021-08-28 02:51:38.776473
8885W,Present,2021-08-28 02:51:38.776473
8889W,Present,2021-08-28 02:51:38.776473
8895W,Present,2021-08-28 02:51:38.776473
6229W,Present,2021-08-28 02:51:38.776473
8873W,Present,2021-08-28 02:51:38.776473
7552N,Present,2021-08-28 02:51:38.776473
C6088,Unoccupied,2021-08-28 02:51:38.776473
6619S,Present,2021-08-28 02:51:38.776473
6576N,Present,2021-08-28 02:51:38.776473
C6632a,Present,2021-08-28 02:51:38.776473
C6646,Present,2021-08-28 02:51:38.776473
10164E,Unoccupied,2021-08-28 02:51:38.776473
13083S,Present,2021-08-28 02:51:38.776473
12041W,Unoccupied,2021-08-28 02:51:38.776473
C6138,Unoccupied,2021-08-28 02:51:38.776473
3611S,Unoccupied,2021-08-28 02:51:38.776473
C6054,Unoccupied,2021-08-28 02:51:38.776473
C7224,Unoccupied,2021-08-28 02:51:38.776473
9447S,Unoccupied,2021-08-28 02:51:38.776473
9453S,Unoccupied,2021-08-28 02:51:38.776473
C6854,Unoccupied,2021-08-28 02:51:38.776473
5830E,Unoccupied,2021-08-28 02:51:38.776473
C6064,Present,2021-08-28 02:51:38.776473
C6120,Present,2021-08-28 02:51:38.776473
6581S,Present,2021-08-28 02:51:38.776473
C6876,Unoccupied,2021-08-28 02:51:38.776473
7584N,Unoccupied,2021-08-28 02:51:38.776473
8901W,Unoccupied,2021-08-28 02:51:38.776473
C7228,Unoccupied,2021-08-28 02:51:38.776473
C6906,Unoccupied,2021-08-28 02:51:38.776473
C6940,Unoccupied,2021-08-28 02:51:38.776473
12221S,Unoccupied,2021-08-28 02:51:38.776473
C6908,Unoccupied,2021-08-28 02:51:38.776473
775W,Unoccupied,2021-08-28 02:51:38.776473
4466E,Unoccupied,2021-08-28 02:51:38.776473
C6110,Unoccupied,2021-08-28 02:51:38.776473
C7156,Unoccupied,2021-08-28 02:51:38.776473
6179W,Unoccupied,2021-08-28 02:51:38.776473
6265S,Unoccupied,2021-08-28 02:51:38.776473
11947W,Unoccupied,2021-08-28 02:51:38.776473
C6114,Unoccupied,2021-08-28 02:51:38.776473
4464E,Unoccupied,2021-08-28 02:51:38.776473
4456E,Present,2021-08-28 02:51:38.776473
C7222,Unoccupied,2021-08-28 02:51:38.776473
C7148,Unoccupied,2021-08-28 02:51:38.776473
6627S,Unoccupied,2021-08-28 02:51:38.776473
C6826,Unoccupied,2021-08-28 02:51:38.776473
12538N,Unoccupied,2021-08-28 02:51:38.776473
C5904,Unoccupied,2021-08-28 02:51:38.776473
4468E,Unoccupied,2021-08-28 02:51:38.776473
6629S,Unoccupied,2021-08-28 02:51:38.776473
11977W,Unoccupied,2021-08-28 02:51:38.776473
5136E,Unoccupied,2021-08-28 02:51:38.776473
5123W,Unoccupied,2021-08-28 02:51:38.776473
12011W,Unoccupied,2021-08-28 02:51:38.776473
11979W,Unoccupied,2021-08-28 02:51:38.776473
12546N,Present,2021-08-28 02:51:38.776473
13274N,Unoccupied,2021-08-28 02:51:38.776473
12029W,Unoccupied,2021-08-28 02:51:38.776473
