bay_id,st_marker_id,lat,lon
5841,12569S,-37.81605995958615,144.9814878087895
5820,12568N,-37.81586448563712,144.98141868728942
3913,C5740,-37.80500514612093,144.9553019180858
5507,11947W,-37.81514995297523,144.98262700920668
5536,12005W,-37.81355041343346,144.98290011748566
4396,C7226,-37.807819678246815,144.952383630162
857,673W,-37.81440535365421,144.96871090989146
5017,9449S,-37.83025528679968,144.96593472032285
1276,4468E,-37.81355506304922,144.95455077200643
1543,1914N,-37.81450344349496,144.9696479546364
5525,11983W,-37.81421999952676,144.982785460789
3835,C5546,-37.80663113872315,144.95406643640456
4066,C6170,-37.80381216319044,144.9525005404663
4051,C6140,-37.804270949992045,144.95241925284822
3601,7336E,-37.80537810506202,144.94933123203518
2637,10107W,-37.80368282112505,144.94789332681202
4014,C6066,-37.80573413324744,144.95216266993137
4026,C6090,-37.804980018917526,144.95229342836282
3916,C5746,-37.80482565498134,144.95533418201455
5527,11987W,-37.81411708650631,144.98280290190883
3868,C5632,-37.80696860509048,144.95497333469075
3514,6669S,-37.80888302289152,144.95828361591987
5859,C9138,-37.79841777962216,144.96489529290943
3905,C5724,-37.80522625027015,144.95526217349115
5491,12042E,-37.81253567407869,144.98330804701277
5831,12549S,-37.81598145514784,144.9807774962766
4302,C6940,-37.8093356516848,144.95606244657955
5521,11975W,-37.81442711693971,144.98275030591668
2681,10190E,-37.80379246057316,144.9495876166959
4254,C6840,-37.80926994307797,144.95566110647576
3264,5820E,-37.8068978534812,144.953498051854
4285,C6906,-37.8092303743657,144.95587802590725
4008,C6054,-37.80598064170636,144.9521184505153
2683,10192E,-37.80373847192441,144.94959713136984
7053,4666Ea,-37.80565351639972,144.95948789451333
2667,10176E,-37.80415897928181,144.9495230210675
5524,11981W,-37.81427144972767,144.98277676593383
2673,10182E,-37.80400183516052,144.9495507132346
882,789W,-37.811548168895655,144.96739859882695
4359,C7152,-37.807096714720245,144.9538683555503
957,C828,-37.8111871873981,144.96735757463318
3938,C5792,-37.8040602342537,144.95547179734015
4058,C6154,-37.80401705888572,144.9524639590897
5540,12013W,-37.813342544457015,144.98293623034905
3845,C5572,-37.80637067967282,144.95394788014832
4364,C7162,-37.80717524022039,144.95370755869564
5015,9447S,-37.830244231466125,144.96597270863515
3907,C5728,-37.80517719377684,144.95527099167967
2658,10164E,-37.80452187953159,144.9494598162812
4018,C6074,-37.80516621714112,144.95225998005083
5880,12908N,-37.79836692956692,144.96527283263367
3418,6267S,-37.807762829410166,144.96612510396102
4360,C7154,-37.80710988161803,144.95384108436636
3914,C5742,-37.80487827892888,144.95532472315324
3838,C5552,-37.80656093303304,144.95403448215598
4021,C6080,-37.80509624256923,144.95227258318192
953,C818,-37.811306870582015,144.96741221649182
1290,4482E,-37.81278151294654,144.95419047769457
3507,6660N,-37.80860246469753,144.95857092037355
4446,C7738,-37.80314276449994,144.95043863536836
5509,11951W,-37.81504652097266,144.98264459820194
4308,C6952,-37.8092757883083,144.95607346019614
8333,C7736A,-37.80315648139222,144.9505643124663
4367,C7168,-37.8072138732388,144.9536295182072
3917,C5748,-37.80479934256647,144.95533891201956
5872,C9190,-37.79847513739384,144.96542559059571
6061,13044N,-37.82109504413756,144.94359313381324
4025,C6088,-37.80500356460843,144.95228928847817
8343,649W,-37.81607789160405,144.96948384379704
3550,7073S,-37.80882498247023,144.95408965711715
3628,7577S,-37.8058291849574,144.95468553992856
6031,13073S,-37.821304574786026,144.94372722737688
4431,C7702,-37.80362895153358,144.95478126097842
3044,5147W,-37.80285324569802,144.9568774084001
3821,C5498,-37.807211723869486,144.9543295690596
4002,C6040,-37.80614654561359,144.95208866844425
3725,7739S,-37.803247458986434,144.95052815098978
3269,5828E,-37.80673768305752,144.95352603375784
3003,5060E,-37.80514354426124,144.9580620873935
4273,C6882,-37.809351696022624,144.95585524198555
2652,10153W,-37.80481793310244,144.94921772651412
3704,7670N,-37.80379372113377,144.95711295373144
4391,C7216,-37.80771698319124,144.95259512342693
3262,5816E,-37.80694424322287,144.95348980330635
5534,12001W,-37.81365261265179,144.98288282649173
3618,7566N,-37.80566694062923,144.95489328638936
8341,645W,-37.81618810644635,144.96953461682887
3283,5848E,-37.80650173373205,144.9535676381809
4264,C6860,-37.80945053004468,144.95577383741607
5860,C9142,-37.798424358368734,144.9649562824252
4248,C6828,-37.80938773145017,144.95563994568715
3394,6231W,-37.805983889506166,144.95083741087635
3284,5850E,-37.806470560294805,144.95357314589475
3546,7066N,-37.80861227506381,144.9543020355954
5883,12914N,-37.79839303700173,144.96551372538534
3046,5149W,-37.80280546182864,144.95685528863962
3558,7084N,-37.808812603559126,144.95361138235916
4315,C6966,-37.80939200298975,144.9561920623273
4034,C6106,-37.804733918602494,144.95233706511698
5862,C9150,-37.79843097783437,144.96501800911716
8342,647W,-37.81613310190409,144.9695092774775
8123,15146N,-37.816686653828086,144.98164638908594
914,C674,-37.81436063676442,144.96881309873686
4291,C6918,-37.80943222900656,144.95598123453215
4424,C7688,-37.80367125555499,144.95515378078784
5843,12573S,-37.81607452602595,144.98161910012794
4039,C6116,-37.80461099949032,144.9523591001093
5183,C8018,-37.81051613054472,144.95231748350216
3722,7733S,-37.80327515633429,144.95078278913218
4249,C6830,-37.80936638336279,144.95564373036325
4007,C6052,-37.80600383270243,144.952114287094
4436,C7712,-37.80359470663074,144.95447976391296
918,C688,-37.8142397294038,144.9687587104906
4064,C6166,-37.80386278713415,144.95249157253178
5839,12565S,-37.81604399396138,144.98134599405873
5835,12557S,-37.8160145726762,144.9810797335309
4449,C7744,-37.80312601510492,144.95028936539006
4245,C6822,-37.80950645408079,144.9556160095626
5528,11989W,-37.81406523305979,144.98281190574397
3804,C5438,-37.80806758201713,144.9547247167863
5234,11522N,-37.81184611103463,144.9516526409932
2643,10117W,-37.80331033543291,144.94795547514428
3001,5052E,-37.805265514029216,144.95811795168993
5007,9439S,-37.830201318720114,144.96612070938122
3281,5844E,-37.80655209204152,144.953558766649
2664,10171W,-37.80429710830276,144.94930866478808
2248,3938N,-37.81226727797973,144.95437225197944
4037,C6112,-37.80466292662382,144.952349715212
5529,11991W,-37.81401364214847,144.98282073109584
7055,4684Ea,-37.80504558257059,144.95920805769492
5858,C9134,-37.79841449251995,144.96486454356466
3682,7642N,-37.80495149707501,144.948431030418
6695,5082E,-37.804704440449,144.95785871800302
3828,C5524,-37.80679216256973,144.95413973020337
5867,C9170,-37.79845224001575,144.96520917346135
1541,1910N,-37.81446480983439,144.969777886918
3268,5826E,-37.80676088168991,144.9535219414902
3830,C5532,-37.80674903143225,144.95412009497187
916,C680,-37.81428852568912,144.96878064119255
3991,C5950,-37.80397643814763,144.95398474355974
7056,4686Ea,-37.80499480448088,144.95918466191517
4262,C6856,-37.80947043997966,144.95577017845275
3924,C5764,-37.804495548133154,144.95539354523032
4104,C6350,-37.804241181936646,144.95091819325842
4003,C6042,-37.80612335462928,144.952092831316
4422,C7684,-37.80367821515115,144.95521518472984
3371,6187W,-37.80665223491636,144.95114148280203
4105,C6352,-37.80421782013373,144.95092242388282
3626,7575S,-37.80583679377868,144.95475299683875
4207,C6710,-37.80879640283257,144.9582486285122
3997,C5962,-37.80382766599281,144.95401122200406
3196,5437W,-37.80808044883812,144.95460703377822
4009,C6056,-37.80595788507389,144.952122521354
3506,6659S,-37.80877860059651,144.95864942534774
5185,C8022,-37.81053163250514,144.95226223951698
5818,12564N,-37.81584986652931,144.98128435990577
8122,15144N,-37.81669407791513,144.9817148599355
3380,6203W,-37.806349134859786,144.95100392489394
8307,659W,-37.81514065818146,144.9690534891165
5821,12570N,-37.81587181680066,144.98148603607405
2644,10118E,-37.803307797109184,144.94818815873492
4421,C7682,-37.803682008212505,144.95524866067768
3989,C5946,-37.80402622172311,144.9539758534026
3513,6668N,-37.80863899645456,144.95844499257623
2679,10188E,-37.80384576867768,144.94957821859185
7063,4702Ea,-37.804573127716736,144.95899052129965
2131,3707S,-37.80916993592463,144.96551450156215
5022,9455S,-37.8302858788631,144.965829067967
8347,781W,-37.8121116398716,144.9676573100245
4259,C6850,-37.80916763506006,144.95567953403548
3571,7099S,-37.80907994356288,144.95320282586704
2750,4586E,-37.807559275525335,144.96589502708156
1545,1918N,-37.81456889297397,144.9694242770763
2655,10159W,-37.80465392902081,144.94924754947715
8308,661W,-37.815093369132136,144.96903145876053
6910,1920N,-37.81459062113608,144.9693496487792
8305,655W,-37.81523874251336,144.9690991044169
3896,C5704,-37.806092441005,144.95511145791926
4385,C7204,-37.80763082398215,144.952772566335
3932,C5780,-37.80421007960622,144.95544486202414
3721,7724N,-37.80324791826156,144.95220979108632
5345,8871W,-37.82543122206522,144.96054694628188
3159,5351W,-37.8100925321033,144.95555611506072
4301,C6938,-37.809330270096325,144.95600001926937
4325,C6988,-37.80927683391343,144.95627639567826
3922,C5760,-37.804648423233246,144.95536603987242
2682,10191W,-37.80377542661587,144.94940056369148
3877,C5650,-37.806716761819445,144.9549998749622
7054,4682Ea,-37.805096353442494,144.9592315617178
3642,7597S,-37.80534515289085,144.9503473572917
3265,5822E,-37.80687465816447,144.9535021664006
920,C696,-37.81419221506229,144.9687373545966
879,780E,-37.81195047079741,144.96782860739688
4295,C6926,-37.80939289853838,144.9559884246491
3699,7664N,-37.80492044227336,144.95650616449058
934,C744,-37.813432061253614,144.9683864485381
4109,C6368,-37.80412517102357,144.95093860815354
4312,C6960,-37.80923519004118,144.95608091232265
4103,C6348,-37.80426469250205,144.9509140071126
4107,C6360,-37.80417138872289,144.9509307250296
3395,6233W,-37.80596271642133,144.95082772735728
2251,3944N,-37.81232176480125,144.95417995459024
4024,C6086,-37.80502683874597,144.9522851177424
6062,13046N,-37.82107941377973,144.94352789890692
4257,C6846,-37.80920970666094,144.9556719143756
2752,4590E,-37.80745530729499,144.9659084655904
3623,7572N,-37.80564432646193,144.95469212813896
5884,12901S,-37.79851767140652,144.96497972045887
8346,767Wa,-37.81243621759688,144.9678039100279
877,775W,-37.81221754261522,144.96770542370388
885,795W,-37.81138739382134,144.96732451137103
2657,10162E,-37.80459147449535,144.9494476362235
3007,5068E,-37.805044328852205,144.95801660850978
4365,C7164,-37.80718811835289,144.95368154521253
2660,10167W,-37.80440418442524,144.9492897972084
2646,10120E,-37.803251489583005,144.9481982658528
4275,C6886,-37.80933137021184,144.95585916591295
952,C814,-37.81133017001849,144.96742283713283
4053,C6144,-37.80422532345816,144.95242753080112
3841,C5562,-37.806465129427735,144.95399080398576
3627,7576N,-37.80562910724171,144.95455722565328
4011,C6060,-37.80588431030715,144.95213574337413
3365,6173W,-37.804212839877096,144.94314966085244
864,686E,-37.81413624354119,144.9688357652647
3684,7644N,-37.80494833451298,144.9484029253028
2663,10170E,-37.80435822131767,144.9494885385869
2656,10160E,-37.80464318737358,144.9494385370504
1839,2531S,-37.81172700693746,144.96803930487232
4985,9417S,-37.830086551284325,144.96651645702718
3008,5072E,-37.80495738619152,144.95797680186288
3631,7580N,-37.80560674439511,144.95435776275738
1838,2529S,-37.81171009882618,144.9680968607801
2640,10113W,-37.80352505496764,144.94791924015442
3713,7680N,-37.80374980216992,144.95671029255175
5876,12900N,-37.79830151808934,144.9646668998155
933,C740,-37.81348501071899,144.96841138944723
3864,C5624,-37.80709106879101,144.95493314683276
5514,11961W,-37.814788281680734,144.9826884775059
3929,C5774,-37.80436844780128,144.9554163932999
5853,C9114,-37.79839824640371,144.9647112405815
3937,C5790,-37.804085208998885,144.95546730823222
2666,10174E,-37.80421438564064,144.94951325623254
4402,C7238,-37.80791180590474,144.95219403620663
3798,C5420,-37.80821182060825,144.95479065062798
3388,6219W,-37.80615662649424,144.95091629830176
3993,C5954,-37.80392684324373,144.95399357403704
2687,10196E,-37.80363260222154,144.94961580163655
2674,10183W,-37.803986538656574,144.94936336445556
8340,643W,-37.81624159851649,144.96955925814933
4252,C6836,-37.80930933716368,144.95565402708218
1544,1916N,-37.81454685704701,144.96949993064857
1470,1773S,-37.81671305080848,144.9662354050186
4440,C7726,-37.80329122707427,144.95175998391886
3901,C5714,-37.80540365399849,144.95523028419373
3564,7090N,-37.80887228659661,144.9534031171151
4269,C6872,-37.80938858617459,144.9557854341632
875,771W,-37.81231930547644,144.96775142225908
917,C684,-37.81426349973698,144.96876939345793
2659,10166E,-37.80447057318887,144.94946883084802
3414,6263S,-37.80774341058874,144.9661907526817
5025,9461S,-37.83031768271073,144.96571850171455
1837,2527S,-37.81169320961345,144.96815437038526
1284,4476E,-37.81293227279018,144.95426076235793
4049,C6136,-37.804317160431054,144.95241101290793
4281,C6898,-37.80927077090735,144.95587045729843
7057,4688Ea,-37.80494402980314,144.9591612913402
4406,C7246,-37.80796360659832,144.9520872066812
3602,7337W,-37.80541851681704,144.94924071435915
3509,6663S,-37.80881969006806,144.95850779415798
4311,C6958,-37.809229950896814,144.95601853339537
4069,C6176,-37.80373641156282,144.95251392706675
951,C810,-37.81135346943457,144.96743345892835
3013,5088E,-37.80463759165694,144.95782799435162
4494,3688N,-37.80868832126183,144.96667506755247
4437,C7714,-37.80358756983143,144.95441431149385
5855,C9122,-37.79840475600588,144.96477329313018
4348,C7112,-37.8079897149833,144.95423345692586
4381,C7196,-37.807568064386864,144.9529019571974
2326,2895S,-37.81118873125521,144.96631406952298
4268,C6868,-37.80940834052792,144.9557817779109
2661,10168E,-37.804416546517615,144.94947831042316
881,787W,-37.81160147807964,144.9674231907233
5505,11943W,-37.81525340642786,144.9826094509918
8345,633W,-37.81646851131973,144.9696637908396
5866,C9166,-37.79844867510848,144.96517647689
5271,4503W,-37.81181254780275,144.95349529738968
5024,9459S,-37.83030751183702,144.9657543712225
874,770E,-37.81246042749984,144.96806467179186
4496,3692N,-37.80872620102045,144.9665460954397
886,797W,-37.81133408286653,144.96729994151607
5177,C8006,-37.810444828813935,144.95256857742612
7062,4700Ea,-37.80463110382532,144.95901729620357
2680,10189W,-37.80382682159421,144.94939150990004
2328,2899S,-37.81122660037914,144.9661858851592
5181,C8014,-37.81050062855768,144.95237272746522
8348,783W,-37.81205654670124,144.96763232945378
5851,C9106,-37.7983913980568,144.96464837250426
5237,11528N,-37.81196123966662,144.95124657121818
4382,C7198,-37.80759513257981,144.95284607059398
3476,6540N,-37.80782093646036,144.9612678162011
5241,11507S,-37.81164960593336,144.95276425119542
3629,7578N,-37.80562156829398,144.95449038760398
3957,C5882,-37.80502575552135,144.95379739471906
5253,11531S,-37.811967757887714,144.95163890435862
5351,8883W,-37.824982808080016,144.9610747837695
5244,11513S,-37.8117530468802,144.95239831172455
4197,C6670,-37.80871070565439,144.9585441698922
4354,C7136,-37.8084310108724,144.9527013175193
3858,C5612,-37.80726545039158,144.95490180880097
3860,C5616,-37.80721481684331,144.9549108590483
4013,C6064,-37.80583792831153,144.95214406960355
6063,13048N,-37.82106378486651,144.94346265553844
945,C786,-37.81161963958506,144.96755496945224
3028,5125W,-37.80331620166535,144.95709440292953
3927,C5770,-37.80441928801535,144.95540725409757
5235,11524N,-37.81191442680799,144.95141216468477
5537,12007W,-37.813498645452,144.98290903858867
5863,C9154,-37.798434243639065,144.96504816433952
5842,12571S,-37.81606708418995,144.98155199986667
6060,13042N,-37.82111067346008,144.94365836931635
3017,5096E,-37.80443374608326,144.9577373342755
2647,10121W,-37.80320440920335,144.9479740924209
3568,7096N,-37.80893103506304,144.9531981100168
3510,6664N,-37.80861997525496,144.95851053592747
4054,C6146,-37.8042026441709,144.95243150666175
4067,C6172,-37.80378588076532,144.95250516614124
3834,C5544,-37.80665469383226,144.95407715763554
3805,C5442,-37.80804139113411,144.9547126926679
3035,5136E,-37.80301980439469,144.95708108619985
3688,7648N,-37.80499702751212,144.9570799244915
8337,C6632b,-37.808470225354085,144.95937429833708
3280,5842E,-37.80657529109709,144.95355467497205
4091,C6302,-37.80474565400296,144.95082990373714
3904,C5720,-37.80533675854116,144.95524230909845
3912,C5738,-37.80502967437511,144.95529750928762
3832,C5540,-37.80670269150073,144.954099007013
3984,C5936,-37.80414982555552,144.95395385533615
3252,5804E,-37.8070834098104,144.9534650542374
3911,C5736,-37.80505420261908,144.95529309991852
4355,C7140,-37.80844946288812,144.9526373310938
4205,C6702,-37.8087795417706,144.95830675563434
3696,7660N,-37.80495487459986,144.95670063806824
3903,C5718,-37.805359057027225,144.95523830079958
3257,5810E,-37.80701382917928,144.95347745313472
2747,4576E,-37.80803999840939,144.96604209597555
3500,6614N,-37.80833578580236,144.9594960648111
