Census year,Block ID,CLUE small area,Dwelling number,Total employment in block,Parking spaces
2011,741,Southbank,92,505.0,241
2011,742,Southbank,440,3.0,519
2011,744,Southbank,198,88.0,307
2011,745,Southbank,1,553.0,142
2011,747,Southbank,20,169.0,87
2011,748,Southbank,501,1419.0,1223
2011,750,Southbank,263,13.0,491
2011,753,Southbank,173,6847.0,1491
2011,759,Melbourne (Remainder),142,1335.0,710
2011,760,Melbourne (Remainder),357,2744.0,1519
2011,773,Docklands,756,156.0,1173
2011,774,Port Melbourne,1,142.0,302
2011,801,Southbank,687,2471.0,2653
2011,802,Southbank,532,6277.0,2199
2011,804,Southbank,28,2987.0,4171
2011,808,Southbank,608,790.0,847
2011,810,Southbank,1323,402.0,1371
2011,811,Southbank,322,193.0,458
2011,812,Southbank,530,977.0,916
2011,852,Melbourne (Remainder),2,339.0,30
2011,853,South Yarra,135,0.0,164
2011,855,South Yarra,51,263.0,114
2011,856,South Yarra,64,0.0,76
2011,858,South Yarra,391,7.0,390
2011,859,South Yarra,195,7.0,199
2011,861,South Yarra,330,216.0,295
2011,862,South Yarra,301,70.0,215
2011,864,South Yarra,148,20.0,93
2011,868,South Yarra,48,45.0,101
2011,901,Parkville,62,0.0,72
2011,902,Parkville,100,16.0,149
2011,904,Parkville,105,438.0,380
2011,906,Parkville,141,485.0,215
2011,909,Parkville,10,21.0,10
2011,912,Parkville,14,0.0,13
2011,914,Parkville,27,20.0,24
2011,915,Parkville,34,33.0,37
2011,916,Parkville,24,37.0,32
2011,917,Parkville,49,0.0,50
2011,918,Parkville,52,0.0,49
2011,921,Parkville,1,263.0,52
2011,922,Parkville,134,33.0,125
2011,924,Parkville,53,0.0,62
2011,926,Parkville,23,0.0,21
2011,928,Parkville,359,215.0,269
2011,929,Parkville,1,1191.0,431
2011,930,Parkville,8,1597.0,595
2011,931,Parkville,4,5303.0,1697
2011,1101,Docklands,116,3257.0,921
2011,1102,Docklands,19,978.0,737
2011,1103,Docklands,448,2910.0,3265
2011,1104,Docklands,422,207.0,516
2011,1105,Docklands,189,5272.0,1628
2011,1108,Docklands,431,12710.0,2577
2011,1109,Docklands,971,1228.0,2243
2011,1110,Docklands,104,2130.0,4787
2011,1112,Docklands,298,25.0,300
2011,2382,North Melbourne,12,32.0,7
2011,2383,North Melbourne,2,298.0,320
2011,2384,North Melbourne,70,204.0,137
2011,2386,North Melbourne,464,0.0,199
2011,2389,North Melbourne,104,27.0,108
2011,2392,North Melbourne,270,38.0,55
2011,2504,Kensington,70,0.0,31
2011,2505,Kensington,43,0.0,14
2011,2506,Kensington,39,0.0,22
2011,2507,Kensington,16,0.0,11
2011,2508,Kensington,24,0.0,12
2011,2510,Kensington,30,41.0,11
2011,2511,Kensington,32,0.0,3
2011,2513,Kensington,82,0.0,17
2011,2520,Kensington,30,38.0,8
2011,2524,Kensington,27,149.0,10
2011,2525,Kensington,62,0.0,30
2011,2529,Kensington,40,0.0,4
2011,2530,Kensington,60,26.0,41
2011,2535,Kensington,50,0.0,13
2011,2536,Kensington,43,0.0,8
2011,2538,Kensington,25,93.0,29
2011,2543,Kensington,38,0.0,1
2011,2544,Kensington,11,7.0,3
2011,2546,Kensington,40,19.0,14
2011,2547,Kensington,17,685.0,264
2012,1,Melbourne (CBD),385,228.0,335
2012,11,Melbourne (CBD),384,740.0,352
2012,12,Melbourne (CBD),188,6611.0,1077
2012,13,Melbourne (CBD),112,2044.0,627
2012,14,Melbourne (CBD),98,2294.0,1240
2012,15,Melbourne (CBD),659,2636.0,111
2012,16,Melbourne (CBD),69,1200.0,1129
2012,17,Melbourne (CBD),108,1990.0,1306
2012,18,Melbourne (CBD),218,4658.0,1148
2012,23,Melbourne (CBD),90,3385.0,521
2012,24,Melbourne (CBD),174,6354.0,850
2012,25,Melbourne (CBD),252,3163.0,157
2012,26,Melbourne (CBD),72,3257.0,822
2012,27,Melbourne (CBD),2,5373.0,1070
2012,28,Melbourne (CBD),33,7812.0,793
2012,31,Melbourne (CBD),233,4684.0,730
2012,32,Melbourne (CBD),73,5104.0,670
2012,33,Melbourne (CBD),235,2732.0,172
2012,34,Melbourne (CBD),32,7416.0,332
2012,36,Melbourne (CBD),1,951.0,63
2012,38,Melbourne (CBD),47,3170.0,156
2012,41,Melbourne (CBD),44,2109.0,234
2012,44,Melbourne (CBD),178,4182.0,520
2012,46,Melbourne (CBD),119,1932.0,206
2012,47,Melbourne (CBD),124,7698.0,1059
2012,48,Melbourne (CBD),12,1463.0,986
2012,51,Melbourne (CBD),765,1831.0,910
2012,53,Melbourne (CBD),42,5649.0,559
2012,54,Melbourne (CBD),36,1687.0,477
2012,55,Melbourne (CBD),1,2027.0,15
2012,56,Melbourne (CBD),4,2171.0,130
2012,57,Melbourne (CBD),126,1284.0,1169
2012,58,Melbourne (CBD),134,1550.0,297
2012,62,Melbourne (CBD),40,1992.0,902
2012,63,Melbourne (CBD),65,828.0,69
2012,64,Melbourne (CBD),157,1755.0,518
2012,65,Melbourne (CBD),226,504.0,257
2012,66,Melbourne (CBD),11,1017.0,398
2012,67,Melbourne (CBD),228,890.0,626
2012,68,Melbourne (CBD),375,2705.0,723
2012,72,Melbourne (CBD),160,1652.0,1077
2012,74,Melbourne (CBD),255,1975.0,826
2012,76,Melbourne (CBD),593,7484.0,1679
2012,77,Melbourne (CBD),223,3113.0,1177
2012,81,Melbourne (CBD),559,647.0,888
2012,82,Melbourne (CBD),35,3918.0,378
2012,83,Melbourne (CBD),344,559.0,978
2012,84,Melbourne (CBD),162,627.0,119
2012,85,Melbourne (CBD),322,7513.0,1278
2012,87,Melbourne (CBD),477,650.0,221
2012,88,Melbourne (CBD),415,89.0,557
2012,91,West Melbourne (Residential),186,428.0,255
2012,93,Melbourne (CBD),699,2830.0,674
2012,94,Melbourne (CBD),72,3574.0,794
2012,95,Melbourne (CBD),356,951.0,929
2012,97,Melbourne (CBD),455,752.0,922
2012,101,West Melbourne (Residential),247,1933.0,418
2012,104,Melbourne (CBD),292,305.0,916
2012,105,Melbourne (CBD),204,804.0,365
2012,107,Melbourne (CBD),24,38.0,10
2012,111,West Melbourne (Residential),34,309.0,82
2012,114,Melbourne (CBD),116,457.0,121
2012,115,Melbourne (CBD),520,2609.0,1396
2012,203,Carlton,79,33.0,54
2012,204,Carlton,567,134.0,725
2012,205,Carlton,282,1013.0,469
2012,206,Carlton,103,321.0,608
2012,207,Carlton,52,241.0,292
2012,212,Carlton,1487,55.0,691
2012,214,Carlton,60,88.0,53
2012,215,Carlton,100,71.0,62
2012,216,Carlton,100,119.0,115
2012,217,Carlton,36,701.0,192
2012,218,Carlton,31,634.0,421
2012,219,Carlton,159,52.0,159
2012,220,Carlton,71,19.0,52
2012,222,Carlton,54,21.0,16
2012,223,Carlton,50,47.0,20
2012,224,Carlton,143,108.0,132
2012,225,Carlton,53,16.0,20
2012,226,Carlton,60,31.0,20
2012,228,Carlton,100,19.0,86
2012,230,Carlton,96,26.0,79
2012,232,Carlton,32,30.0,37
2012,233,Carlton,196,1.0,342
2012,234,Carlton,50,9.0,46
2012,236,Carlton,37,9.0,11
2012,239,Carlton,72,379.0,132
2012,240,Carlton,5,764.0,64
2012,243,Carlton,3,482.0,201
2012,245,Carlton,533,281.0,671
2012,246,Carlton,93,254.0,160
2012,247,Carlton,22,809.0,621
2012,248,Carlton,32,100.0,86
2012,251,Carlton,185,737.0,464
2012,252,Carlton,143,326.0,223
2012,254,Carlton,125,294.0,205
2012,255,Carlton,631,726.0,303
2012,256,Carlton,29,558.0,136
2012,257,Carlton,258,895.0,166
2012,258,Carlton,252,314.0,83
2012,259,Carlton,25,209.0,152
2012,260,Carlton,61,150.0,83
2012,262,Carlton,7,49.0,6
2012,263,Carlton,370,1040.0,717
2012,265,Carlton,492,1006.0,954
2012,266,Carlton,216,837.0,72
2012,267,Carlton,71,349.0,201
2012,268,Carlton,298,379.0,342
2012,270,Parkville,3,3815.0,648
2012,301,North Melbourne,131,9.0,91
2012,303,North Melbourne,20,20.0,25
2012,305,North Melbourne,141,0.0,99
2012,307,North Melbourne,31,0.0,16
2012,317,North Melbourne,72,44.0,92
2012,325,North Melbourne,116,0.0,116
2012,327,North Melbourne,314,17.0,215
2012,329,North Melbourne,60,91.0,75
2012,331,North Melbourne,51,67.0,46
2012,332,North Melbourne,45,41.0,35
2012,333,North Melbourne,45,178.0,74
2012,334,North Melbourne,46,171.0,56
2012,335,North Melbourne,56,163.0,138
2012,336,North Melbourne,25,73.0,9
2012,337,North Melbourne,4,139.0,121
2012,338,North Melbourne,1,127.0,3
2012,339,North Melbourne,61,82.0,25
2012,340,North Melbourne,24,23.0,10
2012,341,North Melbourne,51,123.0,76
2012,342,North Melbourne,45,91.0,48
2012,343,North Melbourne,40,122.0,19
2012,344,North Melbourne,49,94.0,71
2012,345,North Melbourne,50,369.0,124
2012,346,North Melbourne,50,115.0,38
2012,347,North Melbourne,63,22.0,26
2012,350,North Melbourne,41,0.0,14
2012,351,North Melbourne,40,0.0,15
2012,352,North Melbourne,151,0.0,105
2012,353,North Melbourne,221,248.0,332
2012,354,North Melbourne,79,365.0,85
2012,355,North Melbourne,82,265.0,92
2012,356,North Melbourne,58,149.0,68
2012,357,North Melbourne,146,303.0,235
2012,358,North Melbourne,53,247.0,20
2012,359,North Melbourne,81,122.0,70
2012,360,North Melbourne,17,86.0,16
2012,361,North Melbourne,212,154.0,134
2012,362,North Melbourne,87,194.0,25
2012,364,North Melbourne,67,40.0,32
2012,365,North Melbourne,36,76.0,47
2012,367,North Melbourne,74,12.0,109
2012,368,North Melbourne,135,46.0,203
2012,369,North Melbourne,49,88.0,52
2012,370,North Melbourne,86,18.0,59
2012,372,North Melbourne,18,0.0,15
2012,375,North Melbourne,309,309.0,680
2012,376,North Melbourne,144,307.0,535
2012,377,North Melbourne,340,541.0,253
2012,378,North Melbourne,428,239.0,271
2012,402,West Melbourne (Residential),18,90.0,59
2012,403,West Melbourne (Residential),29,223.0,88
2012,404,West Melbourne (Residential),18,32.0,18
2012,409,West Melbourne (Residential),4,78.0,27
2012,413,West Melbourne (Residential),44,124.0,77
2012,414,West Melbourne (Residential),94,84.0,142
2012,415,West Melbourne (Residential),58,15.0,41
2012,418,West Melbourne (Residential),49,37.0,37
2012,419,West Melbourne (Residential),62,112.0,80
2012,420,West Melbourne (Residential),53,86.0,117
2012,423,West Melbourne (Residential),11,52.0,53
2012,424,West Melbourne (Residential),42,55.0,12
2012,427,West Melbourne (Residential),14,92.0,58
2012,428,West Melbourne (Residential),26,57.0,33
2012,429,West Melbourne (Residential),18,86.0,35
2012,430,West Melbourne (Residential),30,113.0,67
2012,431,West Melbourne (Residential),29,241.0,52
2012,432,West Melbourne (Residential),116,235.0,140
2012,434,West Melbourne (Residential),40,294.0,68
2012,435,West Melbourne (Residential),81,90.0,25
2012,436,West Melbourne (Residential),50,0.0,58
2012,437,West Melbourne (Residential),12,36.0,26
2012,438,West Melbourne (Residential),42,84.0,86
2012,439,West Melbourne (Residential),17,144.0,68
2012,440,West Melbourne (Residential),121,397.0,333
2012,443,West Melbourne (Residential),1,391.0,36
2012,444,West Melbourne (Residential),9,915.0,214
2012,505,Kensington,2,121.0,35
2012,508,Kensington,9,146.0,30
2012,510,Kensington,45,0.0,20
2012,512,Kensington,4,68.0,8
2012,513,Kensington,64,38.0,94
2012,514,Kensington,42,0.0,21
2012,515,Kensington,22,0.0,5
2012,516,Kensington,61,0.0,56
2012,517,Kensington,54,0.0,52
2012,518,Kensington,20,0.0,15
2012,521,Kensington,64,0.0,43
2012,523,Kensington,71,47.0,16
2012,524,Kensington,38,124.0,35
2012,525,Kensington,35,6.0,54
2012,532,Kensington,61,0.0,45
2012,533,Kensington,64,0.0,52
2012,536,Kensington,18,0.0,28
2012,539,Kensington,1,209.0,65
2012,541,Kensington,47,0.0,44
2012,543,Kensington,39,0.0,44
2012,544,Kensington,20,0.0,20
2012,545,Kensington,54,0.0,57
2012,546,Kensington,13,0.0,11
2012,548,Kensington,87,0.0,69
2012,551,Kensington,25,0.0,33
2012,552,Kensington,62,0.0,74
2012,555,Kensington,44,0.0,62
2012,556,Kensington,38,0.0,65
2012,557,Kensington,10,0.0,10
2012,558,Kensington,69,0.0,67
2012,559,Kensington,246,47.0,309
2012,562,Kensington,92,6.0,124
2012,564,Kensington,19,0.0,16
2012,565,Kensington,29,0.0,29
2012,566,Kensington,81,0.0,82
2012,567,Kensington,30,0.0,31
2012,568,Kensington,32,0.0,40
2012,570,Kensington,9,2209.0,6327
2012,601,East Melbourne,28,89.0,30
2012,603,East Melbourne,33,9.0,38
2012,606,East Melbourne,103,201.0,82
2012,607,East Melbourne,39,1076.0,240
2012,609,East Melbourne,118,0.0,93
2012,612,East Melbourne,147,65.0,148
2012,613,East Melbourne,536,172.0,812
2012,614,East Melbourne,58,872.0,634
2012,615,East Melbourne,143,949.0,297
2012,616,East Melbourne,31,16.0,39
2012,617,East Melbourne,118,15.0,98
2012,618,East Melbourne,252,633.0,562
2012,620,East Melbourne,19,715.0,505
2012,621,East Melbourne,69,2162.0,536
2012,646,East Melbourne,8,366.0,387
2012,649,East Melbourne,5,183.0,192
2012,651,East Melbourne,50,2884.0,1071
2012,655,East Melbourne,410,428.0,469
2012,656,East Melbourne,204,886.0,489
2012,710,Melbourne (Remainder),19,266.0,120
2012,720,Melbourne (Remainder),122,1787.0,929
2012,724,Melbourne (Remainder),310,1097.0,1113
2012,729,Southbank,830,145.0,1111
2012,730,Southbank,241,145.0,479
2012,732,Southbank,168,82.0,405
2012,737,Southbank,91,265.0,171
2012,738,Southbank,144,836.0,380
2012,741,Southbank,92,505.0,241
2012,742,Southbank,440,3.0,519
2012,744,Southbank,198,88.0,307
2012,745,Southbank,1,553.0,142
2012,747,Southbank,20,169.0,87
2012,748,Southbank,501,1419.0,1223
2012,750,Southbank,263,13.0,491
2012,753,Southbank,173,6847.0,1491
2012,759,Melbourne (Remainder),142,1335.0,710
2012,760,Melbourne (Remainder),357,2744.0,1519
2012,773,Docklands,804,147.0,1440
2012,774,Port Melbourne,1,142.0,302
2012,801,Southbank,687,2471.0,2653
2012,802,Southbank,532,6277.0,2199
2012,804,Southbank,28,2987.0,4171
2012,808,Southbank,608,790.0,847
2012,810,Southbank,1323,42.0,1371
2012,811,Southbank,322,193.0,458
2012,812,Southbank,530,977.0,916
2012,852,Melbourne (Remainder),2,339.0,30
2012,853,South Yarra,135,0.0,164
2012,855,South Yarra,44,263.0,114
2012,856,South Yarra,64,0.0,76
2012,858,South Yarra,391,7.0,390
2012,859,South Yarra,195,7.0,199
2012,861,South Yarra,328,216.0,317
2012,862,South Yarra,301,70.0,215
2012,864,South Yarra,148,20.0,93
2012,868,South Yarra,48,45.0,101
2012,901,Parkville,62,0.0,72
2012,902,Parkville,101,15.0,149
2012,903,Parkville,283,29.0,349
2012,904,Parkville,105,421.0,410
2012,906,Parkville,141,499.0,215
2012,908,Parkville,61,36.0,95
2012,909,Parkville,10,14.0,10
2012,912,Parkville,14,0.0,13
2012,913,Parkville,19,0.0,7
2012,914,Parkville,27,18.0,24
2012,915,Parkville,34,22.0,37
2012,916,Parkville,28,50.0,32
2012,917,Parkville,49,0.0,50
2012,918,Parkville,52,0.0,49
2012,922,Parkville,126,40.0,136
2012,924,Parkville,53,0.0,62
2012,926,Parkville,23,0.0,21
2012,928,Parkville,358,375.0,260
2012,929,Parkville,1,1171.0,431
2012,930,Parkville,8,1632.0,595
2012,931,Parkville,4,5298.0,2647
2012,1101,Docklands,116,3164.0,921
2012,1103,Docklands,447,3446.0,3245
2012,1104,Docklands,416,247.0,516
2012,1105,Docklands,189,8181.0,1628
2012,1108,Docklands,430,12332.0,2382
2012,1109,Docklands,1442,1312.0,2511
2012,1110,Docklands,104,2962.0,4644
2012,1112,Docklands,298,26.0,300
2012,2381,North Melbourne,76,196.0,359
2012,2382,North Melbourne,12,39.0,7
2012,2383,North Melbourne,2,258.0,316
2012,2384,North Melbourne,69,218.0,138
2012,2386,North Melbourne,479,0.0,199
2012,2392,North Melbourne,270,40.0,54
2012,2504,Kensington,70,0.0,31
2012,2505,Kensington,43,0.0,14
2012,2506,Kensington,39,0.0,22
2012,2507,Kensington,16,0.0,11
2012,2508,Kensington,24,0.0,12
2012,2510,Kensington,30,41.0,11
2012,2511,Kensington,32,0.0,3
2012,2513,Kensington,82,0.0,17
2012,2520,Kensington,30,38.0,8
2012,2524,Kensington,27,149.0,10
2012,2525,Kensington,62,0.0,30
2012,2529,Kensington,40,0.0,4
2012,2530,Kensington,60,26.0,41
2012,2535,Kensington,50,0.0,13
2012,2536,Kensington,43,0.0,8
2012,2538,Kensington,25,93.0,29
2012,2543,Kensington,38,0.0,1
2012,2544,Kensington,11,7.0,3
2012,2546,Kensington,40,19.0,14
2012,2547,Kensington,17,685.0,264
2013,1,Melbourne (CBD),385,657.0,335
2013,11,Melbourne (CBD),384,614.0,352
2013,12,Melbourne (CBD),188,6895.0,1077
2013,13,Melbourne (CBD),112,2360.0,627
2013,14,Melbourne (CBD),98,2294.0,1240
2013,15,Melbourne (CBD),659,2636.0,111
2013,16,Melbourne (CBD),69,1200.0,1129
2013,17,Melbourne (CBD),109,1488.0,1296
2013,18,Melbourne (CBD),218,4888.0,1148
2013,23,Melbourne (CBD),90,2836.0,543
2013,24,Melbourne (CBD),174,6354.0,850
2013,25,Melbourne (CBD),252,3163.0,157
2013,26,Melbourne (CBD),72,3257.0,822
2013,27,Melbourne (CBD),2,5500.0,1070
2013,28,Melbourne (CBD),33,6951.0,793
2013,31,Melbourne (CBD),254,4122.0,728
2013,32,Melbourne (CBD),102,5711.0,670
2013,33,Melbourne (CBD),235,2895.0,162
2013,34,Melbourne (CBD),32,7416.0,332
2013,36,Melbourne (CBD),1,951.0,63
2013,38,Melbourne (CBD),48,3114.0,154
2013,41,Melbourne (CBD),44,1835.0,234
2013,44,Melbourne (CBD),178,4182.0,520
2013,46,Melbourne (CBD),119,1932.0,206
2013,47,Melbourne (CBD),212,7908.0,1059
2013,48,Melbourne (CBD),12,1491.0,986
2013,51,Melbourne (CBD),765,1867.0,909
2013,53,Melbourne (CBD),42,5840.0,559
2013,54,Melbourne (CBD),36,1687.0,477
2013,55,Melbourne (CBD),1,2027.0,15
2013,56,Melbourne (CBD),4,2171.0,130
2013,57,Melbourne (CBD),126,1183.0,1169
2013,58,Melbourne (CBD),134,1454.0,297
2013,61,Melbourne (CBD),296,324.0,340
2013,62,Melbourne (CBD),40,1868.0,913
2013,63,Melbourne (CBD),65,733.0,69
2013,64,Melbourne (CBD),157,1755.0,518
2013,65,Melbourne (CBD),226,504.0,257
2013,66,Melbourne (CBD),11,1017.0,398
2013,67,Melbourne (CBD),316,958.0,626
2013,68,Melbourne (CBD),376,2445.0,724
2013,72,Melbourne (CBD),160,1601.0,1077
2013,74,Melbourne (CBD),255,1975.0,826
2013,76,Melbourne (CBD),593,7484.0,1679
2013,77,Melbourne (CBD),223,2996.0,1177
2013,81,Melbourne (CBD),559,525.0,888
2013,82,Melbourne (CBD),35,3989.0,438
2013,83,Melbourne (CBD),344,569.0,982
2013,84,Melbourne (CBD),162,627.0,119
2013,85,Melbourne (CBD),322,7513.0,1278
2013,87,Melbourne (CBD),477,2068.0,246
2013,88,Melbourne (CBD),415,78.0,557
2013,91,West Melbourne (Residential),186,428.0,255
2013,93,Melbourne (CBD),716,1987.0,674
2013,94,Melbourne (CBD),74,3532.0,749
2013,95,Melbourne (CBD),355,1060.0,929
2013,97,Melbourne (CBD),837,734.0,1036
2013,101,West Melbourne (Residential),247,1933.0,418
2013,103,Melbourne (CBD),262,492.0,269
2013,104,Melbourne (CBD),279,306.0,759
2013,105,Melbourne (CBD),204,1154.0,363
2013,107,Melbourne (CBD),24,79.0,10
2013,111,West Melbourne (Residential),34,309.0,82
2013,114,Melbourne (CBD),116,465.0,121
2013,115,Melbourne (CBD),947,2314.0,1553
2013,125,Melbourne (CBD),59,51.0,25
2013,203,Carlton,79,33.0,54
2013,204,Carlton,567,134.0,725
2013,205,Carlton,282,1013.0,469
2013,206,Carlton,103,321.0,608
2013,207,Carlton,52,241.0,292
2013,212,Carlton,1487,55.0,691
2013,214,Carlton,60,88.0,53
2013,215,Carlton,100,71.0,62
2013,216,Carlton,100,119.0,115
2013,217,Carlton,36,701.0,192
2013,218,Carlton,31,634.0,421
2013,219,Carlton,159,52.0,159
2013,220,Carlton,71,19.0,52
2013,222,Carlton,54,21.0,16
2013,223,Carlton,50,47.0,20
2013,224,Carlton,143,108.0,132
2013,225,Carlton,53,16.0,20
2013,226,Carlton,60,31.0,20
2013,228,Carlton,100,19.0,86
2013,230,Carlton,96,26.0,79
2013,232,Carlton,32,30.0,37
2013,233,Carlton,196,1.0,342
2013,234,Carlton,50,9.0,46
2013,236,Carlton,37,9.0,11
2013,239,Carlton,72,379.0,132
2013,240,Carlton,5,764.0,64
2013,243,Carlton,3,482.0,201
2013,245,Carlton,533,281.0,671
2013,246,Carlton,93,254.0,160
2013,247,Carlton,22,809.0,621
2013,248,Carlton,32,100.0,86
2013,251,Carlton,185,737.0,464
2013,252,Carlton,143,326.0,223
2013,254,Carlton,125,294.0,205
2013,255,Carlton,631,726.0,303
2013,256,Carlton,29,558.0,136
2013,257,Carlton,258,895.0,166
2013,258,Carlton,252,314.0,83
2013,259,Carlton,25,209.0,152
2013,260,Carlton,61,150.0,83
2013,262,Carlton,7,49.0,6
2013,263,Carlton,370,1040.0,717
2013,265,Carlton,492,1006.0,954
2013,266,Carlton,216,837.0,72
2013,267,Carlton,71,349.0,201
2013,268,Carlton,298,379.0,342
2013,270,Parkville,3,3815.0,648
2013,301,North Melbourne,131,9.0,91
2013,303,North Melbourne,20,20.0,25
2013,305,North Melbourne,141,0.0,99
2013,307,North Melbourne,31,0.0,16
2013,317,North Melbourne,72,44.0,92
2013,325,North Melbourne,116,0.0,116
2013,327,North Melbourne,314,17.0,215
2013,329,North Melbourne,60,91.0,75
2013,331,North Melbourne,51,67.0,46
2013,332,North Melbourne,45,41.0,35
2013,333,North Melbourne,45,178.0,74
2013,334,North Melbourne,46,171.0,56
2013,335,North Melbourne,56,163.0,138
2013,336,North Melbourne,25,73.0,9
2013,337,North Melbourne,4,139.0,121
2013,338,North Melbourne,1,127.0,3
2013,339,North Melbourne,61,82.0,25
2013,340,North Melbourne,24,23.0,10
2013,341,North Melbourne,51,123.0,76
2013,342,North Melbourne,45,91.0,48
2013,343,North Melbourne,40,122.0,19
2013,344,North Melbourne,49,94.0,71
2013,345,North Melbourne,50,369.0,124
2013,346,North Melbourne,50,115.0,38
2013,347,North Melbourne,63,22.0,26
2013,350,North Melbourne,41,0.0,14
2013,351,North Melbourne,40,0.0,15
2013,352,North Melbourne,151,0.0,105
2013,353,North Melbourne,221,248.0,332
2013,354,North Melbourne,79,365.0,85
2013,355,North Melbourne,82,265.0,92
2013,356,North Melbourne,58,149.0,68
2013,357,North Melbourne,146,303.0,235
2013,358,North Melbourne,53,247.0,20
2013,359,North Melbourne,81,122.0,70
2013,360,North Melbourne,17,86.0,16
2013,361,North Melbourne,212,154.0,134
2013,362,North Melbourne,87,194.0,25
2013,364,North Melbourne,67,40.0,32
2013,365,North Melbourne,36,76.0,47
2013,367,North Melbourne,74,12.0,109
2013,368,North Melbourne,135,46.0,203
2013,369,North Melbourne,49,88.0,52
2013,370,North Melbourne,86,18.0,59
2013,372,North Melbourne,18,0.0,15
2013,375,North Melbourne,309,309.0,680
2013,376,North Melbourne,144,307.0,469
2013,377,North Melbourne,340,541.0,253
2013,378,North Melbourne,428,239.0,271
2013,402,West Melbourne (Residential),18,90.0,59
2013,403,West Melbourne (Residential),29,223.0,88
2013,404,West Melbourne (Residential),18,32.0,18
2013,409,West Melbourne (Residential),4,78.0,27
2013,413,West Melbourne (Residential),44,124.0,77
2013,414,West Melbourne (Residential),94,84.0,142
2013,415,West Melbourne (Residential),58,15.0,41
2013,418,West Melbourne (Residential),49,37.0,37
2013,419,West Melbourne (Residential),62,114.0,80
2013,420,West Melbourne (Residential),53,86.0,117
2013,423,West Melbourne (Residential),11,52.0,53
2013,424,West Melbourne (Residential),42,55.0,12
2013,427,West Melbourne (Residential),14,92.0,58
2013,428,West Melbourne (Residential),26,57.0,33
2013,429,West Melbourne (Residential),18,86.0,35
2013,430,West Melbourne (Residential),30,113.0,67
2013,431,West Melbourne (Residential),29,241.0,52
2013,432,West Melbourne (Residential),116,235.0,140
2013,434,West Melbourne (Residential),40,294.0,68
2013,435,West Melbourne (Residential),81,90.0,25
2013,436,West Melbourne (Residential),50,0.0,58
2013,437,West Melbourne (Residential),12,36.0,26
2013,438,West Melbourne (Residential),42,84.0,86
2013,439,West Melbourne (Residential),17,144.0,68
2013,440,West Melbourne (Residential),121,397.0,333
2013,443,West Melbourne (Residential),1,391.0,36
2013,444,West Melbourne (Residential),9,915.0,214
2013,505,Kensington,2,113.0,55
2013,508,Kensington,9,126.0,29
2013,509,Kensington,1,109.0,62
2013,510,Kensington,45,0.0,20
2013,512,Kensington,57,96.0,72
2013,513,Kensington,70,31.0,99
2013,514,Kensington,42,0.0,21
2013,515,Kensington,22,0.0,5
2013,516,Kensington,61,0.0,56
2013,517,Kensington,54,0.0,52
2013,518,Kensington,23,0.0,14
2013,520,Kensington,938,16.0,710
2013,521,Kensington,64,0.0,43
2013,523,Kensington,70,57.0,16
2013,524,Kensington,38,119.0,35
2013,525,Kensington,35,12.0,54
2013,532,Kensington,61,0.0,45
2013,533,Kensington,64,0.0,52
2013,536,Kensington,18,0.0,28
2013,539,Kensington,1,216.0,65
2013,541,Kensington,47,0.0,44
2013,543,Kensington,39,0.0,44
2013,544,Kensington,20,0.0,20
2013,545,Kensington,54,0.0,57
2013,546,Kensington,13,0.0,11
2013,548,Kensington,87,0.0,69
2013,551,Kensington,25,0.0,33
2013,552,Kensington,62,0.0,74
2013,555,Kensington,44,0.0,62
2013,556,Kensington,38,0.0,65
2013,557,Kensington,10,0.0,10
2013,558,Kensington,69,0.0,67
2013,559,Kensington,246,59.0,311
2013,560,Kensington,50,18.0,76
2013,562,Kensington,93,3.0,124
2013,564,Kensington,19,0.0,16
2013,565,Kensington,29,0.0,29
2013,566,Kensington,81,0.0,82
2013,567,Kensington,30,0.0,31
2013,568,Kensington,32,0.0,40
2013,570,Kensington,9,2751.0,6327
2013,601,East Melbourne,28,89.0,30
2013,603,East Melbourne,33,9.0,38
2013,606,East Melbourne,103,201.0,82
2013,607,East Melbourne,39,1076.0,240
2013,609,East Melbourne,118,0.0,93
2013,612,East Melbourne,147,65.0,148
2013,613,East Melbourne,536,172.0,812
2013,614,East Melbourne,58,872.0,634
2013,615,East Melbourne,143,949.0,297
2013,616,East Melbourne,31,16.0,39
2013,617,East Melbourne,118,15.0,98
2013,618,East Melbourne,252,633.0,562
2013,620,East Melbourne,19,715.0,505
2013,621,East Melbourne,69,2162.0,536
2013,646,East Melbourne,8,366.0,387
2013,649,East Melbourne,5,183.0,192
2013,651,East Melbourne,50,2884.0,1071
2013,655,East Melbourne,410,428.0,469
2013,656,East Melbourne,204,886.0,489
2013,710,Melbourne (Remainder),19,277.0,134
2013,720,Melbourne (Remainder),122,1577.0,921
2013,724,Melbourne (Remainder),310,1939.0,1113
2013,729,Southbank,1041,148.0,1292
2013,730,Southbank,241,99.0,479
2013,732,Southbank,528,77.0,653
2013,734,Southbank,350,244.0,583
2013,737,Southbank,91,233.0,97
2013,738,Southbank,461,863.0,611
2013,741,Southbank,92,511.0,202
2013,742,Southbank,440,2.0,519
2013,744,Southbank,198,207.0,307
2013,745,Southbank,1,233.0,142
2013,747,Southbank,257,276.0,277
2013,748,Southbank,854,1453.0,1447
2013,750,Southbank,225,21.0,491
