Census year,Block ID,CLUE small area,Dwelling number,Total employment in block,Parking spaces
2002,11,Melbourne (CBD),97,733.0,303
2002,12,Melbourne (CBD),189,3113.0,749
2002,13,Melbourne (CBD),113,1673.0,622
2002,14,Melbourne (CBD),87,2519.0,1229
2002,15,Melbourne (CBD),282,2553.0,88
2002,16,Melbourne (CBD),69,1006.0,1145
2002,17,Melbourne (CBD),110,724.0,992
2002,18,Melbourne (CBD),181,1633.0,1097
2002,23,Melbourne (CBD),55,3252.0,606
2002,24,Melbourne (CBD),130,6891.0,838
2002,25,Melbourne (CBD),198,3431.0,220
2002,26,Melbourne (CBD),104,2777.0,877
2002,27,Melbourne (CBD),1,6269.0,1028
2002,28,Melbourne (CBD),33,6334.0,791
2002,31,Melbourne (CBD),227,2993.0,658
2002,32,Melbourne (CBD),74,7175.0,758
2002,33,Melbourne (CBD),233,3076.0,187
2002,34,Melbourne (CBD),31,6281.0,282
2002,36,Melbourne (CBD),1,785.0,368
2002,38,Melbourne (CBD),52,2452.0,144
2002,41,Melbourne (CBD),44,1780.0,208
2002,42,Melbourne (CBD),4,4593.0,588
2002,44,Melbourne (CBD),41,3874.0,297
2002,46,Melbourne (CBD),56,1816.0,372
2002,47,Melbourne (CBD),121,484.0,84
2002,48,Melbourne (CBD),11,1186.0,1014
2002,51,Melbourne (CBD),392,2522.0,286
2002,52,Melbourne (CBD),1,3583.0,1224
2002,53,Melbourne (CBD),49,4360.0,576
2002,54,Melbourne (CBD),36,1351.0,624
2002,56,Melbourne (CBD),1,2302.0,150
2002,57,Melbourne (CBD),130,1139.0,1169
2002,58,Melbourne (CBD),47,1371.0,236
2002,62,Melbourne (CBD),40,2313.0,641
2002,63,Melbourne (CBD),79,655.0,49
2002,64,Melbourne (CBD),125,1958.0,495
2002,66,Melbourne (CBD),10,707.0,456
2002,67,Melbourne (CBD),219,744.0,668
2002,68,Melbourne (CBD),87,2610.0,960
2002,72,Melbourne (CBD),160,2206.0,836
2002,74,Melbourne (CBD),255,1619.0,895
2002,77,Melbourne (CBD),222,1605.0,1158
2002,81,Melbourne (CBD),145,465.0,348
2002,82,Melbourne (CBD),35,3761.0,418
2002,83,Melbourne (CBD),87,360.0,898
2002,84,Melbourne (CBD),166,787.0,216
2002,85,Melbourne (CBD),312,5314.0,1206
2002,87,Melbourne (CBD),223,2889.0,259
2002,88,Melbourne (CBD),420,134.0,513
2002,91,West Melbourne (Residential),185,270.0,266
2002,93,Melbourne (CBD),154,1350.0,252
2002,94,Melbourne (CBD),39,3292.0,768
2002,95,Melbourne (CBD),68,720.0,811
2002,97,Melbourne (CBD),27,726.0,1063
2002,101,West Melbourne (Residential),65,1158.0,273
2002,103,Melbourne (CBD),1,469.0,116
2002,104,Melbourne (CBD),183,511.0,962
2002,105,Melbourne (CBD),232,506.0,567
2002,107,Melbourne (CBD),109,36.0,26
2002,111,West Melbourne (Residential),34,206.0,82
2002,114,Melbourne (CBD),116,373.0,151
2002,202,Carlton,46,0.0,9
2002,203,Carlton,65,37.0,42
2002,204,Carlton,1,271.0,662
2002,206,Carlton,102,381.0,632
2002,207,Carlton,49,203.0,282
2002,212,Carlton,1491,35.0,664
2002,214,Carlton,61,52.0,63
2002,215,Carlton,72,97.0,57
2002,216,Carlton,44,155.0,53
2002,217,Carlton,27,643.0,351
2002,218,Carlton,65,917.0,408
2002,219,Carlton,99,94.0,48
2002,220,Carlton,55,24.0,61
2002,222,Carlton,54,94.0,6
2002,223,Carlton,53,62.0,23
2002,224,Carlton,133,108.0,119
2002,225,Carlton,53,24.0,13
2002,226,Carlton,61,47.0,12
2002,228,Carlton,98,57.0,71
2002,229,Carlton,74,1.0,26
2002,230,Carlton,92,35.0,70
2002,232,Carlton,33,54.0,23
2002,234,Carlton,49,14.0,40
2002,236,Carlton,35,15.0,8
2002,239,Carlton,5,399.0,189
2002,240,Carlton,3,207.0,7
2002,242,Carlton,1,298.0,195
2002,243,Carlton,3,468.0,219
2002,245,Carlton,179,225.0,118
2002,246,Carlton,90,271.0,121
2002,247,Carlton,20,782.0,657
2002,248,Carlton,28,184.0,98
2002,251,Carlton,126,353.0,300
2002,252,Carlton,133,280.0,215
2002,254,Carlton,95,325.0,174
2002,255,Carlton,159,688.0,237
2002,256,Carlton,5,554.0,112
2002,257,Carlton,25,514.0,120
2002,258,Carlton,12,329.0,19
2002,259,Carlton,24,506.0,41
2002,263,Carlton,83,66.0,464
2002,265,Carlton,277,991.0,622
2002,266,Carlton,4,636.0,41
2002,267,Carlton,60,391.0,253
2002,268,Carlton,284,337.0,223
2002,301,North Melbourne,123,10.0,70
2002,304,North Melbourne,58,6.0,5
2002,305,North Melbourne,132,0.0,86
2002,307,North Melbourne,32,0.0,22
2002,308,North Melbourne,37,7.0,12
2002,312,North Melbourne,1,47.0,30
2002,324,North Melbourne,69,0.0,26
2002,325,North Melbourne,116,0.0,116
2002,327,North Melbourne,316,27.0,189
2002,329,North Melbourne,84,119.0,75
2002,331,North Melbourne,37,86.0,32
2002,332,North Melbourne,38,90.0,19
2002,333,North Melbourne,30,80.0,32
2002,334,North Melbourne,31,77.0,24
2002,335,North Melbourne,48,95.0,28
2002,336,North Melbourne,12,50.0,21
2002,337,North Melbourne,4,258.0,95
2002,338,North Melbourne,1,167.0,28
2002,339,North Melbourne,13,67.0,1
2002,340,North Melbourne,23,25.0,9
2002,341,North Melbourne,17,89.0,18
2002,342,North Melbourne,21,206.0,50
2002,343,North Melbourne,34,137.0,6
2002,344,North Melbourne,49,114.0,71
2002,345,North Melbourne,26,337.0,101
2002,346,North Melbourne,39,68.0,15
2002,347,North Melbourne,50,54.0,21
2002,348,North Melbourne,34,5.0,15
2002,349,North Melbourne,39,0.0,8
2002,350,North Melbourne,41,0.0,8
2002,352,North Melbourne,151,0.0,75
2002,353,North Melbourne,226,142.0,229
2002,354,North Melbourne,28,519.0,33
2002,355,North Melbourne,61,210.0,70
2002,356,North Melbourne,44,161.0,96
2002,357,North Melbourne,20,236.0,111
2002,358,North Melbourne,38,78.0,19
2002,359,North Melbourne,28,88.0,60
2002,360,North Melbourne,15,97.0,10
2002,361,North Melbourne,76,75.0,130
2002,362,North Melbourne,28,158.0,13
2002,364,North Melbourne,31,40.0,42
2002,365,North Melbourne,36,80.0,35
2002,366,North Melbourne,6,45.0,16
2002,368,North Melbourne,56,69.0,139
2002,369,North Melbourne,35,66.0,38
2002,370,North Melbourne,11,55.0,26
2002,372,North Melbourne,18,0.0,4
2002,375,North Melbourne,70,464.0,688
2002,376,North Melbourne,39,204.0,246
2002,377,North Melbourne,3,422.0,189
2002,378,North Melbourne,36,224.0,177
2002,401,West Melbourne (Residential),45,0.0,39
2002,403,West Melbourne (Residential),1,193.0,46
2002,404,West Melbourne (Residential),18,29.0,15
2002,405,West Melbourne (Residential),56,34.0,69
2002,406,West Melbourne (Residential),81,0.0,19
2002,409,West Melbourne (Residential),4,50.0,27
2002,413,West Melbourne (Residential),24,141.0,61
2002,414,West Melbourne (Residential),76,108.0,100
2002,415,West Melbourne (Residential),39,27.0,21
2002,416,West Melbourne (Residential),61,4.0,31
2002,418,West Melbourne (Residential),11,36.0,4
2002,419,West Melbourne (Residential),34,67.0,20
2002,420,West Melbourne (Residential),54,41.0,149
2002,423,West Melbourne (Residential),12,66.0,51
2002,424,West Melbourne (Residential),45,49.0,7
2002,426,West Melbourne (Residential),1,293.0,171
2002,427,West Melbourne (Residential),9,169.0,141
2002,428,West Melbourne (Residential),9,72.0,8
2002,429,West Melbourne (Residential),16,114.0,49
2002,430,West Melbourne (Residential),14,70.0,15
2002,431,West Melbourne (Residential),17,227.0,35
2002,432,West Melbourne (Residential),15,340.0,92
2002,434,West Melbourne (Residential),33,295.0,19
2002,435,West Melbourne (Residential),55,112.0,21
2002,436,West Melbourne (Residential),50,0.0,40
2002,437,West Melbourne (Residential),8,156.0,31
2002,438,West Melbourne (Residential),18,66.0,43
2002,439,West Melbourne (Residential),7,211.0,63
2002,440,West Melbourne (Residential),18,315.0,88
2002,443,West Melbourne (Residential),1,38.0,402
2002,444,West Melbourne (Residential),5,518.0,144
2002,505,Kensington,2,114.0,50
2002,508,Kensington,3,131.0,6
2002,510,Kensington,45,0.0,10
2002,513,Kensington,30,44.0,40
2002,514,Kensington,42,0.0,16
2002,515,Kensington,22,0.0,4
2002,516,Kensington,61,0.0,44
2002,518,Kensington,20,0.0,15
2002,521,Kensington,64,0.0,26
2002,523,Kensington,70,39.0,18
2002,524,Kensington,38,74.0,35
2002,525,Kensington,33,15.0,146
2002,532,Kensington,61,0.0,36
2002,533,Kensington,64,0.0,41
2002,536,Kensington,17,0.0,28
2002,539,Kensington,1,155.0,72
2002,541,Kensington,42,0.0,43
2002,543,Kensington,34,0.0,29
2002,544,Kensington,19,0.0,15
2002,545,Kensington,53,0.0,49
2002,546,Kensington,13,0.0,10
2002,548,Kensington,86,0.0,29
2002,551,Kensington,25,0.0,26
2002,552,Kensington,60,0.0,70
2002,553,Kensington,15,0.0,21
2002,555,Kensington,23,0.0,13
2002,556,Kensington,30,0.0,13
2002,557,Kensington,10,0.0,10
2002,558,Kensington,54,0.0,46
2002,559,Kensington,32,64.0,40
2002,560,Kensington,50,0.0,49
2002,562,Kensington,52,23.0,54
2002,564,Kensington,16,0.0,12
2002,565,Kensington,25,0.0,11
2002,566,Kensington,32,0.0,35
2002,567,Kensington,29,0.0,41
2002,568,Kensington,30,0.0,32
2002,570,Kensington,10,1814.0,6221
2002,601,East Melbourne,25,69.0,31
2002,603,East Melbourne,33,13.0,25
2002,606,East Melbourne,98,164.0,67
2002,607,East Melbourne,36,986.0,243
2002,612,East Melbourne,133,23.0,123
2002,613,East Melbourne,161,71.0,213
2002,614,East Melbourne,58,1241.0,584
2002,615,East Melbourne,37,1731.0,262
2002,616,East Melbourne,31,20.0,25
2002,617,East Melbourne,132,10.0,81
2002,618,East Melbourne,253,600.0,572
2002,620,East Melbourne,18,608.0,422
2002,621,East Melbourne,27,1422.0,202
2002,646,East Melbourne,11,418.0,378
2002,651,East Melbourne,50,1854.0,930
2002,655,East Melbourne,279,43.0,314
2002,656,East Melbourne,150,1036.0,426
2002,710,Melbourne (Remainder),2,308.0,95
2002,720,Melbourne (Remainder),122,1766.0,928
2002,724,Melbourne (Remainder),2,434.0,661
2002,729,Southbank,511,126.0,719
2002,730,Southbank,242,51.0,378
2002,734,Southbank,2,242.0,323
2002,737,Southbank,91,119.0,172
2002,738,Southbank,144,648.0,356
2002,741,Southbank,92,263.0,168
2002,742,Southbank,440,5.0,519
2002,743,Southbank,112,0.0,112
2002,744,Southbank,226,138.0,315
2002,745,Southbank,1,142.0,104
2002,747,Southbank,20,312.0,249
2002,748,Southbank,82,2378.0,705
2002,750,Southbank,226,0.0,491
2002,753,Southbank,173,4854.0,1479
2002,759,Melbourne (Remainder),141,1091.0,592
2002,760,Melbourne (Remainder),226,3130.0,1539
2002,801,Southbank,126,1982.0,1898
2002,806,Southbank,1,122.0,2628
2002,808,Southbank,286,316.0,500
2002,811,Southbank,323,743.0,449
2002,812,Southbank,159,675.0,555
2002,853,South Yarra,134,0.0,143
2002,856,South Yarra,64,0.0,64
2002,858,South Yarra,385,12.0,357
2002,859,South Yarra,197,4.0,172
2002,861,South Yarra,322,154.0,287
2002,862,South Yarra,281,46.0,228
2002,864,South Yarra,148,23.0,88
2002,867,South Yarra,21,61.0,68
2002,868,South Yarra,46,33.0,87
2002,901,Parkville,62,0.0,66
2002,902,Parkville,100,26.0,141
2002,904,Parkville,106,96.0,277
2002,906,Parkville,142,561.0,342
2002,908,Parkville,61,21.0,37
2002,909,Parkville,12,32.0,25
2002,911,Parkville,21,0.0,18
2002,912,Parkville,14,0.0,12
2002,914,Parkville,26,13.0,20
2002,915,Parkville,34,31.0,34
2002,916,Parkville,27,6.0,22
2002,917,Parkville,49,0.0,47
2002,918,Parkville,52,0.0,45
2002,922,Parkville,133,28.0,123
2002,923,Parkville,35,0.0,28
2002,924,Parkville,53,0.0,54
2002,926,Parkville,23,0.0,16
2002,931,Parkville,4,4426.0,1647
2002,1015,West Melbourne (Industrial),1,105.0,91
2002,1101,Docklands,102,702.0,463
2002,1109,Docklands,589,130.0,1125
2003,11,Melbourne (CBD),97,733.0,303
2003,12,Melbourne (CBD),189,3113.0,749
2003,13,Melbourne (CBD),113,1673.0,622
2003,14,Melbourne (CBD),87,2519.0,1229
2003,15,Melbourne (CBD),282,2553.0,88
2003,16,Melbourne (CBD),69,1006.0,1145
2003,17,Melbourne (CBD),110,724.0,992
2003,18,Melbourne (CBD),181,1633.0,1097
2003,23,Melbourne (CBD),55,3252.0,606
2003,24,Melbourne (CBD),130,6891.0,838
2003,25,Melbourne (CBD),198,3431.0,220
2003,26,Melbourne (CBD),104,2777.0,877
2003,27,Melbourne (CBD),1,6269.0,1028
2003,28,Melbourne (CBD),33,6334.0,791
2003,31,Melbourne (CBD),227,2993.0,658
2003,32,Melbourne (CBD),74,7175.0,758
2003,33,Melbourne (CBD),233,3076.0,187
2003,34,Melbourne (CBD),31,6281.0,282
2003,36,Melbourne (CBD),1,785.0,368
2003,38,Melbourne (CBD),52,2452.0,144
2003,41,Melbourne (CBD),44,1780.0,208
2003,42,Melbourne (CBD),4,4593.0,588
2003,44,Melbourne (CBD),41,3874.0,297
2003,46,Melbourne (CBD),56,1816.0,372
2003,47,Melbourne (CBD),121,484.0,84
2003,48,Melbourne (CBD),11,1186.0,1014
2003,51,Melbourne (CBD),392,2522.0,286
2003,52,Melbourne (CBD),1,3583.0,1224
2003,53,Melbourne (CBD),49,4360.0,576
2003,54,Melbourne (CBD),36,1351.0,624
2003,56,Melbourne (CBD),1,2302.0,150
2003,57,Melbourne (CBD),130,1139.0,1169
2003,58,Melbourne (CBD),47,1371.0,236
2003,62,Melbourne (CBD),40,2313.0,641
2003,63,Melbourne (CBD),79,655.0,49
2003,64,Melbourne (CBD),125,1958.0,495
2003,66,Melbourne (CBD),10,707.0,456
2003,67,Melbourne (CBD),219,744.0,668
2003,68,Melbourne (CBD),87,2610.0,960
2003,72,Melbourne (CBD),160,2206.0,836
2003,74,Melbourne (CBD),255,1619.0,895
2003,77,Melbourne (CBD),222,1605.0,1158
2003,81,Melbourne (CBD),145,465.0,348
2003,82,Melbourne (CBD),35,3761.0,418
2003,83,Melbourne (CBD),87,360.0,898
2003,84,Melbourne (CBD),166,787.0,216
2003,85,Melbourne (CBD),312,5314.0,1206
2003,87,Melbourne (CBD),223,2889.0,259
2003,88,Melbourne (CBD),420,134.0,513
2003,91,West Melbourne (Residential),186,439.0,240
2003,93,Melbourne (CBD),154,1350.0,252
2003,94,Melbourne (CBD),39,3292.0,768
2003,95,Melbourne (CBD),68,720.0,811
2003,97,Melbourne (CBD),27,726.0,1063
2003,101,West Melbourne (Residential),66,1238.0,271
2003,103,Melbourne (CBD),1,469.0,116
2003,104,Melbourne (CBD),183,511.0,962
2003,105,Melbourne (CBD),232,506.0,567
2003,107,Melbourne (CBD),109,36.0,26
2003,111,West Melbourne (Residential),34,219.0,71
2003,114,Melbourne (CBD),116,373.0,151
2003,202,Carlton,46,0.0,9
2003,203,Carlton,65,41.0,53
2003,205,Carlton,84,2971.0,469
2003,206,Carlton,99,370.0,607
2003,207,Carlton,51,247.0,288
2003,208,Carlton,25,13.0,4
2003,212,Carlton,1480,83.0,664
2003,214,Carlton,60,62.0,55
2003,215,Carlton,71,96.0,55
2003,216,Carlton,72,215.0,64
2003,217,Carlton,34,703.0,351
2003,218,Carlton,33,647.0,408
2003,219,Carlton,102,85.0,49
2003,220,Carlton,55,15.0,26
2003,222,Carlton,50,93.0,10
2003,223,Carlton,51,67.0,23
2003,224,Carlton,136,94.0,129
2003,225,Carlton,53,11.0,13
2003,226,Carlton,60,33.0,17
2003,227,Carlton,102,14.0,25
2003,228,Carlton,96,86.0,77
2003,229,Carlton,75,1.0,34
2003,230,Carlton,92,20.0,75
2003,232,Carlton,35,36.0,34
2003,234,Carlton,49,21.0,43
2003,236,Carlton,35,8.0,11
2003,239,Carlton,5,506.0,210
2003,240,Carlton,6,377.0,21
2003,242,Carlton,4,308.0,220
2003,243,Carlton,4,430.0,187
2003,245,Carlton,374,331.0,392
2003,246,Carlton,91,312.0,144
2003,247,Carlton,20,590.0,657
2003,248,Carlton,30,109.0,90
2003,251,Carlton,126,721.0,329
2003,252,Carlton,141,297.0,220
2003,254,Carlton,123,349.0,204
2003,255,Carlton,198,641.0,259
2003,256,Carlton,8,1058.0,116
2003,257,Carlton,77,488.0,120
2003,258,Carlton,13,328.0,19
2003,259,Carlton,24,376.0,61
2003,260,Carlton,7,137.0,300
2003,263,Carlton,238,279.0,464
2003,265,Carlton,275,1096.0,661
2003,266,Carlton,102,612.0,78
2003,267,Carlton,64,431.0,256
2003,268,Carlton,295,383.0,165
2003,270,Parkville,6,5064.0,648
2003,301,North Melbourne,125,13.0,75
2003,305,North Melbourne,135,0.0,86
2003,307,North Melbourne,32,0.0,22
2003,308,North Melbourne,38,15.0,13
2003,312,North Melbourne,1,41.0,45
2003,324,North Melbourne,69,0.0,37
2003,325,North Melbourne,116,0.0,116
2003,327,North Melbourne,316,21.0,189
2003,329,North Melbourne,60,153.0,75
2003,331,North Melbourne,43,67.0,35
2003,332,North Melbourne,38,68.0,19
2003,333,North Melbourne,32,71.0,28
2003,334,North Melbourne,30,92.0,27
2003,335,North Melbourne,48,69.0,32
2003,336,North Melbourne,22,56.0,24
2003,337,North Melbourne,4,190.0,93
2003,338,North Melbourne,1,90.0,28
2003,339,North Melbourne,15,57.0,1
2003,340,North Melbourne,23,19.0,9
2003,341,North Melbourne,45,107.0,18
2003,342,North Melbourne,21,167.0,48
2003,343,North Melbourne,39,141.0,6
2003,344,North Melbourne,49,81.0,71
2003,345,North Melbourne,27,369.0,102
2003,346,North Melbourne,50,117.0,19
2003,347,North Melbourne,56,59.0,22
2003,350,North Melbourne,41,0.0,8
2003,352,North Melbourne,151,0.0,73
2003,353,North Melbourne,225,118.0,237
2003,354,North Melbourne,44,468.0,45
2003,355,North Melbourne,68,176.0,77
2003,356,North Melbourne,47,147.0,111
2003,357,North Melbourne,83,335.0,202
2003,358,North Melbourne,38,101.0,19
2003,359,North Melbourne,26,97.0,33
2003,360,North Melbourne,21,97.0,18
2003,361,North Melbourne,85,125.0,87
2003,362,North Melbourne,29,151.0,12
2003,364,North Melbourne,30,98.0,42
2003,365,North Melbourne,35,74.0,34
2003,366,North Melbourne,11,45.0,21
2003,367,North Melbourne,71,8.0,12
2003,368,North Melbourne,84,71.0,140
2003,369,North Melbourne,39,81.0,37
2003,370,North Melbourne,16,49.0,26
2003,372,North Melbourne,18,0.0,4
2003,375,North Melbourne,83,443.0,684
2003,376,North Melbourne,46,192.0,384
2003,377,North Melbourne,237,392.0,261
2003,378,North Melbourne,36,353.0,158
2003,402,West Melbourne (Residential),18,116.0,34
2003,403,West Melbourne (Residential),1,157.0,33
2003,404,West Melbourne (Residential),18,25.0,7
2003,409,West Melbourne (Residential),4,54.0,27
2003,413,West Melbourne (Residential),35,136.0,63
2003,414,West Melbourne (Residential),80,90.0,107
2003,415,West Melbourne (Residential),42,17.0,21
2003,418,West Melbourne (Residential),11,55.0,4
2003,419,West Melbourne (Residential),34,116.0,38
2003,420,West Melbourne (Residential),54,87.0,133
2003,423,West Melbourne (Residential),12,83.0,51
2003,424,West Melbourne (Residential),41,37.0,9
2003,426,West Melbourne (Residential),1,479.0,173
2003,427,West Melbourne (Residential),12,180.0,110
2003,428,West Melbourne (Residential),15,38.0,6
2003,429,West Melbourne (Residential),16,64.0,32
2003,430,West Melbourne (Residential),13,90.0,25
2003,431,West Melbourne (Residential),31,194.0,35
2003,432,West Melbourne (Residential),80,269.0,208
2003,434,West Melbourne (Residential),33,311.0,123
2003,435,West Melbourne (Residential),59,92.0,20
2003,436,West Melbourne (Residential),50,0.0,50
2003,437,West Melbourne (Residential),9,165.0,28
2003,438,West Melbourne (Residential),17,33.0,17
2003,439,West Melbourne (Residential),7,204.0,63
2003,440,West Melbourne (Residential),18,288.0,120
2003,444,West Melbourne (Residential),5,769.0,144
2003,505,Kensington,2,114.0,50
2003,508,Kensington,3,131.0,6
2003,510,Kensington,45,0.0,10
2003,513,Kensington,30,44.0,40
2003,514,Kensington,42,0.0,16
2003,515,Kensington,22,0.0,4
2003,516,Kensington,61,0.0,44
2003,518,Kensington,20,0.0,15
2003,521,Kensington,64,0.0,26
2003,523,Kensington,70,39.0,18
2003,524,Kensington,38,74.0,35
2003,525,Kensington,33,15.0,146
2003,532,Kensington,61,0.0,36
2003,533,Kensington,64,0.0,41
2003,536,Kensington,17,0.0,28
2003,539,Kensington,1,155.0,72
2003,541,Kensington,42,0.0,43
2003,543,Kensington,34,0.0,29
2003,544,Kensington,19,0.0,15
2003,545,Kensington,53,0.0,49
2003,546,Kensington,13,0.0,10
2003,548,Kensington,86,0.0,29
2003,551,Kensington,25,0.0,26
2003,552,Kensington,60,0.0,70
2003,553,Kensington,15,0.0,21
2003,555,Kensington,23,0.0,13
2003,556,Kensington,30,0.0,13
2003,557,Kensington,10,0.0,10
2003,558,Kensington,54,0.0,46
2003,559,Kensington,32,64.0,40
2003,560,Kensington,50,0.0,49
2003,562,Kensington,52,23.0,54
2003,564,Kensington,16,0.0,12
2003,565,Kensington,25,0.0,11
2003,566,Kensington,32,0.0,35
2003,567,Kensington,29,0.0,41
2003,568,Kensington,30,0.0,32
2003,570,Kensington,10,1814.0,6221
2003,601,East Melbourne,26,79.0,32
2003,606,East Melbourne,99,157.0,68
2003,607,East Melbourne,38,835.0,243
2003,612,East Melbourne,143,24.0,154
2003,613,East Melbourne,163,55.0,215
2003,614,East Melbourne,58,750.0,584
2003,615,East Melbourne,38,1763.0,263
2003,616,East Melbourne,31,18.0,25
2003,617,East Melbourne,133,8.0,81
2003,618,East Melbourne,252,569.0,584
2003,620,East Melbourne,19,897.0,480
2003,621,East Melbourne,28,1685.0,293
2003,646,East Melbourne,11,519.0,378
2003,651,East Melbourne,50,2234.0,932
2003,655,East Melbourne,282,40.0,273
2003,656,East Melbourne,158,709.0,421
2003,710,Melbourne (Remainder),2,308.0,95
2003,720,Melbourne (Remainder),122,1766.0,928
2003,724,Melbourne (Remainder),2,434.0,661
2003,729,Southbank,511,126.0,719
2003,730,Southbank,242,51.0,378
2003,734,Southbank,2,242.0,323
2003,737,Southbank,91,119.0,172
2003,738,Southbank,144,648.0,356
2003,741,Southbank,92,263.0,168
2003,742,Southbank,440,5.0,519
2003,743,Southbank,112,0.0,112
2003,744,Southbank,226,138.0,315
2003,745,Southbank,1,142.0,104
2003,747,Southbank,20,312.0,249
2003,748,Southbank,82,2378.0,705
2003,750,Southbank,226,0.0,491
2003,753,Southbank,173,4854.0,1479
2003,759,Melbourne (Remainder),141,1091.0,592
2003,760,Melbourne (Remainder),226,3130.0,1539
2003,773,Docklands,565,52.0,781
2003,801,Southbank,126,1982.0,1898
2003,806,Southbank,1,122.0,2628
2003,808,Southbank,286,316.0,500
2003,811,Southbank,323,743.0,449
2003,812,Southbank,159,675.0,555
2003,853,South Yarra,134,0.0,143
2003,856,South Yarra,64,0.0,64
2003,858,South Yarra,385,12.0,357
2003,859,South Yarra,197,4.0,172
2003,861,South Yarra,322,154.0,287
2003,862,South Yarra,281,46.0,228
2003,864,South Yarra,148,23.0,88
2003,867,South Yarra,21,61.0,68
2003,868,South Yarra,46,33.0,87
2003,901,Parkville,62,0.0,68
2003,902,Parkville,97,23.0,141
2003,903,Parkville,266,46.0,327
2003,904,Parkville,106,172.0,240
2003,906,Parkville,141,546.0,362
2003,908,Parkville,61,29.0,37
2003,909,Parkville,10,25.0,20
2003,911,Parkville,21,0.0,18
2003,912,Parkville,14,0.0,12
2003,914,Parkville,27,13.0,20
2003,915,Parkville,33,26.0,34
2003,916,Parkville,24,24.0,22
2003,917,Parkville,49,0.0,48
2003,918,Parkville,52,0.0,45
2003,922,Parkville,135,22.0,121
2003,924,Parkville,53,0.0,54
2003,926,Parkville,23,0.0,17
2003,931,Parkville,4,4164.0,1647
2003,1015,West Melbourne (Industrial),1,91.0,134
2003,1101,Docklands,98,91.0,333
2003,1109,Docklands,794,288.0,1075
2004,11,Melbourne (CBD),98,788.0,284
2004,12,Melbourne (CBD),188,3428.0,1051
2004,13,Melbourne (CBD),113,1880.0,622
2004,14,Melbourne (CBD),90,2313.0,1314
2004,15,Melbourne (CBD),282,2438.0,91
2004,16,Melbourne (CBD),70,815.0,1152
2004,17,Melbourne (CBD),110,651.0,1276
2004,18,Melbourne (CBD),160,1073.0,1187
2004,23,Melbourne (CBD),55,3303.0,566
2004,24,Melbourne (CBD),147,6434.0,838
2004,25,Melbourne (CBD),198,3615.0,220
2004,26,Melbourne (CBD),88,3034.0,907
2004,27,Melbourne (CBD),1,5320.0,996
2004,28,Melbourne (CBD),33,7146.0,786
2004,31,Melbourne (CBD),237,3441.0,701
2004,32,Melbourne (CBD),74,7952.0,778
2004,33,Melbourne (CBD),234,2625.0,186
2004,34,Melbourne (CBD),31,7591.0,320
2004,36,Melbourne (CBD),2,676.0,368
2004,38,Melbourne (CBD),48,2463.0,168
2004,41,Melbourne (CBD),44,1953.0,249
2004,42,Melbourne (CBD),4,3748.0,614
2004,44,Melbourne (CBD),38,3878.0,297
2004,46,Melbourne (CBD),56,1852.0,322
2004,47,Melbourne (CBD),121,452.0,84
2004,48,Melbourne (CBD),13,1127.0,1025
2004,51,Melbourne (CBD),392,1184.0,597
2004,52,Melbourne (CBD),1,3000.0,1221
2004,53,Melbourne (CBD),43,4243.0,586
2004,54,Melbourne (CBD),39,1457.0,624
2004,55,Melbourne (CBD),1,2746.0,20
2004,56,Melbourne (CBD),1,1977.0,150
2004,57,Melbourne (CBD),130,1176.0,1169
2004,58,Melbourne (CBD),49,1376.0,213
2004,62,Melbourne (CBD),40,2109.0,930
2004,63,Melbourne (CBD),80,491.0,61
2004,64,Melbourne (CBD),162,2065.0,495
2004,65,Melbourne (CBD),225,1998.0,238
2004,66,Melbourne (CBD),14,771.0,463
2004,67,Melbourne (CBD),219,681.0,671
2004,68,Melbourne (CBD),377,2442.0,891
2004,72,Melbourne (CBD),160,1421.0,1080
2004,74,Melbourne (CBD),256,1393.0,895
2004,76,Melbourne (CBD),136,2513.0,2239
2004,77,Melbourne (CBD),222,1873.0,1187
2004,81,Melbourne (CBD),206,494.0,345
2004,82,Melbourne (CBD),35,3790.0,403
2004,83,Melbourne (CBD),80,456.0,898
2004,84,Melbourne (CBD),167,668.0,216
2004,85,Melbourne (CBD),311,5047.0,1252
2004,87,Melbourne (CBD),225,1936.0,284
2004,88,Melbourne (CBD),415,99.0,513
2004,91,West Melbourne (Residential),186,439.0,240
2004,93,Melbourne (CBD),512,1734.0,648
2004,94,Melbourne (CBD),38,3679.0,890
2004,95,Melbourne (CBD),66,669.0,811
2004,97,Melbourne (CBD),27,760.0,1047
2004,101,West Melbourne (Residential),66,1238.0,271
2004,103,Melbourne (CBD),1,382.0,116
2004,104,Melbourne (CBD),179,411.0,967
2004,105,Melbourne (CBD),221,754.0,569
2004,107,Melbourne (CBD),117,38.0,26
2004,111,West Melbourne (Residential),34,219.0,71
2004,114,Melbourne (CBD),116,421.0,127
2004,202,Carlton,46,0.0,9
2004,203,Carlton,65,41.0,53
2004,205,Carlton,84,2971.0,469
2004,206,Carlton,99,370.0,607
2004,207,Carlton,51,247.0,288
2004,208,Carlton,25,13.0,4
2004,212,Carlton,1480,83.0,664
2004,214,Carlton,60,62.0,55
2004,215,Carlton,71,96.0,55
2004,216,Carlton,72,215.0,64
2004,217,Carlton,34,703.0,351
2004,218,Carlton,33,647.0,408
2004,219,Carlton,102,85.0,49
2004,220,Carlton,55,15.0,26
