Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2014,32,Melbourne (CBD),,496,97,0,1945,24,,256,1003,198,105,27,7,64,394,,0,23,616,,5711
2014,33,Melbourne (CBD),,436,23,0,824,,383,0,543,240,68,,0,184,,14,0,66,29,14,2895
2014,34,Melbourne (CBD),,753,34,,1162,,50,,4208,163,49,,28,294,6,209,0,189,31,40,7303
2014,35,Melbourne (CBD),,78,,25,250,,79,,26,193,402,194,196,133,0,6,0,608,,67,2434
2014,36,Melbourne (CBD),112,39,0,,239,0,0,,,158,34,,9,57,,,0,89,0,0,900
2014,37,Melbourne (CBD),133,53,,0,585,,,,1557,103,44,,,59,1991,67,,72,,,5699
2014,38,Melbourne (CBD),,52,,,628,21,117,65,1024,336,398,,100,188,11,19,0,39,58,,3114
2014,41,Melbourne (CBD),82,131,0,0,235,,,0,,67,62,0,0,28,,,0,,,0,1835
2014,42,Melbourne (CBD),0,117,21,,1406,,310,761,1079,100,55,198,129,94,560,141,0,21,,36,5113
2014,43,Melbourne (CBD),,460,,0,2484,39,573,0,780,136,0,151,38,139,182,180,0,47,121,0,5817
2014,44,Melbourne (CBD),0,152,,0,681,,39,,1077,172,78,0,23,55,,23,0,98,,,3225
2014,45,Melbourne (CBD),,,0,,48,0,144,0,39,242,0,,16,71,0,,0,1158,0,0,1768
2014,46,Melbourne (CBD),0,85,0,19,89,0,,,,398,167,66,0,115,,,0,183,0,0,2150
2014,47,Melbourne (CBD),59,,0,,,,,0,31,294,,,,331,4857,,0,90,,0,7908
2014,48,Melbourne (CBD),,30,0,47,396,,,,73,269,133,,23,79,,27,,42,,0,1491
2014,51,Melbourne (CBD),,,0,,329,0,,,,176,,,,,,11,0,17,,0,1754
2014,52,Melbourne (CBD),0,103,0,,4741,,261,0,2641,224,8,317,0,85,603,267,0,41,,,9382
2014,53,Melbourne (CBD),124,99,,0,1365,24,53,,3534,213,31,45,19,190,49,,0,33,,,5840
2014,54,Melbourne (CBD),0,51,0,10,657,,56,0,136,323,145,,,197,0,,0,180,,,1818
2014,55,Melbourne (CBD),,,0,,121,0,0,0,,148,,0,0,14,0,,0,1459,0,0,2006
2014,56,Melbourne (CBD),0,79,0,,300,0,214,0,52,611,15,107,21,138,0,,,449,0,0,2019
2014,57,Melbourne (CBD),,25,0,,100,0,38,0,13,625,40,27,,107,0,21,0,88,0,0,1183
2014,58,Melbourne (CBD),191,0,0,,109,0,0,0,,593,,0,3,30,,0,0,51,,,1454
2014,61,Melbourne (CBD),,,0,0,0,0,,,0,199,0,0,0,0,0,0,0,,0,0,324
2014,62,Melbourne (CBD),0,0,0,0,1452,0,,,,101,0,0,0,35,,0,0,,0,0,1868
2014,63,Melbourne (CBD),0,,0,0,223,,22,0,,43,0,,0,19,244,,0,26,0,,733
2014,64,Melbourne (CBD),,115,,25,1003,,106,,20,283,25,,,57,0,21,,242,0,0,1943
2014,65,Melbourne (CBD),,22,0,0,16,0,23,0,12,679,24,0,0,74,0,,0,1546,,,2494
2014,66,Melbourne (CBD),,69,0,0,30,,40,,,597,,0,,46,0,0,0,148,0,0,995
2014,67,Melbourne (CBD),95,20,0,183,24,0,,0,,418,17,,0,22,0,,0,35,,0,958
2014,68,Melbourne (CBD),71,0,0,,48,0,,0,291,221,0,,0,74,1102,,0,,0,0,2311
2014,71,Melbourne (CBD),,,0,0,63,0,0,0,,,0,0,0,8,0,0,0,,0,0,139
2014,72,Melbourne (CBD),0,,0,0,807,,,0,27,198,5,,,18,261,,0,23,0,0,1574
2014,73,Melbourne (CBD),0,0,0,0,325,0,,0,0,,0,0,0,,1208,,0,0,0,0,1619
2014,74,Melbourne (CBD),0,422,0,14,516,0,273,0,59,296,43,17,15,48,,67,0,107,,,1919
2014,76,Melbourne (CBD),0,,0,57,,,,0,30,416,174,2056,,81,,,0,693,,0,6172
2014,77,Melbourne (CBD),,,0,,365,0,109,0,,79,,1081,0,107,0,,0,,,0,2988
2014,78,Melbourne (CBD),0,,0,,,0,0,0,2620,161,,,,10,3447,28,0,21,0,0,10287
2014,81,Melbourne (CBD),,0,0,0,,0,373,0,0,89,0,0,0,0,0,0,0,23,0,0,525
2014,82,Melbourne (CBD),0,,0,0,1904,,,,210,48,,428,0,,724,,0,,,0,3971
2014,83,Melbourne (CBD),0,0,0,,0,,,0,0,,0,0,0,6,,0,0,0,0,0,569
2014,84,Melbourne (CBD),0,12,0,0,221,37,137,,34,108,0,,,125,0,11,0,62,0,,787
2014,85,Melbourne (CBD),,119,0,,146,,0,,2181,1338,116,653,,171,1297,,0,1477,,0,7648
2014,86,Melbourne (CBD),0,0,0,,0,0,0,0,0,,0,,0,48,0,0,0,,0,0,476
2014,87,Melbourne (CBD),,27,0,0,595,,,,,156,,0,0,21,0,20,0,0,0,,2068
2014,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,78
2014,91,West Melbourne (Residential),0,135,,0,126,0,29,,,30,,,,21,0,,0,,0,20,433
2014,92,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,93,Melbourne (CBD),,,0,,340,0,90,0,294,24,0,0,0,68,376,27,0,,0,,1851
2014,94,Melbourne (CBD),,0,0,0,486,,,0,,30,0,,0,7,,19,0,100,0,0,3532
2014,95,Melbourne (CBD),0,71,0,11,72,,446,0,,212,55,,,36,,,,83,0,,1060
2014,96,Melbourne (CBD),0,,0,83,0,0,2690,0,,30,40,,,47,,0,0,,0,0,3026
2014,97,Melbourne (CBD),33,,0,,70,,,0,,72,0,404,0,34,0,0,0,,0,0,728
2014,98,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,101,West Melbourne (Residential),0,0,0,0,,0,,,0,30,,,88,4,0,0,0,0,0,0,287
2014,103,Melbourne (CBD),265,0,0,0,33,,,,,,,0,0,107,0,,0,0,0,0,492
2014,104,Melbourne (CBD),41,,0,0,21,0,50,,,82,,,,24,0,,,24,0,0,306
2014,105,Melbourne (CBD),,,0,0,78,0,780,0,0,53,,,0,0,,0,,18,,0,1154
2014,107,Melbourne (CBD),,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,79
2014,111,West Melbourne (Residential),,,0,,13,0,,0,,0,0,0,0,9,,0,0,,,,173
2014,113,Melbourne (CBD),0,,0,,0,0,0,,0,123,10,0,16,6,0,,0,795,11,,1048
2014,114,Melbourne (CBD),,0,0,,49,15,,0,0,208,0,0,0,,0,,0,91,,,465
2014,115,Melbourne (CBD),96,,0,,,,224,0,,44,,,0,,0,,30,58,,0,2282
2014,116,Melbourne (CBD),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,59
2014,125,Melbourne (CBD),0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,51
2014,131,Docklands,,0,0,,,,0,0,,73,,,0,12,3599,,0,,,0,4370
2014,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,202,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,203,Carlton,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,33
2014,204,Carlton,,0,0,0,0,0,108,0,0,18,0,0,0,,0,0,0,0,0,0,137
2014,205,Carlton,,0,0,,0,0,,0,0,,906,0,0,,0,0,0,,0,0,1076
2014,206,Carlton,1,,0,,19,,0,0,23,106,0,,0,22,0,,0,90,0,0,274
2014,207,Carlton,0,0,0,0,0,0,0,,0,71,,0,0,,0,0,0,100,0,,229
2014,208,Carlton,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,19
2014,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,210,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2014,212,Carlton,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,49
2014,213,Carlton,0,0,0,,0,0,,,0,0,,0,0,,,0,0,0,0,0,105
2014,214,Carlton,,,0,0,33,0,0,0,0,,,0,4,,0,0,0,19,0,,88
2014,215,Carlton,0,0,,,0,0,0,0,0,32,,0,0,,,,0,9,,0,74
2014,216,Carlton,0,0,0,0,,0,0,0,,37,0,0,,47,0,0,,32,0,,145
2014,217,Carlton,0,,0,,,,0,0,0,155,27,,,30,0,0,0,228,0,0,613
2014,218,Carlton,,18,0,19,93,,,0,28,213,29,,,59,0,7,0,73,0,0,616
2014,219,Carlton,,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,,0,0,42
2014,220,Carlton,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14
2014,221,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,222,Carlton,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,23
2014,223,Carlton,,0,0,0,,0,0,0,0,,19,0,0,7,0,,0,12,0,0,65
2014,224,Carlton,0,0,0,0,31,0,0,0,,,8,0,80,,0,,0,11,0,0,170
2014,225,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,19
2014,226,Carlton,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,31
2014,227,Carlton,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,
2014,228,Carlton,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,75
2014,229,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2014,230,Carlton,0,,0,,0,0,0,0,0,,,0,0,4,0,0,0,,0,,23
2014,231,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2014,232,Carlton,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,25
2014,233,Carlton,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2014,234,Carlton,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,12
2014,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2014,236,Carlton,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,9
2014,237,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2014,238,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2014,239,Carlton,0,0,0,0,87,0,,0,,21,62,,0,,0,0,0,,0,,485
2014,240,Carlton,0,0,0,0,,0,730,0,0,21,,0,0,0,0,0,0,0,0,0,761
2014,241,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,242,Carlton,,0,0,,59,0,517,0,,,,,0,0,0,,0,0,0,0,649
2014,243,Carlton,46,0,,0,,,234,0,0,61,14,0,,,0,0,0,,0,,492
2014,244,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,245,Carlton,0,,0,0,74,0,,0,,72,,0,0,,0,,0,10,0,47,269
2014,246,Carlton,,0,0,0,16,0,,0,0,186,,0,,,0,0,0,17,0,,254
2014,247,Carlton,,,0,,266,,,0,42,110,68,0,0,48,,0,0,,0,0,1007
2014,248,Carlton,11,0,0,0,12,0,,0,0,,,0,0,48,0,,0,0,0,0,122
2014,249,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2
2014,250,Carlton,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,593
2014,251,Carlton,0,0,0,0,35,0,0,0,163,,173,0,0,102,,,0,0,0,,623
2014,252,Carlton,,,0,0,44,7,,,9,172,13,,,24,0,,0,13,0,,328
2014,253,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,254,Carlton,0,,0,0,34,,,0,,68,33,,0,99,,0,0,,,0,317
2014,255,Carlton,,0,0,0,20,0,,0,,33,142,0,,90,,,0,14,0,,641
2014,256,Carlton,26,,0,0,,0,106,0,0,,0,0,,,,0,0,,0,0,284
2014,257,Carlton,,0,0,0,0,0,,,0,39,271,0,,,0,0,0,,0,,811
2014,258,Carlton,0,0,0,0,,0,,0,0,,0,,,0,0,0,0,,0,0,294
2014,259,Carlton,0,0,0,0,0,0,,,0,,,,0,,0,0,0,0,0,,232
2014,260,Carlton,,29,0,0,,0,0,0,0,,,0,,,0,0,0,22,,0,148
2014,261,Carlton,0,0,0,0,35,,,0,0,0,0,,,189,0,0,0,53,0,,317
2014,262,Carlton,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,,22
2014,263,Carlton,,0,0,0,44,,0,0,0,,,0,0,311,,,0,15,0,,846
2014,264,Carlton,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,275
2014,265,Carlton,38,14,0,0,,,436,0,0,72,0,0,,131,,,0,,0,,905
2014,266,Carlton,2,0,0,0,35,0,688,0,0,26,0,,,,0,0,0,0,0,0,772
2014,267,Carlton,,0,0,0,28,0,0,0,,34,15,,0,115,0,0,0,,,0,247
2014,268,Carlton,,,0,,125,0,0,0,,,42,0,0,,0,,0,0,0,0,238
2014,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,270,Parkville,0,21,0,33,0,0,,0,,213,0,0,0,,0,0,0,52,,0,3853
2014,271,Parkville,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,416
2014,272,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,273,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,12
2014,274,Carlton,0,,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,312
2014,301,North Melbourne,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,,0,0,11
2014,302,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,303,North Melbourne,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,21
2014,304,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2014,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,306,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,309,North Melbourne,0,,0,,31,0,0,,,,0,0,,11,0,0,,0,0,,66
2014,310,North Melbourne,0,0,0,0,13,0,0,0,0,,0,0,62,0,0,0,0,,0,,99
2014,311,North Melbourne,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,312,North Melbourne,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,0,0,,51
2014,313,North Melbourne,0,0,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,146
2014,314,North Melbourne,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,128
2014,315,North Melbourne,0,0,0,183,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,183
2014,316,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2014,317,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,19,0,0,0,0,,0,38
2014,318,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2014,319,North Melbourne,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,141
2014,320,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,321,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,322,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,63
2014,323,North Melbourne,0,,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,,188
2014,324,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,326,North Melbourne,0,0,0,,0,0,0,0,0,9,0,0,0,,0,0,0,,0,0,18
2014,327,North Melbourne,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,21
2014,328,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,329,North Melbourne,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,94
2014,330,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2014,331,North Melbourne,0,0,0,0,,0,0,0,0,0,0,,,41,0,0,,0,,,82
2014,332,North Melbourne,0,,0,,,0,,0,,0,0,0,19,,0,0,0,0,,0,62
2014,333,North Melbourne,0,0,0,0,37,0,0,0,0,,,,0,8,0,,0,9,0,,173
2014,334,North Melbourne,0,0,0,0,37,0,0,0,,,12,0,,,0,0,0,,,,148
2014,335,North Melbourne,0,0,0,0,86,14,0,0,,29,,,,,,,0,14,0,20,203
2014,336,North Melbourne,0,0,0,0,25,,0,0,0,0,0,,,,0,0,0,0,,,60
2014,337,North Melbourne,0,,0,0,0,27,0,,0,0,0,,0,,0,0,0,27,,30,118
2014,338,North Melbourne,0,0,0,0,0,,0,0,0,,0,0,54,,0,0,0,0,0,0,70
2014,339,North Melbourne,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,24
2014,340,North Melbourne,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,0,,18
2014,341,North Melbourne,0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,25,177
2014,342,North Melbourne,0,0,0,0,24,,,0,0,0,0,0,,,,0,0,14,0,,80
2014,343,North Melbourne,0,0,0,,12,,,0,0,0,,0,,,,0,0,,0,,125
2014,344,North Melbourne,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,108
2014,345,North Melbourne,0,,0,33,,0,,,26,112,20,,,40,0,9,0,43,,0,377
2014,346,North Melbourne,0,0,0,0,5,,0,0,,34,,0,,14,0,,0,22,,0,105
2014,347,North Melbourne,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,11
2014,348,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2014,349,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,351,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,352,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2014,353,North Melbourne,,0,0,0,,0,,0,0,,133,0,,,0,0,0,,0,0,216
2014,354,North Melbourne,0,23,0,18,34,,0,0,0,98,23,,,39,0,,0,79,,14,386
2014,355,North Melbourne,,,0,0,79,,0,0,29,,16,,,,0,0,0,,,,180
2014,356,North Melbourne,0,,0,0,,,,0,,10,0,,7,12,,0,0,27,0,,127
2014,357,North Melbourne,0,0,0,0,62,,49,0,,13,66,0,,133,0,,0,,,,398
2014,358,North Melbourne,,0,0,0,,0,0,0,0,,0,0,,15,0,0,0,9,19,0,376
2014,359,North Melbourne,0,35,0,,17,,,,0,0,,0,0,,,0,0,,0,,95
2014,360,North Melbourne,0,0,0,0,0,0,,0,0,35,,,0,,0,0,0,23,0,,106
2014,361,North Melbourne,0,0,0,0,32,0,0,0,0,25,0,,0,17,,0,0,,0,0,127
2014,362,North Melbourne,,,0,0,0,0,34,0,0,29,18,0,0,,0,0,0,66,0,0,176
2014,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,103
2014,364,North Melbourne,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,78
2014,365,North Melbourne,0,,0,,47,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61
2014,366,North Melbourne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2014,367,North Melbourne,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,12
2014,368,North Melbourne,,0,0,0,0,0,0,0,0,,0,0,,5,0,0,0,0,0,0,30
2014,369,North Melbourne,0,0,0,0,17,0,0,0,0,23,,,,5,0,,0,,6,0,77
2014,370,North Melbourne,,0,0,0,28,,0,,0,,0,0,0,,0,0,0,,0,0,41
2014,371,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,373,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,374,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,375,North Melbourne,,0,0,0,62,,,0,,22,,0,0,47,,0,0,0,0,,271
2014,376,North Melbourne,0,5,0,35,11,0,0,,0,,167,0,,18,,0,0,,,0,344
2014,377,North Melbourne,0,26,0,0,318,184,,0,0,42,159,0,0,37,0,0,0,0,0,,791
2014,378,North Melbourne,,,0,,,0,0,0,0,,,0,0,,0,0,0,,0,0,318
2014,379,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,380,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2014,402,West Melbourne (Residential),0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,0,0,0,44
2014,403,West Melbourne (Residential),0,,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,,223
2014,404,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19
2014,405,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
2014,406,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,408,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,409,West Melbourne (Residential),0,0,0,0,31,0,0,,0,,0,0,0,,0,0,0,0,,0,40
2014,410,West Melbourne (Residential),0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,46
2014,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,412,West Melbourne (Residential),0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,22
2014,413,West Melbourne (Residential),0,0,0,,0,,0,0,0,,0,38,,,0,0,0,0,0,,148
2014,414,West Melbourne (Residential),0,,0,0,28,0,,0,,,0,,,,0,0,,0,0,0,90
2014,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
2014,416,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,418,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,36
2014,419,West Melbourne (Residential),0,0,0,0,37,0,0,,,,,0,0,,0,0,0,,0,,65
2014,420,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,,80
2014,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2014,423,West Melbourne (Residential),0,0,0,,0,0,0,0,0,36,0,0,0,,0,0,0,16,0,0,55
2014,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,24,,0,0,10,0,0,0,,0,0,54
2014,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2014,426,West Melbourne (Residential),0,0,0,0,51,0,0,0,,0,0,0,0,,0,,0,,,,142
2014,427,West Melbourne (Residential),0,0,0,0,,,0,0,0,,,,0,25,0,0,0,,0,,126
2014,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,60
2014,429,West Melbourne (Residential),0,0,0,,23,,,0,0,0,0,0,0,,0,0,0,0,0,,89
2014,430,West Melbourne (Residential),0,0,0,0,,0,0,0,0,19,,0,,,0,0,0,,0,,112
2014,431,West Melbourne (Residential),0,,0,,77,0,0,,0,0,,0,,55,0,,0,,,40,224
2014,432,West Melbourne (Residential),0,0,0,,0,0,131,0,0,8,0,0,0,,0,0,0,0,35,0,212
2014,433,West Melbourne (Residential),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,434,West Melbourne (Residential),0,,0,0,96,,,0,8,23,,,0,,,,0,10,,,259
2014,435,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,34,,,,12,0,0,0,30,0,0,92
2014,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,437,West Melbourne (Residential),0,0,0,0,22,,0,0,0,,0,0,0,,0,0,0,0,0,0,129
2014,438,West Melbourne (Residential),,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,,,45
2014,439,West Melbourne (Residential),0,0,0,0,72,0,,,,,0,0,0,35,0,0,0,,,,170
2014,440,West Melbourne (Residential),0,0,0,,57,0,,0,0,,,0,,,0,,0,0,,,198
2014,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,0,161
2014,442,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,208
2014,443,West Melbourne (Residential),,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,0,387
2014,444,West Melbourne (Residential),0,,0,0,399,,,0,,,0,0,0,,,0,0,0,,,552
2014,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2014,501,West Melbourne (Industrial),0,0,0,,46,0,0,,0,0,0,0,43,,,0,0,0,,443,605
2014,502,West Melbourne (Industrial),0,0,0,0,0,0,0,56,0,,0,,,0,0,0,,,136,195,443
2014,503,Kensington,0,,0,,,154,0,0,0,0,0,0,96,26,,0,,0,,161,578
2014,504,Kensington,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,,90
2014,505,Kensington,0,0,0,0,,,0,0,0,,0,,,21,0,0,0,,,,113
2014,506,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5
2014,507,Kensington,0,0,0,,,0,0,0,0,0,0,,,44,0,0,0,0,0,0,159
2014,508,Kensington,0,0,0,,12,0,,0,0,0,0,0,50,0,,0,0,,0,43,126
